"medication_definition_id"|"medication"|"problem_definition_id"|"problem"|"patient_link_frequency"|"link_ratio"
"2716"|"Naproxen 500 MG Oral Tablet"|"75812"|"Myalgia And Myositis"|"5"|"0.147059"
"2716"|"Naproxen 500 MG Oral Tablet"|"83233"|"Shoulder Injury"|"2"|"0.5"
"2716"|"Naproxen 500 MG Oral Tablet"|"85614"|"Joint Pain, Localized In The Hip"|"15"|"0.333333"
"2716"|"Naproxen 500 MG Oral Tablet"|"85623"|"Joint Pain, Localized In The Knee"|"41"|"0.315385"
"2716"|"Naproxen 500 MG Oral Tablet"|"85625"|"Joint Stiffness Of The Knee"|"2"|"0.5"
"2716"|"Naproxen 500 MG Oral Tablet"|"85633"|"Pain In The Leg (Below The Knee)"|"3"|"0.214286"
"2716"|"Naproxen 500 MG Oral Tablet"|"85638"|"Ankle Joint Pain"|"14"|"0.378378"
"2716"|"Naproxen 500 MG Oral Tablet"|"85644"|"Foot Pain (Soft Tissue)"|"5"|"0.147059"
"2716"|"Naproxen 500 MG Oral Tablet"|"85658"|"Diffuse Joint Pains (Arthralgias)"|"3"|"0.333333"
"2716"|"Naproxen 500 MG Oral Tablet"|"85660"|"Joint Pain Fingers"|"3"|"0.25"
"2716"|"Naproxen 500 MG Oral Tablet"|"85668"|"Pain In The Hands"|"5"|"0.416667"
"2716"|"Naproxen 500 MG Oral Tablet"|"85673"|"Joint Pain, Localized In The Wrist"|"4"|"0.266667"
"2716"|"Naproxen 500 MG Oral Tablet"|"85691"|"Neck Pain"|"9"|"0.428571"
"2716"|"Naproxen 500 MG Oral Tablet"|"85701"|"Joint Pain, Localized In The Shoulder"|"15"|"0.283019"
"2716"|"Naproxen 500 MG Oral Tablet"|"90945"|"Joint Pain, Localized In The Right Shoulder"|"7"|"0.5"
"2716"|"Naproxen 500 MG Oral Tablet"|"90952"|"Joint Pain, Localized In The Left Shoulder"|"8"|"0.470588"
"2716"|"Naproxen 500 MG Oral Tablet"|"91089"|"Lower Back Pain"|"73"|"0.453416"
"2716"|"Naproxen 500 MG Oral Tablet"|"92456"|"Joint Pain, Localized In More Than One Joint"|"3"|"0.3"
"2716"|"Naproxen 500 MG Oral Tablet"|"115846"|"Back Muscle Spasm"|"4"|"0.2"
"2716"|"Naproxen 500 MG Oral Tablet"|"172080"|"Neck Strain"|"3"|"0.5"
"2716"|"Naproxen 500 MG Oral Tablet"|"172086"|"Lumbar Strain"|"5"|"0.416667"
file:///I|/AMIAJNL/000852/Preedit/1/amiajnl-2012-000852-20120418010342/suppl_data/Online%20Only%20Data%20Supplement.txt[4/23/2012 8:40:20 PM]

"2716"|"Naproxen 500 MG Oral Tablet"|"173419"|"Cervical Radiculopathy"|"6"|"0.333333"
"2716"|"Naproxen 500 MG Oral Tablet"|"251261"|"Pelvic Pain"|"5"|"0.384615"
"2716"|"Naproxen 500 MG Oral Tablet"|"251467"|"Limb Pain"|"11"|"0.22"
"2716"|"Naproxen 500 MG Oral Tablet"|"257996"|"Arthritis"|"12"|"0.141176"
"2716"|"Naproxen 500 MG Oral Tablet"|"259187"|"Internal Derangement Of Knee"|"2"|"0.4"
"2716"|"Naproxen 500 MG Oral Tablet"|"278685"|"Arthralgias In Multiple Sites"|"10"|"0.454545"
"2716"|"Naproxen 500 MG Oral Tablet"|"282272"|"Anterior Wall Chest Pain With Respiration"|"2"|"0.333333"
"2716"|"Naproxen 500 MG Oral Tablet"|"288921"|"Chronic Pain"|"8"|"0.4"
"2716"|"Naproxen 500 MG Oral Tablet"|"288977"|"Fibromyalgia"|"3"|"0.1875"
"2716"|"Naproxen 500 MG Oral Tablet"|"291525"|"Impingement Of The Right Shoulder"|"2"|"0.5"
"2825"|"Nitrostat 0.4 MG Sublingual Tablet Sublingual"|"62975"|"Coronary Artery Disease"|"82"|"0.602941"
"2825"|"Nitrostat 0.4 MG Sublingual Tablet Sublingual"|"62978"|"Coronary Arteriosclerosis"|"5"|"0.3125"
"2825"|"Nitrostat 0.4 MG Sublingual Tablet Sublingual"|"62984"|"Atypical Chest Pain"|"11"|"0.647059"
"2825"|"Nitrostat 0.4 MG Sublingual Tablet Sublingual"|"62985"|"Chest Pain"|"14"|"0.411765"
"2825"|"Nitrostat 0.4 MG Sublingual Tablet Sublingual"|"62987"|"Angina Pectoris"|"7"|"0.4375"
"2825"|"Nitrostat 0.4 MG Sublingual Tablet Sublingual"|"63148"|"2-vessel Coronary Artery Stenosis"|"3"|"0.3"
"2825"|"Nitrostat 0.4 MG Sublingual Tablet Sublingual"|"63217"|"Congestive Heart Failure"|"6"|"0.166667"
"2827"|"Nitrostat 0.3 MG Sublingual Tablet Sublingual"|"62975"|"Coronary Artery Disease"|"2"|"1"
"3316"|"PredniSONE 10 MG Oral Tablet"|"62585"|"Chronic Sinusitis"|"9"|"0.3"
"3316"|"PredniSONE 10 MG Oral Tablet"|"62586"|"Chronic Maxillary Sinusitis"|"44"|"0.333333"
"3316"|"PredniSONE 10 MG Oral Tablet"|"62587"|"Chronic Frontal Sinusitis"|"29"|"0.235772"
"3316"|"PredniSONE 10 MG Oral Tablet"|"62588"|"Chronic Ethmoidal Sinusitis"|"90"|"0.56962"
"3316"|"PredniSONE 10 MG Oral Tablet"|"62590"|"Chronic Pansinusitis"|"7"|"0.583333"
"3316"|"PredniSONE 10 MG Oral Tablet"|"62591"|"Nasal Polyps"|"32"|"0.507936"
"3316"|"PredniSONE 10 MG Oral Tablet"|"62594"|"Nasal Cavity Polyps"|"3"|"0.333333"
"3316"|"PredniSONE 10 MG Oral Tablet"|"64181"|"Asthma"|"13"|"0.0755814"
"3316"|"PredniSONE 10 MG Oral Tablet"|"64205"|"Chronic Obstructive Pulmonary Disease"|"11"|"0.268293"
"3316"|"PredniSONE 10 MG Oral Tablet"|"64207"|"Chronic Bronchitis With Acute Exacerbation"|"2"|"0.4"
"3316"|"PredniSONE 10 MG Oral Tablet"|"64294"|"Pulmonary Fibrosis"|"5"|"0.416667"
"3316"|"PredniSONE 10 MG Oral Tablet"|"64980"|"Crohn's Disease"|"8"|"0.571429"
"3316"|"PredniSONE 10 MG Oral Tablet"|"65041"|"Ulcerative Colitis"|"5"|"0.625"
"3316"|"PredniSONE 10 MG Oral Tablet"|"65047"|"Crohn's (Granulomatous) Colitis"|"3"|"1"
"3316"|"PredniSONE 10 MG Oral Tablet"|"65674"|"Nephrotic Syndrome"|"4"|"0.8"
"3316"|"PredniSONE 10 MG Oral Tablet"|"65676"|"Nephrotic Syndrome Due To Focal Segmental Sclerosing
Glomerulonephritis"|"2"|"0.666667"
"3316"|"PredniSONE 10 MG Oral Tablet"|"70384"|"Gout"|"7"|"0.388889"
"3316"|"PredniSONE 10 MG Oral Tablet"|"70386"|"Acute Gout"|"4"|"0.571429"
"3316"|"PredniSONE 10 MG Oral Tablet"|"70387"|"Chronic Gout"|"4"|"0.5"
"3316"|"PredniSONE 10 MG Oral Tablet"|"70455"|"Rheumatoid Arthritis"|"23"|"0.46"
"3316"|"PredniSONE 10 MG Oral Tablet"|"70460"|"Adult Still's Disease"|"2"|"1"
"3316"|"PredniSONE 10 MG Oral Tablet"|"70472"|"Systemic Lupus Erythematosus"|"28"|"0.491228"
"3316"|"PredniSONE 10 MG Oral Tablet"|"70475"|"Scleroderma"|"9"|"0.36"
"3316"|"PredniSONE 10 MG Oral Tablet"|"70500"|"Polymyalgia Rheumatica"|"2"|"0.222222"
"3316"|"PredniSONE 10 MG Oral Tablet"|"70598"|"Polymyositis / Dermatomyositis:"|"8"|"0.533333"
"3316"|"PredniSONE 10 MG Oral Tablet"|"70600"|"Typical Dermatomyositis (Type II)"|"2"|"1"
"3316"|"PredniSONE 10 MG Oral Tablet"|"70607"|"Polymyositis In Scleroderma"|"2"|"0.666667"
"3316"|"PredniSONE 10 MG Oral Tablet"|"70620"|"Sarcoidosis"|"12"|"0.545455"
"3316"|"PredniSONE 10 MG Oral Tablet"|"70637"|"Vasculitides"|"2"|"0.333333"
"3316"|"PredniSONE 10 MG Oral Tablet"|"70638"|"Temporal Arteritis"|"4"|"0.8"
"3316"|"PredniSONE 10 MG Oral Tablet"|"70640"|"Wegener's Granulomatosis"|"6"|"0.75"
"3316"|"PredniSONE 10 MG Oral Tablet"|"70648"|"Behcet's Syndrome"|"4"|"0.666667"
"3316"|"PredniSONE 10 MG Oral Tablet"|"70704"|"Symmetric Polyarticular Inflammation"|"3"|"0.428571"
"3316"|"PredniSONE 10 MG Oral Tablet"|"75124"|"Demyelinating Disorders"|"2"|"0.25"
"3316"|"PredniSONE 10 MG Oral Tablet"|"75125"|"Multiple Sclerosis"|"4"|"0.210526"
file:///I|/AMIAJNL/000852/Preedit/1/amiajnl-2012-000852-20120418010342/suppl_data/Online%20Only%20Data%20Supplement.txt[4/23/2012 8:40:20 PM]

"3316"|"PredniSONE 10 MG Oral Tablet"|"75358"|"Cerebral Vasculitis"|"2"|"0.222222"
"3316"|"PredniSONE 10 MG Oral Tablet"|"75733"|"Myasthenia Gravis"|"2"|"0.285714"
"3316"|"PredniSONE 10 MG Oral Tablet"|"77265"|"Phaehyphomycosis"|"4"|"0.363636"
"3316"|"PredniSONE 10 MG Oral Tablet"|"85644"|"Foot Pain (Soft Tissue)"|"2"|"0.222222"
"3316"|"PredniSONE 10 MG Oral Tablet"|"142384"|"Swelling Of Hands"|"2"|"1"
"3316"|"PredniSONE 10 MG Oral Tablet"|"274611"|"Nephritis Due To SLE"|"5"|"0.357143"
"3316"|"PredniSONE 10 MG Oral Tablet"|"278317"|"Dermatitis Due To Contact With Poison Ivy"|"2"|"0.666667"
"3316"|"PredniSONE 10 MG Oral Tablet"|"278812"|"Prostate Cancer"|"2"|"0.285714"
"3317"|"PredniSONE 2.5 MG Oral Tablet"|"62588"|"Chronic Ethmoidal Sinusitis"|"6"|"0.857143"
"3317"|"PredniSONE 2.5 MG Oral Tablet"|"70146"|"Osteoarthritis"|"2"|"0.285714"
"3317"|"PredniSONE 2.5 MG Oral Tablet"|"70455"|"Rheumatoid Arthritis"|"35"|"0.76087"
"3317"|"PredniSONE 2.5 MG Oral Tablet"|"70461"|"Juvenile Rheumatoid Arthritis"|"2"|"1"
"3317"|"PredniSONE 2.5 MG Oral Tablet"|"70472"|"Systemic Lupus Erythematosus"|"21"|"0.75"
"3317"|"PredniSONE 2.5 MG Oral Tablet"|"70474"|"Mixed Connective Tissue Disease"|"2"|"0.666667"
"3317"|"PredniSONE 2.5 MG Oral Tablet"|"70475"|"Scleroderma"|"2"|"0.222222"
"3317"|"PredniSONE 2.5 MG Oral Tablet"|"70500"|"Polymyalgia Rheumatica"|"12"|"0.75"
"3317"|"PredniSONE 2.5 MG Oral Tablet"|"70598"|"Polymyositis / Dermatomyositis:"|"5"|"0.833333"
"3317"|"PredniSONE 2.5 MG Oral Tablet"|"70600"|"Typical Dermatomyositis (Type II)"|"2"|"0.666667"
"3317"|"PredniSONE 2.5 MG Oral Tablet"|"70620"|"Sarcoidosis"|"4"|"0.8"
"3317"|"PredniSONE 2.5 MG Oral Tablet"|"70638"|"Temporal Arteritis"|"4"|"0.8"
"3317"|"PredniSONE 2.5 MG Oral Tablet"|"70640"|"Wegener's Granulomatosis"|"3"|"0.75"
"3317"|"PredniSONE 2.5 MG Oral Tablet"|"70642"|"Microscopic Polyarteritis Nodosa"|"2"|"0.666667"
"3317"|"PredniSONE 2.5 MG Oral Tablet"|"70703"|"Asymmetrical Polyarticular Inflammation"|"2"|"1"
"3317"|"PredniSONE 2.5 MG Oral Tablet"|"70704"|"Symmetric Polyarticular Inflammation"|"7"|"0.777778"
"3319"|"PredniSONE 5 MG Oral Tablet"|"61770"|"Panuveitis"|"2"|"1"
"3319"|"PredniSONE 5 MG Oral Tablet"|"62588"|"Chronic Ethmoidal Sinusitis"|"11"|"0.578947"
"3319"|"PredniSONE 5 MG Oral Tablet"|"64205"|"Chronic Obstructive Pulmonary Disease"|"5"|"0.138889"
"3319"|"PredniSONE 5 MG Oral Tablet"|"64286"|"Pulmonary Interstitial / Infiltrative Disorders"|"2"|"0.5"
"3319"|"PredniSONE 5 MG Oral Tablet"|"65674"|"Nephrotic Syndrome"|"6"|"0.545455"
"3319"|"PredniSONE 5 MG Oral Tablet"|"67760"|"Connective Tissue Defect"|"3"|"0.75"
"3319"|"PredniSONE 5 MG Oral Tablet"|"69214"|"Hypopituitarism"|"4"|"0.666667"
"3319"|"PredniSONE 5 MG Oral Tablet"|"69731"|"Chronic Lupus Erythematosus"|"2"|"0.285714"
"3319"|"PredniSONE 5 MG Oral Tablet"|"69732"|"Discoid Lupus Erythematosus"|"2"|"0.285714"
"3319"|"PredniSONE 5 MG Oral Tablet"|"69736"|"Discoid Lupus Erythematosus With Systemic
Involvement"|"2"|"0.5"
"3319"|"PredniSONE 5 MG Oral Tablet"|"69750"|"Dermatitis Due To Drugs And Medicines"|"2"|"0.5"
"3319"|"PredniSONE 5 MG Oral Tablet"|"69941"|"Urticaria"|"2"|"0.285714"
"3319"|"PredniSONE 5 MG Oral Tablet"|"70146"|"Osteoarthritis"|"6"|"0.171429"
"3319"|"PredniSONE 5 MG Oral Tablet"|"70191"|"Localized Osteoarthritis Of The Hand"|"3"|"0.5"
"3319"|"PredniSONE 5 MG Oral Tablet"|"70384"|"Gout"|"21"|"0.446809"
"3319"|"PredniSONE 5 MG Oral Tablet"|"70386"|"Acute Gout"|"14"|"0.777778"
"3319"|"PredniSONE 5 MG Oral Tablet"|"70387"|"Chronic Gout"|"8"|"0.533333"
"3319"|"PredniSONE 5 MG Oral Tablet"|"70388"|"Chronic Tophaceous Gout"|"2"|"0.666667"
"3319"|"PredniSONE 5 MG Oral Tablet"|"70406"|"Pseudogout"|"2"|"0.4"
"3319"|"PredniSONE 5 MG Oral Tablet"|"70455"|"Rheumatoid Arthritis"|"246"|"0.766355"
"3319"|"PredniSONE 5 MG Oral Tablet"|"70461"|"Juvenile Rheumatoid Arthritis"|"4"|"0.8"
"3319"|"PredniSONE 5 MG Oral Tablet"|"70463"|"Polyarticular Juvenile Rheumatoid Arthritis"|"2"|"1"
"3319"|"PredniSONE 5 MG Oral Tablet"|"70472"|"Systemic Lupus Erythematosus"|"118"|"0.732919"
"3319"|"PredniSONE 5 MG Oral Tablet"|"70474"|"Mixed Connective Tissue Disease"|"4"|"0.5"
"3319"|"PredniSONE 5 MG Oral Tablet"|"70475"|"Scleroderma"|"52"|"0.619048"
"3319"|"PredniSONE 5 MG Oral Tablet"|"70476"|"CREST Syndrome"|"6"|"0.6"
"3319"|"PredniSONE 5 MG Oral Tablet"|"70477"|"Scleroderma With Pulmonary Involvement"|"3"|"0.375"
"3319"|"PredniSONE 5 MG Oral Tablet"|"70478"|"Sjogren's Syndrome"|"22"|"0.385965"
"3319"|"PredniSONE 5 MG Oral Tablet"|"70479"|"Sicca Syndrome"|"6"|"0.333333"
file:///I|/AMIAJNL/000852/Preedit/1/amiajnl-2012-000852-20120418010342/suppl_data/Online%20Only%20Data%20Supplement.txt[4/23/2012 8:40:20 PM]

"3319"|"PredniSONE 5 MG Oral Tablet"|"70500"|"Polymyalgia Rheumatica"|"38"|"0.716981"
"3319"|"PredniSONE 5 MG Oral Tablet"|"70550"|"Relapsing Polychondritis"|"5"|"0.714286"
"3319"|"PredniSONE 5 MG Oral Tablet"|"70552"|"Disorders Of Connective Tissue"|"2"|"1"
"3319"|"PredniSONE 5 MG Oral Tablet"|"70598"|"Polymyositis / Dermatomyositis:"|"16"|"0.727273"
"3319"|"PredniSONE 5 MG Oral Tablet"|"70599"|"Typical Polymyositis (Type I)"|"4"|"0.571429"
"3319"|"PredniSONE 5 MG Oral Tablet"|"70600"|"Typical Dermatomyositis (Type II)"|"4"|"0.5"
"3319"|"PredniSONE 5 MG Oral Tablet"|"70620"|"Sarcoidosis"|"13"|"0.590909"
"3319"|"PredniSONE 5 MG Oral Tablet"|"70637"|"Vasculitides"|"3"|"0.428571"
"3319"|"PredniSONE 5 MG Oral Tablet"|"70638"|"Temporal Arteritis"|"6"|"0.545455"
"3319"|"PredniSONE 5 MG Oral Tablet"|"70640"|"Wegener's Granulomatosis"|"9"|"0.75"
"3319"|"PredniSONE 5 MG Oral Tablet"|"70642"|"Microscopic Polyarteritis Nodosa"|"4"|"0.666667"
"3319"|"PredniSONE 5 MG Oral Tablet"|"70643"|"Allergic Granulomatous Angiitis (Churg-Strauss)"|"2"|"0.666667"
"3319"|"PredniSONE 5 MG Oral Tablet"|"70664"|"Takayasu's Disease"|"5"|"1"
"3319"|"PredniSONE 5 MG Oral Tablet"|"70681"|"Polyarthritis"|"6"|"0.857143"
"3319"|"PredniSONE 5 MG Oral Tablet"|"70703"|"Asymmetrical Polyarticular Inflammation"|"3"|"0.6"
"3319"|"PredniSONE 5 MG Oral Tablet"|"70704"|"Symmetric Polyarticular Inflammation"|"27"|"0.75"
"3319"|"PredniSONE 5 MG Oral Tablet"|"70706"|"Ankylosing Spondylitis"|"3"|"0.75"
"3319"|"PredniSONE 5 MG Oral Tablet"|"70719"|"Psoriatic Arthropathy"|"13"|"0.619048"
"3319"|"PredniSONE 5 MG Oral Tablet"|"74290"|"Palindromic Rheumatism"|"2"|"0.666667"
"3319"|"PredniSONE 5 MG Oral Tablet"|"74640"|"Meningeal Sarcoidosis"|"2"|"0.666667"
"3319"|"PredniSONE 5 MG Oral Tablet"|"75358"|"Cerebral Vasculitis"|"2"|"0.285714"
"3319"|"PredniSONE 5 MG Oral Tablet"|"75594"|"Spinal Stenosis"|"2"|"0.285714"
"3319"|"PredniSONE 5 MG Oral Tablet"|"75733"|"Myasthenia Gravis"|"7"|"0.583333"
"3319"|"PredniSONE 5 MG Oral Tablet"|"75812"|"Myalgia And Myositis"|"10"|"0.434783"
"3319"|"PredniSONE 5 MG Oral Tablet"|"77910"|"Thrombocytopenia"|"2"|"0.4"
"3319"|"PredniSONE 5 MG Oral Tablet"|"85658"|"Diffuse Joint Pains (Arthralgias)"|"10"|"0.526316"
"3319"|"PredniSONE 5 MG Oral Tablet"|"85660"|"Joint Pain Fingers"|"2"|"0.333333"
"3319"|"PredniSONE 5 MG Oral Tablet"|"93705"|"Dermatitis"|"2"|"0.222222"
"3319"|"PredniSONE 5 MG Oral Tablet"|"168635"|"Primary Osteoarthritis Of The Lumbar Vertebrae"|"2"|"1"
"3319"|"PredniSONE 5 MG Oral Tablet"|"257996"|"Arthritis"|"13"|"0.173333"
"3319"|"PredniSONE 5 MG Oral Tablet"|"277913"|"Chronic Interstitial Lung Disease"|"5"|"0.263158"
"3319"|"PredniSONE 5 MG Oral Tablet"|"278350"|"Eczema"|"2"|"0.2"
"3319"|"PredniSONE 5 MG Oral Tablet"|"278685"|"Arthralgias In Multiple Sites"|"12"|"0.428571"
"3319"|"PredniSONE 5 MG Oral Tablet"|"283861"|"Rheumatoid Arthritis RF Negative"|"3"|"1"
"3319"|"PredniSONE 5 MG Oral Tablet"|"288804"|"Encephalitis"|"2"|"0.5"
"3319"|"PredniSONE 5 MG Oral Tablet"|"296649"|"Diffuse Connective Tissue Disorder"|"5"|"0.714286"
"3319"|"PredniSONE 5 MG Oral Tablet"|"297053"|"Reactive Arthritis"|"3"|"0.75"
"3323"|"Premarin 0.3 MG Oral Tablet"|"60977"|"Menopause Has Occurred"|"5"|"0.833333"
"3323"|"Premarin 0.3 MG Oral Tablet"|"66073"|"Menopause"|"5"|"0.555556"
"3323"|"Premarin 0.3 MG Oral Tablet"|"66076"|"Menopausal Disorder"|"3"|"0.6"
"3323"|"Premarin 0.3 MG Oral Tablet"|"67803"|"Turner Syndrome"|"2"|"0.5"
"3323"|"Premarin 0.3 MG Oral Tablet"|"69214"|"Hypopituitarism"|"2"|"0.666667"
"3323"|"Premarin 0.3 MG Oral Tablet"|"93473"|"Taking Female Hormones For Postmenopausal HRT"|"2"|"1"
"3323"|"Premarin 0.3 MG Oral Tablet"|"195794"|"Symptomatic Menopause"|"9"|"0.529412"
"3325"|"Premarin 0.625 MG Oral Tablet"|"60977"|"Menopause Has Occurred"|"6"|"1"
"3325"|"Premarin 0.625 MG Oral Tablet"|"60984"|"Sudden Redness Of The Skin (Flushing)"|"2"|"0.333333"
"3325"|"Premarin 0.625 MG Oral Tablet"|"66073"|"Menopause"|"3"|"0.5"
"3325"|"Premarin 0.625 MG Oral Tablet"|"66075"|"Post-artificial Menopause State"|"2"|"0.5"
"3325"|"Premarin 0.625 MG Oral Tablet"|"66076"|"Menopausal Disorder"|"2"|"0.666667"
"3325"|"Premarin 0.625 MG Oral Tablet"|"67803"|"Turner Syndrome"|"3"|"0.75"
"3325"|"Premarin 0.625 MG Oral Tablet"|"69214"|"Hypopituitarism"|"3"|"1"
"3325"|"Premarin 0.625 MG Oral Tablet"|"93473"|"Taking Female Hormones For Postmenopausal HRT"|"2"|"0.4"
"3325"|"Premarin 0.625 MG Oral Tablet"|"195794"|"Symptomatic Menopause"|"3"|"0.375"
"3448"|"Propranolol HCl 40 MG Oral Tablet"|"63467"|"Hypertension"|"7"|"0.28"
file:///I|/AMIAJNL/000852/Preedit/1/amiajnl-2012-000852-20120418010342/suppl_data/Online%20Only%20Data%20Supplement.txt[4/23/2012 8:40:20 PM]

"3448"|"Propranolol HCl 40 MG Oral Tablet"|"63470"|"Benign Essential Hypertension"|"2"|"0.2"
"3448"|"Propranolol HCl 40 MG Oral Tablet"|"69231"|"Hyperthyroidism"|"3"|"0.333333"
"3448"|"Propranolol HCl 40 MG Oral Tablet"|"75104"|"Familial (Benign Essential) Tremor"|"3"|"0.6"
"3448"|"Propranolol HCl 40 MG Oral Tablet"|"282270"|"Palpitations"|"2"|"0.5"
"3450"|"Propranolol HCl 80 MG Oral Tablet"|"61118"|"Anxiety (Symptom)"|"2"|"0.5"
"3450"|"Propranolol HCl 80 MG Oral Tablet"|"63467"|"Hypertension"|"5"|"0.384615"
"3450"|"Propranolol HCl 80 MG Oral Tablet"|"74533"|"Migraine Headache"|"2"|"0.285714"
"3474"|"Provera 10 MG Oral Tablet"|"69546"|"Dysfunctional Uterine Bleeding"|"2"|"1"
"3474"|"Provera 10 MG Oral Tablet"|"69549"|"Polycystic Ovarian Syndrome"|"5"|"0.5"
"3482"|"PROzac 20 MG Oral Capsule"|"76351"|"Depression"|"5"|"0.192308"
"3866"|"Synthroid 50 MCG Oral Tablet"|"69214"|"Hypopituitarism"|"3"|"0.75"
"3866"|"Synthroid 50 MCG Oral Tablet"|"69258"|"Hypothyroidism"|"61"|"0.417808"
"3866"|"Synthroid 50 MCG Oral Tablet"|"69261"|"Postsurgical Primary Hypothyroidism"|"2"|"0.666667"
"3866"|"Synthroid 50 MCG Oral Tablet"|"69266"|"Congenital Hypothyroidism"|"10"|"0.714286"
"3866"|"Synthroid 50 MCG Oral Tablet"|"69283"|"Hashimoto's Thyroiditis"|"2"|"0.333333"
"3869"|"Synthroid 100 MCG Oral Tablet"|"69231"|"Hyperthyroidism"|"2"|"0.2"
"3869"|"Synthroid 100 MCG Oral Tablet"|"69258"|"Hypothyroidism"|"55"|"0.443548"
"3869"|"Synthroid 100 MCG Oral Tablet"|"69259"|"Primary Hypothyroidism"|"4"|"0.8"
"3869"|"Synthroid 100 MCG Oral Tablet"|"69266"|"Congenital Hypothyroidism"|"3"|"0.6"
"3869"|"Synthroid 100 MCG Oral Tablet"|"69283"|"Hashimoto's Thyroiditis"|"2"|"0.4"
"3870"|"Synthroid 125 MCG Oral Tablet"|"69258"|"Hypothyroidism"|"52"|"0.464286"
"3870"|"Synthroid 125 MCG Oral Tablet"|"69263"|"Secondary Hypothyroidism"|"2"|"1"
"3870"|"Synthroid 125 MCG Oral Tablet"|"69266"|"Congenital Hypothyroidism"|"4"|"0.8"
"3871"|"Synthroid 150 MCG Oral Tablet"|"69258"|"Hypothyroidism"|"19"|"0.372549"
"4383"|"Verapamil HCl 80 MG Oral Tablet"|"63467"|"Hypertension"|"2"|"0.285714"
"4533"|"Zoloft 50 MG Oral Tablet"|"61118"|"Anxiety (Symptom)"|"2"|"0.2"
"4533"|"Zoloft 50 MG Oral Tablet"|"76351"|"Depression"|"10"|"0.238095"
"4630"|"Verapamil HCl CR 180 MG Oral Tablet Extended Release"|"63467"|"Hypertension"|"3"|"0.230769"
"4630"|"Verapamil HCl CR 180 MG Oral Tablet Extended Release"|"63468"|"Essential Hypertension"|"2"|"0.5"
"4630"|"Verapamil HCl CR 180 MG Oral Tablet Extended Release"|"63470"|"Benign Essential
Hypertension"|"2"|"0.5"
"4650"|"Amoxicillin 250 MG Oral Capsule"|"62365"|"Acute Nonsuppurative Otitis Media"|"2"|"1"
"4650"|"Amoxicillin 250 MG Oral Capsule"|"65762"|"Urinary Tract Infection"|"4"|"0.5"
"4692"|"Penicillin V Potassium 125 MG/5ML Oral Solution Reconstituted"|"78008"|"Sickle Cell Hb-SC
Disease"|"7"|"0.875"
"4692"|"Penicillin V Potassium 125 MG/5ML Oral Solution Reconstituted"|"78035"|"Sickle Cell Hb-SS
Disease"|"21"|"0.84"
"4692"|"Penicillin V Potassium 125 MG/5ML Oral Solution Reconstituted"|"259470"|"Sickle Cell
Thalassemia"|"2"|"1"
"4819"|"Dicloxacillin Sodium 500 MG Oral Capsule"|"65995"|"Mastitis"|"3"|"0.5"
"4819"|"Dicloxacillin Sodium 500 MG Oral Capsule"|"65996"|"Acute Mastitis"|"2"|"1"
"5028"|"Amoxicillin 125 MG/5ML Oral Suspension Reconstituted"|"62343"|"Otitis Media"|"2"|"0.2"
"5028"|"Amoxicillin 125 MG/5ML Oral Suspension Reconstituted"|"65745"|"Vesicoureteral Reflux"|"2"|"0.666667"
"5028"|"Amoxicillin 125 MG/5ML Oral Suspension Reconstituted"|"77891"|"Acute Upper Respiratory
Infection"|"5"|"0.294118"
"5028"|"Amoxicillin 125 MG/5ML Oral Suspension Reconstituted"|"166827"|"Hydronephrosis On The Right"|"2"|"0.4"
"5028"|"Amoxicillin 125 MG/5ML Oral Suspension Reconstituted"|"166828"|"Hydronephrosis On The
Left"|"4"|"0.571429"
"5028"|"Amoxicillin 125 MG/5ML Oral Suspension Reconstituted"|"166829"|"Hydronephrosis Bilaterally"|"3"|"0.6"
"5028"|"Amoxicillin 125 MG/5ML Oral Suspension Reconstituted"|"251528"|"Acute Otitis Media"|"8"|"0.470588"
"5030"|"Amoxicillin 250 MG/5ML Oral Suspension Reconstituted"|"62344"|"Acute Suppurative Otitis
Media"|"2"|"0.285714"
"5030"|"Amoxicillin 250 MG/5ML Oral Suspension Reconstituted"|"62365"|"Acute Nonsuppurative Otitis
Media"|"3"|"1"
file:///I|/AMIAJNL/000852/Preedit/1/amiajnl-2012-000852-20120418010342/suppl_data/Online%20Only%20Data%20Supplement.txt[4/23/2012 8:40:20 PM]

"5030"|"Amoxicillin 250 MG/5ML Oral Suspension Reconstituted"|"62403"|"Otitis Media Of The Left Ear"|"2"|"0.25"
"5030"|"Amoxicillin 250 MG/5ML Oral Suspension Reconstituted"|"62577"|"Sinusitis"|"2"|"0.4"
"5030"|"Amoxicillin 250 MG/5ML Oral Suspension Reconstituted"|"62733"|"Acute Tonsillitis"|"2"|"1"
"5030"|"Amoxicillin 250 MG/5ML Oral Suspension Reconstituted"|"63490"|"Congenital Heart Disease"|"2"|"0.2"
"5030"|"Amoxicillin 250 MG/5ML Oral Suspension Reconstituted"|"65762"|"Urinary Tract Infection"|"5"|"0.454545"
"5030"|"Amoxicillin 250 MG/5ML Oral Suspension Reconstituted"|"251528"|"Acute Otitis Media"|"38"|"0.644068"
"5030"|"Amoxicillin 250 MG/5ML Oral Suspension Reconstituted"|"251575"|"Streptococcal Sore Throat"|"4"|"1"
