medication_definition_id	medication	indications
17737	Sebulex 2-2 % External Shampoo	1
148848	TRUEtest Test In Vitro Strip	1
13049	Benzoyl Peroxide 5 % External Gel	1
148875	Vitamin D3 10000 UNIT Oral Capsule	1
150017	Stavudine 20 MG Oral Capsule	1
150020	Azurette 0.15-0.02/0.01 MG (21/5) Oral Tablet	1
16497	Niacin 250 MG Oral Tablet	1
137924	Flunisolide 29 MCG/ACT (0.025%) Nasal Solution	1
13511	Chlorzoxazone 500 MG Oral Tablet	1
16934	Gris-PEG 125 MG Oral Tablet	1
151089	PriLOSEC 10 MG Oral Packet	1
16905	PHENobarbital 15 MG Oral Tablet	1
156675	LaMICtal 25 MG Oral Tablet Chewable	1
156670	EPINEPHrine 0.3 MG/0.3ML Injection Device	1
16847	PediaSure/Fiber Oral Liquid	1
16796	Gentian Violet 2 % External Solution	1
151253	Metoclopramide HCl 1 MG/ML Oral Solution	1
156583	GNP Hydrocortisone Max St 1 % External Ointment	1
151317	Cetirizine HCl Childrens 5 MG/5ML Oral Solution	1
156510	Diltiazem HCl Coated Beads 240 MG TB24	1
17208	Probenecid 500 MG Oral Tablet	1
16794	Gentamicin Sulfate 0.3 % Ophthalmic Solution	1
151323	Uloric 80 MG Oral Tablet	1
151361	RisperiDONE 0.5 MG Oral Tablet Dispersible	1
151364	ProCentra 5 MG/5ML Oral Solution	1
151370	Toviaz 4 MG Oral Tablet Extended Release 24 Hour	1
151378	RisperiDONE M-TAB 1 MG Oral Tablet Dispersible	1
16761	PEG 3350/Electrolytes 240 GM Oral Solution Reconstituted	1
16744	Oxycodone-Acetaminophen 5-325 MG Oral Tablet	1
16522	Nitroglycerin 0.4 MG SUBL	1
156305	NitroMist 400 MCG/SPRAY Translingual Aerosol Solution	1
151450	PX Omeprazole 20 MG Oral Tablet Delayed Release	1
150420	Kionex 15 GM/60ML Oral Suspension	1
13510	Chlorthalidone 50 MG Oral Tablet	1
150321	AmLODIPine Besylate Powder	1
150297	Coenzyme Q-10 100 MG Oral Capsule	1
17193	Preparation H 0.25-3-14-71.9 % Rectal Ointment	1
150032	Trilipix 45 MG Oral Capsule Delayed Release	1
13110	Betamethasone Dipropionate 0.05 % External Lotion	1
150035	Pseudoephedrine HCl 120 MG Oral Tablet Extended Release 12 Hour	1
150092	Flovent Diskus 100 MCG/BLIST Inhalation Aerosol Powder Breath Activated	1
13115	Betaseron 0.3 MG Subcutaneous Solution Reconstituted	1
17176	Hydrocodone-Homatropine 5-1.5 MG/5ML Oral Syrup	1
156747	LamoTRIgine 5 MG Oral Tablet Chewable	1
150155	SUMAtriptan 20 MG/ACT Nasal Solution	1
13229	Calcium 1500 MG Oral Tablet	1
17120	Pravachol 40 MG Oral Tablet	1
13278	Calcium Carbonate 1250 MG/5ML Oral Suspension	1
156728	EpiPen Jr 0.15 MG/0.3ML Injection Device	1
16975	Phenytoin 125 MG/5ML Oral Suspension	1
13294	Calmoseptine 0.44-20.625 % External Ointment	1
16941	Guiatuss 100 MG/5ML Oral Syrup	1
156723	Flomax 0.4 MG Oral Capsule	1
13485	Chloral Hydrate 500 MG/5ML Oral Syrup	1
13497	Chloroquine Phosphate 500 MG Oral Tablet	1
13505	ChlorproMAZINE HCl 10 MG Oral Tablet	1
150249	Epiduo 0.1-2.5 % External Gel	1
150295	Coenzyme Q-10 400 MG Oral Capsule	1
13507	ChlorproMAZINE HCl 50 MG Oral Tablet	1
111314	Diltiazem HCl ER Beads 240 MG Oral Capsule Extended Release 24 Hour	1
24566	Oscal 500/200 D-3 500-200 MG-UNIT Oral Tablet	1
137920	Lipofen 50 MG Oral Capsule	1
123207	Antara 130 MG Oral Capsule	1
98399	Cartia XT 240 MG Oral Capsule Extended Release 24 Hour	1
122789	Ethosuximide 250 MG/5ML Oral Solution	1
98398	Cartia XT 180 MG Oral Capsule Extended Release 24 Hour	1
98397	Cartia XT 120 MG Oral Capsule Extended Release 24 Hour	1
98365	Colazal 750 MG Oral Capsule	1
98327	Trizivir 300-150-300 MG Oral Tablet	1
122870	Minocycline HCl 100 MG Oral Tablet	1
98290	Tazorac 0.1 % External Cream	1
98280	Unithroid 75 MCG Oral Tablet	1
122913	Fluconazole 10 MG/ML Oral Suspension Reconstituted	1
98241	Imitrex 100 MG Oral Tablet	1
122952	Tylenol Cold 30-2-15-325 MG Oral Tablet	1
98211	Senna 8.8 MG/5ML Oral Syrup	1
98204	Atacand HCT 32-12.5 MG Oral Tablet	1
98193	Kaletra 400-100 MG/5ML Oral Solution	1
122978	RisperDAL Consta 50 MG Intramuscular Suspension Reconstituted	1
122979	Lunesta 1 MG Oral Tablet	1
98183	Renagel 800 MG Oral Tablet	1
123017	AnaMantle HC 3-0.5 % KIT	1
98142	Differin 0.1 % External Cream	1
98131	Antipyrine-Benzocaine 54-14 MG/ML Otic Solution	1
98066	Malarone 250-100 MG Oral Tablet	1
123118	Lisinopril Powder	1
98029	Folic Acid 5 MG Oral Capsule	1
97894	Estradiol 0.1 MG/24HR Transdermal Patch Weekly	1
97893	Estradiol 0.05 MG/24HR Transdermal Patch Weekly	1
123189	Triglide 160 MG Oral Tablet	1
97880	Methylin ER 10 MG TBCR	1
97874	Cleocin 100 MG Vaginal Suppository	1
122752	Clarinex-D 24 Hour 5-240 MG Oral Tablet Extended Release 24 Hour	1
98402	Cardizem CD 360 MG Oral Capsule Extended Release 24 Hour	1
98463	Micardis HCT 40-12.5 MG Oral Tablet	1
122550	"BD Insulin Syringe 30G X 1/2\0.5 ML Miscellaneous"""	1
99786	Toprol XL 100 MG Oral Tablet Extended Release 24 Hour	1
99768	Microgestin FE 1/20 1-20 MG-MCG Oral Tablet	1
115581	Myfortic 180 MG Oral Tablet Delayed Release	1
99766	Loestrin Fe 1/20 1-20 MG-MCG Oral Tablet	1
99765	Loestrin Fe 1.5/30 1.5-30 MG-MCG Oral Tablet	1
99587	Icar 15 MG Oral Tablet Chewable	1
122512	Norditropin NordiFlex Pen 15 MG/1.5ML SOLN	1
99049	Aspirin EC Low Dose 81 MG Oral Tablet Delayed Release	1
99048	Natalvit Oral Tablet	1
122522	Norditropin NordiFlex Pen 5 MG/1.5ML SOLN	1
98996	CeleXA 10 MG Oral Tablet	1
122539	Glycopyrrolate 2 MG Oral Tablet	1
122543	Dulcolax Stool Softener 100 MG Oral Capsule	1
98913	Advil 200 MG Oral Capsule	1
98491	Tamiflu 12 MG/ML Oral Suspension Reconstituted	1
98893	Metadate CD 20 MG Oral Capsule Extended Release	1
98866	Foradil Aerolizer 12 MCG Inhalation Capsule	1
122579	ISOtretinoin 20 MG Oral Capsule	1
122583	Quinapril HCl 5 MG Oral Tablet	1
122594	Clarinex 0.5 MG/ML Oral Syrup	1
98826	BusPIRone HCl 7.5 MG Oral Tablet	1
98697	Geodon 20 MG Oral Capsule	1
122622	Enablex 15 MG Oral Tablet Extended Release 24 Hour	1
98656	Advair Diskus 500-50 MCG/DOSE MISC	1
98653	Advair Diskus 100-50 MCG/DOSE MISC	1
98589	Sodium Chloride 0.65 % Nasal Solution	1
98508	BenzaClin 1-5 % External Gel	1
122679	Pentasa 500 MG Oral Capsule Extended Release	1
97828	Zyvox 600 MG Oral Tablet	1
123210	Phytonadione Powder	1
99849	PC Pediatric Electrolyte Oral Solution	1
123216	Glycerin (Adult) 2 GM Rectal Suppository	1
31678	Tikosyn 125 MCG Oral Capsule	1
128482	Bisoprolol-Hydrochlorothiazide 5-6.25 MG Oral Tablet	1
31676	Nitrolingual 0.4 MG/SPRAY Translingual Solution	1
128520	Dilt-CD 180 MG Oral Capsule Extended Release 24 Hour	1
128526	Didanosine 200 MG Oral Capsule Delayed Release	1
128571	GlycoLax Oral Powder	1
31541	Lodosyn 25 MG Oral Tablet	1
31470	GlucaGen 1 MG Injection Solution Reconstituted	1
31260	Low-Ogestrel 0.3-30 MG-MCG Oral Tablet	1
128653	Dilt-CD 120 MG Oral Capsule Extended Release 24 Hour	1
128667	Tobramycin Sulfate 80 MG/2ML Injection Solution	1
128671	Generlac 10 GM/15ML Oral Solution	1
128683	Ranitidine Acid Reducer 75 MG Oral Tablet	1
128703	LevOCARNitine 330 MG Oral Tablet	1
31259	PROzac 40 MG Oral Capsule	1
31081	Ru-Tuss DM 45-15-100 MG/5ML Oral Syrup	1
128748	Mesalamine 4 GM Rectal Enema	1
128757	Metoprolol-Hydrochlorothiazide 100-25 MG Oral Tablet	1
31053	Avandia 4 MG Oral Tablet	1
128794	Lodrane 24 12 MG Oral Capsule Extended Release 24 Hour	1
128795	MethylPREDNISolone Sodium Succ 40 MG Injection Solution Reconstituted	1
128797	Dilt-CD 240 MG Oral Capsule Extended Release 24 Hour	1
128823	Enulose 10 GM/15ML Oral Solution	1
128863	Ciprofloxacin Powder	1
128867	MethylPREDNISolone Sodium Succ 1000 MG Injection Solution Reconstituted	1
31034	Chlorhexidine Gluconate 20 % Solution	1
128893	Metoprolol-Hydrochlorothiazide 100-50 MG Oral Tablet	1
128937	Selenium Sulfide 1 % External Lotion	1
128943	Didanosine 250 MG Oral Capsule Delayed Release	1
31679	Tikosyn 250 MCG Oral Capsule	1
128432	Xifaxan 200 MG Oral Tablet	1
31754	Protonix 40 MG Oral Tablet Delayed Release	1
123309	Benzoyl Peroxide 10 % LIQD	1
97790	Nicotine 7 MG/24HR Transdermal Patch 24 Hour	1
97757	BusPIRone HCl 30 MG Oral Tablet	1
97755	Acetaminophen 160 MG/5ML Oral Liquid	1
97688	Permethrin 1 % External Lotion	1
123249	Fortamet 500 MG Oral Tablet Extended Release 24 Hour	1
123259	Bisoprolol-Hydrochlorothiazide 2.5-6.25 MG Oral Tablet	1
123262	Ventavis 10 MCG/ML Inhalation Solution	1
123264	FentaNYL 100 MCG/HR Transdermal Patch 72 Hour	1
123280	RisperDAL Consta 37.5 MG Intramuscular Suspension Reconstituted	1
123283	Butalbital-ASA-Caff-Codeine 50-325-40-30 MG Oral Capsule	1
123298	Cilostazol 50 MG Oral Tablet	1
97651	Sotalol HCl 120 MG Oral Tablet	1
97647	Motrin 40 MG/ML Oral Suspension	1
123325	GlyBURIDE-MetFORMIN 1.25-250 MG Oral Tablet	1
128375	GlipiZIDE XL 2.5 MG Oral Tablet Extended Release 24 Hour	1
123349	Amiodarone HCl 400 MG Oral Tablet	1
97612	Sotalol HCl 160 MG Oral Tablet	1
97609	Propafenone HCl 225 MG Oral Tablet	1
97608	Propafenone HCl 150 MG Oral Tablet	1
97598	Oxaprozin 600 MG Oral Tablet	1
97593	Nicotine Polacrilex 2 MG Mouth/Throat Gum	1
123430	Clarithromycin 250 MG/5ML Oral Suspension Reconstituted	1
97574	FluvoxaMINE Maleate 50 MG Oral Tablet	1
97554	Clindamycin Phosphate 1 % External Gel	1
97544	Butorphanol Tartrate 10 MG/ML Nasal Solution	1
97520	Testosterone Cypionate 100 MG/ML Intramuscular Oil	1
97450	Cobal-1000 1000 MCG/ML SOLN	1
128373	Clotrimazole 10 MG Mouth/Throat Troche	1
99834	Phenylade MTE Amino Acid Blend Oral Packet	1
115528	Benazepril-Hydrochlorothiazide 10-12.5 MG Oral Tablet	1
137851	Xyzal 5 MG Oral Tablet	1
104257	Strattera 60 MG Oral Capsule	1
113454	Cholestyramine Powder	1
113458	Neomycin-Polymyxin-HC 3.5-10000-1 Ophthalmic Suspension	1
113483	Proctocream HC 2.5 % Rectal Cream	1
113486	Proctosol HC 2.5 % Rectal Cream	1
113581	IG-IV (HUMAN)	1
113644	Sotalol HCl (AF) 120 MG Oral Tablet	1
108483	4-Aminopyridine Powder	1
108271	Wrist Splint Miscellaneous	1
107386	Nebulizer Miscellaneous	1
113673	Stalevo 100 25-100-200 MG Oral Tablet	1
113718	Phenadoz 25 MG Rectal Suppository	1
113737	Sotalol HCl (AF) 80 MG Oral Tablet	1
107014	"Syringe 21G X 1\3 ML Miscellaneous"""	1
113801	Midodrine HCl 5 MG Oral Tablet	1
113840	PriLOSEC OTC 20 MG Oral Tablet Delayed Release	1
107003	"Syringe 25G X 5/8\3 ML Miscellaneous"""	1
106992	"Insulin Syringe 28G X 1/2\0.5 ML Miscellaneous"""	1
113917	Uroxatral 10 MG TBCR	1
106872	"Insulin Syringe/Needle 28G X 1/2\1 ML Miscellaneous"""	1
106868	"BD Insulin Syringe Ultrafine 29G X 1/2\1 ML Miscellaneous"""	1
106629	Peak Flow Meter Device	1
114023	Lithium Carbonate 450 MG Oral Tablet Extended Release	1
114030	Stalevo 150 37.5-150-200 MG Oral Tablet	1
114041	Kerlix Gauze Roll Miscellaneous	1
114087	Avonex Prefilled 30 MCG/0.5ML Intramuscular Kit	1
114090	Junel FE 1/20 1-20 MG-MCG Oral Tablet	1
105761	Vitamin D 400 UNIT Oral Tablet	1
105583	Accu-Chek Soft Touch Lancets Miscellaneous	1
104773	"BD Insulin Syringe 27.5G X 5/8\2 ML Miscellaneous"""	1
113441	Analpram-HC 1-2.5 % Rectal Lotion	1
113435	Fish Oil Concentrate 1000 MG Oral Capsule	1
112755	TrueTrack Test In Vitro Strip	1
111924	Thalomid 200 MG Oral Capsule	1
111367	Polyethylene Glycol Powder	1
111312	Diltiazem HCl ER Beads 120 MG Oral Capsule Extended Release 24 Hour	1
111256	Pyridostigmine Bromide 60 MG Oral Tablet	1
111241	Benzoyl Peroxide-Erythromycin 5-3 % External Gel	1
111007	CVS Auto Pressure Monitor KIT	1
110951	"Insulin Syringe 31G X 5/16\0.3 ML Miscellaneous"""	1
110947	"Insulin Syringe 30G X 5/16\1 ML Miscellaneous"""	1
111652	QC Hydrocortisone 1 % External Cream	1
111854	Cardizem LA 120 MG Oral Tablet Extended Release 24 Hour	1
110946	"Insulin Syringe 30G X 1/2\1 ML MISC"""	1
111865	Flexeril 5 MG Oral Tablet	1
111909	Anti-Fungal 1 % External Cream	1
111923	Thalomid 100 MG Oral Capsule	1
110452	Itraconazole Powder	1
112750	Reyataz 200 MG Oral Capsule	1
110194	"BD Insulin Syringe Ultrafine 30G X 1/2\0.3 ML Miscellaneous"""	1
110193	"BD Insulin Syringe Ultrafine 30G X 1/2\0.5 ML Miscellaneous"""	1
110137	OneTouch Ultra System w/Device Kit	1
112330	Omeprazole Powder	1
109468	Blood Pressure Cuff Miscellaneous	1
112422	Alavert Allergy/Sinus 5-120 MG Oral Tablet Extended Release 12 Hour	1
109066	Enalapril Maleate Powder	1
112490	Clarinex Reditabs 5 MG Oral Tablet Dispersible	1
109042	Blood Pressure Kit KIT	1
108608	Riboflavin Powder	1
112722	Xolair 150 MG Subcutaneous Solution Reconstituted	1
112746	Premarin 0.45 MG Oral Tablet	1
112749	Reyataz 150 MG Oral Capsule	1
104278	Errin 0.35 MG Oral Tablet	1
114167	Wellbutrin XL 150 MG Oral Tablet Extended Release 24 Hour	1
99892	Entocort EC 3 MG Oral Capsule Extended Release 24 Hour	1
114198	Stalevo 50 12.5-50-200 MG Oral Tablet	1
100600	Rebif 22 MCG/0.5ML Subcutaneous Solution	1
115155	Nifediac CC 30 MG Oral Tablet Extended Release 24 Hour	1
100545	Flunisolide 0.025 % Nasal Solution	1
100494	Sustiva 600 MG Oral Tablet	1
100416	MiraLax Oral Packet	1
115213	Climara Pro 0.045-0.015 MG/DAY Transdermal Patch Weekly	1
100357	Trelstar LA 11.25 MG Intramuscular Suspension Reconstituted	1
100340	Senna-S 8.6-50 MG Oral Tablet	1
100322	Diltiazem HCl CR 180 MG Oral Capsule Extended Release 24 Hour	1
115254	Loratadine Allergy Relief 10 MG Oral Tablet Dispersible	1
100320	Diltiazem HCl Coated Beads 300 MG Oral Capsule Extended Release 24 Hour	1
100308	Nitroglycerin 0.4 MG/HR Transdermal Patch 24 Hour	1
115314	DynaCirc CR 5 MG Oral Tablet Extended Release 24 Hour	1
100279	Chlorhexidine Gluconate 2 % External Liquid	1
100268	Tretinoin 0.01 % External Gel	1
100264	Nizatidine 150 MG Oral Capsule	1
100260	Misoprostol 100 MCG Oral Tablet	1
115357	Selenium Sulfide 2.5 % External Lotion	1
100247	Flecainide Acetate 150 MG Oral Tablet	1
115380	Fosamax 70 MG/75ML SOLN	1
100239	Cefuroxime Axetil 250 MG Oral Tablet	1
100220	Mineral Oil Rectal Enema	1
115415	Budeprion SR 150 MG Oral Tablet Extended Release 12 Hour	1
115422	Glucotrol XL 5 MG Oral Tablet Extended Release 24 Hour	1
115431	Cytra-3 550-500-334 MG/5ML Oral Syrup	1
115437	Inderal LA 60 MG Oral Capsule Extended Release 24 Hour	1
115445	Chlorpheniramine-Pseudoeph 8-120 MG Oral Capsule Extended Release	1
100105	Tracleer 62.5 MG Oral Tablet	1
100036	Kineret 100 MG/0.67ML Subcutaneous Solution	1
115103	Caduet 5-10 MG Oral Tablet	1
115092	ReliOn 70/30 70-30 % SUSP	1
100601	Rebif 44 MCG/0.5ML Subcutaneous Solution	1
101185	Vivelle-Dot 0.025 MG/24HR Transdermal Patch Biweekly	1
104251	Clobetasol Propionate E 0.05 % External Cream	1
114278	Wellbutrin XL 300 MG Oral Tablet Extended Release 24 Hour	1
104187	CeleBREX 400 MG Oral Capsule	1
72	Albuterol Sulfate 2 MG/5ML Oral Syrup	1
103933	Calcionate 1.8 GM/5ML Oral Syrup	1
103901	Epivir 300 MG Oral Tablet	1
114351	Emtriva 200 MG Oral Capsule	1
101472	Hematogen FA 200-250-0.01-1 MG Oral Capsule	1
114750	Ditropan XL 5 MG Oral Tablet Extended Release 24 Hour	1
101367	Cortic-ND 10-10-1 MG/ML Otic Solution	1
114762	Topamax 50 MG Oral Tablet	1
101266	Cenestin 0.3 MG Oral Tablet	1
101211	Adeks CHEW	1
101124	Amoxicillin-Pot Clavulanate 200-28.5 MG/5ML Oral Suspension Reconstituted	1
115051	Propranolol HCl CR 120 MG Oral Capsule Extended Release 24 Hour	1
101120	Amoxicillin-Pot Clavulanate 200-28.5 MG Oral Tablet Chewable	1
101117	Ritalin LA 20 MG Oral Capsule Extended Release 24 Hour	1
100945	Retin-A Micro 0.04 % External Gel	1
114929	Lexiva 700 MG Oral Tablet	1
100830	Miconazole Nitrate 100 MG Vaginal Suppository	1
114964	Ferrous Sulfate 75 (15 Fe) MG/0.6ML SOLN	1
114979	Mirtazapine 30 MG Oral Tablet Dispersible	1
114989	Butalbital-Aspirin-Caffeine 50-325-40 MG Oral Tablet	1
114990	Vitamin D 400 UNIT Oral Capsule	1
115013	Senna 8.6-50 MG Oral Tablet	1
115022	Rythmol SR 325 MG Oral Capsule Extended Release 12 Hour	1
100625	Coenzyme Q10 30 MG/5ML Oral Liquid	1
115047	Caduet 10-10 MG Oral Tablet	1
128954	Fosinopril Sodium-HCTZ 10-12.5 MG Oral Tablet	1
129023	BuPROPion HCl 200 MG Oral Tablet Extended Release 12 Hour	1
30969	Ortho-Novum 7/7/7 (28) 0.5/0.75/1-35 MG-MCG Oral Tablet	1
135882	Omnitrope 5.8 MG Subcutaneous Solution Reconstituted	1
134897	Quasense 0.15-0.03 MG Oral Tablet	1
134922	Pilocarpine HCl 7.5 MG Oral Tablet	1
135067	Bromatan Plus 45-3.5-30 MG/5ML Oral Suspension	1
25780	Keppra 250 MG Oral Tablet	1
135135	Claritin 5 MG Oral Tablet Chewable	1
25779	Allegra 180 MG TABS	1
135177	Metoclopramide HCl 10 MG/10ML Oral Solution	1
25756	Tikosyn 500 MCG Oral Capsule	1
135180	Travatan Z 0.004 % Ophthalmic Solution	1
135184	Femcon Fe 0.4-35 MG-MCG Oral Tablet Chewable	1
135188	HumaLOG Mix 50/50 50-50 % Subcutaneous Suspension	1
25722	Aromasin 25 MG Oral Tablet	1
135219	Potassium Chloride 20 MEQ/15ML (10%) Oral Solution	1
25692	Bisacodyl Laxative 5 MG Oral Tablet Delayed Release	1
25539	Comtan 200 MG Oral Tablet	1
135341	Invega 9 MG Oral Tablet Extended Release 24 Hour	1
135372	AquADEKs Oral Liquid	1
25467	Carbidopa-Levodopa CR 50-200 MG Oral Tablet Extended Release	1
135422	Mefenamic Acid 250 MG Oral Capsule	1
135444	Megestrol Acetate 800 MG/20ML Oral Suspension	1
25297	Stromectol 3 MG Oral Tablet	1
25292	Neurontin 800 MG Oral Tablet	1
25134	Coenzyme Q10 200 MG Oral Tablet	1
135544	Invega 6 MG Oral Tablet Extended Release 24 Hour	1
135555	AquADEKs Oral Capsule	1
25112	Avandia 8 MG Oral Tablet	1
135598	Oxybutynin Chloride 15 MG Oral Tablet Extended Release 24 Hour	1
135601	Tysabri 300 MG/15ML Intravenous Concentrate	1
25111	Avandia 2 MG Oral Tablet	1
134830	Tdap	1
134794	Advair HFA 45-21 MCG/ACT Inhalation Aerosol	1
134787	Advair HFA 115-21 MCG/ACT Inhalation Aerosol	1
26305	Acyclovir 200 MG/5ML Oral Suspension	1
26363	ClomiPRAMINE HCl 25 MG Oral Capsule	1
134117	Pramoxine HCl 1 % Rectal Foam	1
26355	Cholestyramine 4 GM/DOSE Oral Powder	1
134143	Potassium Citrate 10 MEQ (1080 MG) Oral Tablet Extended Release	1
134153	Daytrana 30 MG/9HR Transdermal Patch	1
134188	Lantus for OptiClik 100 UNIT/ML SOLN	1
134195	Opana 5 MG Oral Tablet	1
26345	Captopril 50 MG Oral Tablet	1
134219	Dilt-XR 180 MG Oral Capsule Extended Release 24 Hour	1
26344	Captopril 12.5 MG Oral Tablet	1
26338	Calcium Carbonate Antacid 500 MG Oral Tablet Chewable	1
26329	BuPROPion HCl 100 MG Oral Tablet	1
134236	Fenofibrate 54 MG Oral Tablet	1
134261	Daytrana 15 MG/9HR Transdermal Patch	1
134778	Advair HFA 230-21 MCG/ACT Inhalation Aerosol	1
134458	Simvastatin TABS	1
134529	Venlafaxine HCl 50 MG Oral Tablet	1
26291	Zofran 8 MG Oral Tablet	1
134537	Venlafaxine HCl 100 MG Oral Tablet	1
26177	Vitamin B-6 50 MG Oral Tablet	1
134551	Venlafaxine HCl 25 MG Oral Tablet	1
26170	Vitamin B-12 100 MCG Oral Tablet	1
26125	Vicodin 5-500 MG Oral Tablet	1
25942	Trihexyphenidyl HCl 2 MG Oral Tablet	1
25923	Triamcinolone Acetonide 0.1 % Mouth/Throat Paste	1
134629	Sertraline HCl 20 MG/ML Oral Concentrate	1
25868	Tolnaftate 1 % External Cream	1
134754	Aranesp (Albumin Free) 25 MCG/ML Injection Solution	1
135856	Lialda 1.2 GM Oral Tablet Delayed Release	1
25085	Nizoral A-D 1 % External Shampoo	1
30934	Vivelle-Dot 0.05 MG/24HR Transdermal Patch Biweekly	1
25014	MiraLax Oral Powder	1
136940	Exforge 10-160 MG Oral Tablet	1
136970	Dexmethylphenidate HCl 5 MG Oral Tablet	1
23823	Tazorac 0.05 % External Gel	1
23816	Lovenox 40 MG/0.4ML Subcutaneous Solution	1
136994	Flovent Diskus 50 MCG/BLIST Inhalation Aerosol Powder Breath Activated	1
23800	Coreg 25 MG Oral Tablet	1
137020	AzaSite 1 % Ophthalmic Solution	1
23671	Condylox 0.5 % External Gel	1
137032	Caltrate 600+D 600-400 MG-UNIT Oral Tablet	1
23379	Intron-A 10000000 UNIT/ML Injection Solution	1
23139	Denavir 1 % External Cream	1
137105	Amlodipine Besy-Benazepril HCl 2.5-10 MG Oral Capsule	1
137119	Letairis 10 MG Oral Tablet	1
137125	Suprax 200 MG/5ML Oral Suspension Reconstituted	1
22940	Helidac Oral Miscellaneous	1
22890	Dovonex 0.005 % External Cream	1
22686	TEGretol XR 200 MG Oral Tablet Extended Release 12 Hour	1
22635	SulfaSALAzine Powder	1
22585	Amikacin Sulfate Powder	1
22553	Acetaminophen 160 MG/5ML Oral Elixir	1
22552	Ranitidine HCl 75 MG Oral Tablet	1
22391	OxyCONTIN 40 MG Oral Tablet Extended Release 12 Hour	1
22379	Imdur 30 MG Oral Tablet Extended Release 24 Hour	1
137709	Mucinex DM Maximum Strength 60-1200 MG Oral Tablet Extended Release 12 Hour	1
22360	Zestoretic 10-12.5 MG Oral Tablet	1
22326	Ovcon-50 50-1 MCG-MG Oral Tablet	1
22287	Epivir 150 MG Oral Tablet	1
137789	Mucinex D 120-1200 MG Oral Tablet Extended Release 12 Hour	1
137792	Lexiva 50 MG/ML Oral Suspension	1
23886	Mirapex 0.25 MG Oral Tablet	1
136918	Methotrexate Sodium 250 MG/10ML Injection Solution	1
23887	Mirapex 1 MG Oral Tablet	1
136272	MyKidz Iron 10 MG/2ML Oral Suspension	1
24869	HumuLIN 70/30 Pen 70-30 % Subcutaneous Suspension	1
24860	Glyset 25 MG Oral Tablet	1
24829	SandoSTATIN LAR Depot 30 MG Intramuscular Kit	1
24717	Pepcid AC 10 MG Oral Tablet Chewable	1
136139	Colestipol HCl 1 GM Oral Tablet	1
24665	Sustiva 200 MG Oral Capsule	1
24659	Arava 20 MG Oral Tablet	1
136160	Coreg CR 80 MG Oral Capsule Extended Release 24 Hour	1
136187	Topamax Sprinkle 15 MG Oral Capsule Sprinkle	1
24658	CombiPatch 0.05-0.14 MG/DAY Transdermal Patch Biweekly	1
136224	Enbrel 25 MG/0.5ML Subcutaneous Solution	1
111313	Diltiazem HCl ER Beads 180 MG Oral Capsule Extended Release 24 Hour	1
24548	Acetamin 500 MG Oral Tablet	1
24529	Droxia 300 MG Oral Capsule	1
23919	CellCept 500 MG Oral Tablet	1
136288	Ciprofloxacin-Ciproflox HCl 500 MG Oral Tablet Extended Release 24 Hour	1
136318	Benzoyl Peroxide Creamy Wash 4 % LIQD	1
24499	Lovenox 80 MG/0.8ML Subcutaneous Solution	1
24422	Adderall 30 MG Oral Tablet	1
136336	Beconase AQ 42 MCG/SPRAY Nasal Suspension	1
24272	Regranex 0.01 % External Gel	1
136731	Pylera 140-125-125 MG Oral Capsule	1
24235	Serevent Diskus 50 MCG/DOSE Inhalation Aerosol Powder Breath Activated	1
24219	Rituxan 10 MG/ML Intravenous Concentrate	1
136795	Vitamin D 1000 UNIT Oral Capsule	1
136818	Lidocaine-Hydrocortisone Ace 3-2.5 % Rectal Kit	1
24113	Effexor XR 150 MG Oral Capsule Extended Release 24 Hour	1
136879	Fosamax Plus D 70-5600 MG-UNIT Oral Tablet	1
26374	CycloSPORINE 100 MG Oral Capsule	1
26380	Desoximetasone 0.25 % External Ointment	1
134087	MetroNIDAZOLE 0.75 % External Gel	1
26409	GuanFACINE HCl 2 MG Oral Tablet	1
131124	Cephalexin 500 MG Oral Tablet	1
131133	Twinject 0.15 MG/0.15ML Injection Device	1
131153	Cephalexin 250 MG Oral Tablet	1
29278	Claritin Reditabs 10 MG Oral Tablet Dispersible	1
29156	Warfarin Sodium 3 MG Oral Tablet	1
131216	Fortical 200 UNIT/ACT Nasal Solution	1
29151	Diovan 160 MG CAPS	1
29075	Astelin 137 MCG/SPRAY Nasal Solution	1
29060	L-Arginine Powder	1
131302	Zidovudine 300 MG Oral Tablet	1
131311	Naltrexone Powder	1
131337	Cephalexin 250 MG/5ML Oral Suspension Reconstituted	1
131342	Hydrocortisone Butyrate 0.1 % External Cream	1
131361	Lyrica 300 MG Oral Capsule	1
28784	Nystop 100000 UNIT/GM External Powder	1
28681	Remeron 15 MG Oral Tablet	1
132395	Vitamax 60 MG Oral Tablet Chewable	1
132407	GlipiZIDE-MetFORMIN HCl 5-500 MG Oral Tablet	1
28675	Xalatan 0.005 % Ophthalmic Solution	1
132482	Mucinex D 60-600 MG Oral Tablet Extended Release 12 Hour	1
28555	Avonex 30 MCG Intramuscular Kit	1
28547	Furosemide Powder	1
28517	Baclofen Powder	1
132895	Est Estrogens-Methyltest HS 0.625-1.25 MG Oral Tablet	1
28514	Bethanechol Chloride Powder	1
132919	Ceron 4-12.5 MG/5ML Oral Syrup	1
132959	Ceron 1-3.5 MG/ML LIQD	1
28432	Paxil 10 MG Oral Tablet	1
28354	Arimidex 1 MG Oral Tablet	1
