medication_definition_id	medication	problem_definition_id	problem	patient_link_frequency	link_ratio	rxcui	ingredient_rxcui	ingredient_name	doid_code	doid_name
12431	Acetylcysteine 10 % Inhalation Solution	75432	Cerebellar Ataxia	2	1	307718	197	Acetylcysteine	DOID:0050753	cerebellar ataxia
12505	Albuterol Sulfate (2.5 MG/3ML) 0.083% Inhalation Nebulization Solution	32925	Chronic Respiratory Failure	8	0.470588	630208	435	Albuterol	DOID:11162	chronic respiratory failure
12505	Albuterol Sulfate (2.5 MG/3ML) 0.083% Inhalation Nebulization Solution	64118	Acute Bronchitis	7	0.269231	630208	435	Albuterol	DOID:6132	acute Bronchitis
12505	Albuterol Sulfate (2.5 MG/3ML) 0.083% Inhalation Nebulization Solution	64181	Asthma	69	0.353846	630208	435	Albuterol	DOID:2841	asthma
12505	Albuterol Sulfate (2.5 MG/3ML) 0.083% Inhalation Nebulization Solution	64190	Exercise-induced Asthma	3	0.375	630208	435	Albuterol	DOID:2841	exercise-induced asthma
12505	Albuterol Sulfate (2.5 MG/3ML) 0.083% Inhalation Nebulization Solution	64202	Bronchiolitis	5	0.238095	630208	435	Albuterol	DOID:2942	bronchiolitis
12505	Albuterol Sulfate (2.5 MG/3ML) 0.083% Inhalation Nebulization Solution	64205	Chronic Obstructive Pulmonary Disease	17	0.459459	630208	435	Albuterol	DOID:3083	chronic obstructive pulmonary disease
12505	Albuterol Sulfate (2.5 MG/3ML) 0.083% Inhalation Nebulization Solution	67695	Cystic Fibrosis	9	0.290323	630208	435	Albuterol	DOID:1485	cystic fibrosis
12546	ALPRAZolam 2 MG Oral Tablet	76536	Generalized Anxiety Disorder	3	0.6	197322	596	Alprazolam	DOID:14320	generalized anxiety disorder
12569	Ambien 10 MG Oral Tablet	76536	Generalized Anxiety Disorder	2	0.333333	854875	39993	zolpidem	DOID:14320	generalized anxiety disorder
12611	Allopurinol 100 MG Oral Tablet	70384	Gout	56	0.56	197319	519	Allopurinol	DOID:13189	gout
12612	Allopurinol 300 MG Oral Tablet	70384	Gout	75	0.6	197320	519	Allopurinol	DOID:13189	gout
12616	ALPRAZolam 0.25 MG Oral Tablet	76536	Generalized Anxiety Disorder	2	0.333333	308047	596	Alprazolam	DOID:14320	generalized anxiety disorder
12617	ALPRAZolam 0.5 MG Oral Tablet	70475	Scleroderma	2	0.4	308048	596	Alprazolam	DOID:418	Scleroderma
12617	ALPRAZolam 0.5 MG Oral Tablet	70475	Scleroderma	2	0.4	308048	596	Alprazolam	DOID:419	scleroderma
12617	ALPRAZolam 0.5 MG Oral Tablet	76272	Schizoaffective Disorder	2	1	308048	596	Alprazolam	DOID:5418	schizoaffective disorder
12617	ALPRAZolam 0.5 MG Oral Tablet	76536	Generalized Anxiety Disorder	2	0.4	308048	596	Alprazolam	DOID:14320	generalized anxiety disorder
12617	ALPRAZolam 0.5 MG Oral Tablet	251600	Dementia	2	0.285714	308048	596	Alprazolam	DOID:1307	dementia
12618	ALPRAZolam 1 MG Oral Tablet	76536	Generalized Anxiety Disorder	5	0.5	197321	596	Alprazolam	DOID:14320	generalized anxiety disorder
12618	ALPRAZolam 1 MG Oral Tablet	275592	Post-traumatic Stress Disorder	2	0.666667	197321	596	Alprazolam	DOID:2055	post-traumatic stress disorder
12620	Altace 10 MG Oral Capsule	63468	Essential Hypertension	2	0.333333	260333	35296	Ramipril	DOID:10825	essential hypertension
12636	Amantadine HCl 100 MG Oral Capsule	75080	Parkinson's Disease	7	0.5	849389	620	Amantadine	DOID:14330	Parkinson's disease
12636	Amantadine HCl 100 MG Oral Capsule	75125	Multiple Sclerosis	8	0.222222	849389	620	Amantadine	DOID:2377	multiple sclerosis
12648	Amitriptyline HCl 10 MG Oral Tablet	65076	Irritable Bowel Syndrome	9	0.409091	856783	704	Amitriptyline	DOID:9778	irritable bowel syndrome
12648	Amitriptyline HCl 10 MG Oral Tablet	65756	Chronic Interstitial Cystitis	4	1	856783	704	Amitriptyline	DOID:1678	chronic interstitial cystitis
12648	Amitriptyline HCl 10 MG Oral Tablet	70472	Systemic Lupus Erythematosus	2	0.222222	856783	704	Amitriptyline	DOID:9074	systemic lupus erythematosus
12648	Amitriptyline HCl 10 MG Oral Tablet	75125	Multiple Sclerosis	8	0.444444	856783	704	Amitriptyline	DOID:2377	multiple sclerosis
12648	Amitriptyline HCl 10 MG Oral Tablet	75601	Polyneuropathy	2	0.222222	856783	704	Amitriptyline	DOID:1389	polyneuropathy
12648	Amitriptyline HCl 10 MG Oral Tablet	288933	Peripheral Neuropathy	2	0.222222	856783	704	Amitriptyline	DOID:0060053	peripheral neuropathy
12648	Amitriptyline HCl 10 MG Oral Tablet	288977	Fibromyalgia	13	0.590909	856783	704	Amitriptyline	DOID:631	fibromyalgia
12650	Amitriptyline HCl 50 MG Oral Tablet	288933	Peripheral Neuropathy	5	0.625	856845	704	Amitriptyline	DOID:0060053	peripheral neuropathy
12659	Ampicillin 250 MG Oral Capsule	65762	Urinary Tract Infection	3	1	313800	733	Ampicillin	DOID:13148	urinary tract infection
12694	AMILoride HCl 5 MG Oral Tablet	63467	Hypertension	4	0.333333	977880	644	Amiloride	DOID:10763	hypertension
12712	Amitriptyline HCl 100 MG Oral Tablet	288933	Peripheral Neuropathy	2	0.333333	856762	704	Amitriptyline	DOID:0060053	peripheral neuropathy
12713	Amitriptyline HCl 25 MG Oral Tablet	65076	Irritable Bowel Syndrome	13	0.52	856834	704	Amitriptyline	DOID:9778	irritable bowel syndrome
12713	Amitriptyline HCl 25 MG Oral Tablet	70455	Rheumatoid Arthritis	3	0.1875	856834	704	Amitriptyline	DOID:7148	rheumatoid arthritis
12713	Amitriptyline HCl 25 MG Oral Tablet	75125	Multiple Sclerosis	7	0.4375	856834	704	Amitriptyline	DOID:2377	multiple sclerosis
12713	Amitriptyline HCl 25 MG Oral Tablet	75486	Trigeminal Neuralgia	2	1	856834	704	Amitriptyline	DOID:12098	trigeminal neuralgia
12713	Amitriptyline HCl 25 MG Oral Tablet	75601	Polyneuropathy	3	0.428571	856834	704	Amitriptyline	DOID:1389	polyneuropathy
12713	Amitriptyline HCl 25 MG Oral Tablet	288933	Peripheral Neuropathy	5	0.263158	856834	704	Amitriptyline	DOID:0060053	peripheral neuropathy
12713	Amitriptyline HCl 25 MG Oral Tablet	288977	Fibromyalgia	10	0.5	856834	704	Amitriptyline	DOID:631	fibromyalgia
12713	Amitriptyline HCl 25 MG Oral Tablet	292510	Myofascial Pain Syndrome	2	0.5	856834	704	Amitriptyline	DOID:431	myofascial pain syndrome
12725	Ampicillin 500 MG Oral Capsule	65762	Urinary Tract Infection	55	0.808824	308212	733	Ampicillin	DOID:13148	urinary tract infection
12774	Anucort-HC 25 MG Rectal Suppository	65150	Anal Fissure	2	0.333333	1291101	5492	Hydrocortisone	DOID:3128	anal fissure
12854	Armour Thyroid 120 MG Oral Tablet	69258	Hypothyroidism	2	0.25	208544	10572	thyroid (USP)	DOID:1459	hypothyroidism
12906	Armour Thyroid 30 MG Oral Tablet	69258	Hypothyroidism	7	0.5	208535	10572	thyroid (USP)	DOID:1459	hypothyroidism
12907	Armour Thyroid 60 MG Oral Tablet	69258	Hypothyroidism	9	0.310345	208540	10572	thyroid (USP)	DOID:1459	hypothyroidism
12914	Asacol 400 MG Oral Tablet Delayed Release	64980	Crohn's Disease	3	0.272727	104112	52582	mesalamine	DOID:8778	Crohn's disease
12914	Asacol 400 MG Oral Tablet Delayed Release	65041	Ulcerative Colitis	5	0.333333	104112	52582	mesalamine	DOID:8577	ulcerative colitis
12915	Aspir-Low 81 MG Oral Tablet Delayed Release	62975	Coronary Artery Disease	2	0.285714	1293665	1191	Aspirin	DOID:3393	coronary artery disease
12927	Aspirin Childrens 81 MG Oral Tablet Chewable	63490	Congenital Heart Disease	2	0.5	318272	1191	Aspirin	DOID:1682	congenital heart disease
12927	Aspirin Childrens 81 MG Oral Tablet Chewable	63526	Hypoplastic Left Heart Syndrome	2	0.666667	318272	1191	Aspirin	DOID:9955	hypoplastic left heart syndrome
12991	Baclofen 10 MG Oral Tablet	75080	Parkinson's Disease	3	0.25	197391	1292	Baclofen	DOID:14330	Parkinson's disease
12991	Baclofen 10 MG Oral Tablet	75125	Multiple Sclerosis	34	0.409639	197391	1292	Baclofen	DOID:2377	multiple sclerosis
12991	Baclofen 10 MG Oral Tablet	75486	Trigeminal Neuralgia	6	0.5	197391	1292	Baclofen	DOID:12098	trigeminal neuralgia
12991	Baclofen 10 MG Oral Tablet	165460	Quadriplegia	2	0.333333	197391	1292	Baclofen	DOID:12835	quadriplegia
13046	Benzonatate 100 MG Oral Capsule	62596	Common Cold	5	0.3125	197397	18993	benzonatate	DOID:10459	common cold
13046	Benzonatate 100 MG Oral Capsule	62598	Allergic Rhinitis	16	0.0924855	197397	18993	benzonatate	DOID:4481	allergic rhinitis
13046	Benzonatate 100 MG Oral Capsule	62760	Acute Pharyngitis	5	0.2	197397	18993	benzonatate	DOID:2275	acute pharyngitis
13046	Benzonatate 100 MG Oral Capsule	64118	Acute Bronchitis	35	0.368421	197397	18993	benzonatate	DOID:6132	acute Bronchitis
13046	Benzonatate 100 MG Oral Capsule	64119	Influenza	3	0.3	197397	18993	benzonatate	DOID:8469	influenza
13046	Benzonatate 100 MG Oral Capsule	64170	Bronchopneumonia	2	1	197397	18993	benzonatate	DOID:12375	bronchopneumonia
13046	Benzonatate 100 MG Oral Capsule	64206	Chronic Bronchitis	4	0.571429	197397	18993	benzonatate	DOID:6132	chronic bronchitis
13046	Benzonatate 100 MG Oral Capsule	76702	Viral Infection	3	0.230769	197397	18993	benzonatate	DOID:934	Viral Infection
13046	Benzonatate 100 MG Oral Capsule	258835	Bronchitis	9	0.264706	197397	18993	benzonatate	DOID:6132	bronchitis
13047	Benzoyl Peroxide 10 % External Gel	69606	Acne	4	1	486131	1418	Benzoyl Peroxide	DOID:6543	acne
13048	Benzoyl Peroxide 2.5 % External Gel	69606	Acne	3	0.75	308689	1418	Benzoyl Peroxide	DOID:6543	acne
13049	Benzoyl Peroxide 5 % External Gel	69606	Acne	4	0.8	308694	1418	Benzoyl Peroxide	DOID:6543	acne
13066	Aspirin 81 MG Oral Tablet Chewable	62975	Coronary Artery Disease	3	0.157895	318272	1191	Aspirin	DOID:3393	coronary artery disease
13066	Aspirin 81 MG Oral Tablet Chewable	63490	Congenital Heart Disease	2	0.5	318272	1191	Aspirin	DOID:1682	congenital heart disease
13067	Aspirin 325 MG Oral Tablet	62916	Atrial Fibrillation	6	0.111111	212033	1191	Aspirin	DOID:0060224	atrial fibrillation
13067	Aspirin 325 MG Oral Tablet	62975	Coronary Artery Disease	30	0.157895	212033	1191	Aspirin	DOID:3393	coronary artery disease
13067	Aspirin 325 MG Oral Tablet	63173	Cardiomyopathy	2	0.2	212033	1191	Aspirin	DOID:0050700	cardiomyopathy
13087	Atenolol 25 MG Oral Tablet	62975	Coronary Artery Disease	17	0.104294	197380	1202	Atenolol	DOID:3393	coronary artery disease
13087	Atenolol 25 MG Oral Tablet	62978	Coronary Arteriosclerosis	5	0.3125	197380	1202	Atenolol	DOID:3393	coronary arteriosclerosis
13087	Atenolol 25 MG Oral Tablet	63467	Hypertension	115	0.367412	197380	1202	Atenolol	DOID:10763	hypertension
13087	Atenolol 25 MG Oral Tablet	63468	Essential Hypertension	76	0.567164	197380	1202	Atenolol	DOID:10825	essential hypertension
13087	Atenolol 25 MG Oral Tablet	63470	Benign Essential Hypertension	66	0.511628	197380	1202	Atenolol	DOID:10913	benign essential hypertension
13087	Atenolol 25 MG Oral Tablet	69234	Graves' Disease	2	0.5	197380	1202	Atenolol	DOID:12361	Graves' disease
13091	Ativan 0.5 MG Oral Tablet	251600	Dementia	2	0.666667	206821	6470	Lorazepam	DOID:1307	dementia
13095	Benzoyl Peroxide 10 % External Lotion	69606	Acne	7	1	106310	1418	Benzoyl Peroxide	DOID:6543	acne
13097	Benzoyl Peroxide Wash 10 % External Liquid	69606	Acne	3	1	142034	1418	Benzoyl Peroxide	DOID:6543	acne
13098	Benzoyl Peroxide Wash 5 % External Liquid	69606	Acne	3	1	308696	1418	Benzoyl Peroxide	DOID:6543	acne
13099	Benztropine Mesylate 1 MG Oral Tablet	76213	Schizophrenia	6	0.857143	885213	1424	Benztropine	DOID:5419	schizophrenia
13099	Benztropine Mesylate 1 MG Oral Tablet	76232	Paranoid Schizophrenia	15	0.882353	885213	1424	Benztropine	DOID:1229	paranoid schizophrenia
13099	Benztropine Mesylate 1 MG Oral Tablet	76272	Schizoaffective Disorder	14	0.933333	885213	1424	Benztropine	DOID:5418	schizoaffective disorder
13100	Benztropine Mesylate 2 MG Oral Tablet	76213	Schizophrenia	2	0.4	885209	1424	Benztropine	DOID:5419	schizophrenia
13100	Benztropine Mesylate 2 MG Oral Tablet	76232	Paranoid Schizophrenia	3	0.75	885209	1424	Benztropine	DOID:1229	paranoid schizophrenia
13100	Benztropine Mesylate 2 MG Oral Tablet	76272	Schizoaffective Disorder	3	1	885209	1424	Benztropine	DOID:5418	schizoaffective disorder
13110	Betamethasone Dipropionate 0.05 % External Lotion	65954	Phimosis	2	1	240209	1514	Betamethasone	DOID:2712	phimosis
13115	Betaseron 0.3 MG Subcutaneous Solution Reconstituted	75125	Multiple Sclerosis	14	0.333333	207059	72257	interferon beta-1b	DOID:2377	multiple sclerosis
13229	Calcium 1500 MG Oral Tablet	69341	Osteoporosis	2	0.666667	237420	1897	Calcium Carbonate	DOID:11476	osteoporosis
13270	Baclofen 20 MG Oral Tablet	75125	Multiple Sclerosis	11	0.458333	197392	1292	Baclofen	DOID:2377	multiple sclerosis
13485	Chloral Hydrate 500 MG/5ML Oral Syrup	275496	Autistic Disorder	2	0.666667	755618	38574	trichloroacetaldehyde	DOID:12849	autistic disorder
13507	ChlorproMAZINE HCl 50 MG Oral Tablet	76272	Schizoaffective Disorder	3	1	991336	2403	Chlorpromazine	DOID:5418	schizoaffective disorder
13510	Chlorthalidone 50 MG Oral Tablet	63470	Benign Essential Hypertension	2	1	197500	2409	Chlorthalidone	DOID:10913	benign essential hypertension
13546	Benztropine Mesylate 0.5 MG Oral Tablet	76213	Schizophrenia	3	1	885219	1424	Benztropine	DOID:5419	schizophrenia
13546	Benztropine Mesylate 0.5 MG Oral Tablet	76232	Paranoid Schizophrenia	3	0.75	885219	1424	Benztropine	DOID:1229	paranoid schizophrenia
13546	Benztropine Mesylate 0.5 MG Oral Tablet	76272	Schizoaffective Disorder	2	1	885219	1424	Benztropine	DOID:5418	schizoaffective disorder
13546	Benztropine Mesylate 0.5 MG Oral Tablet	275496	Autistic Disorder	2	0.5	885219	1424	Benztropine	DOID:12849	autistic disorder
13562	Betamethasone Dipropionate 0.05 % External Cream	69901	Psoriasis	2	1	238920	1514	Betamethasone	DOID:8893	psoriasis
13562	Betamethasone Dipropionate 0.05 % External Cream	70112	Atopic Dermatitis	2	0.666667	238920	1514	Betamethasone	DOID:3310	atopic dermatitis
13588	Bisacodyl 10 MG Rectal Suppository	166777	Constipation	8	0.615385	198509	1596	Bisacodyl	DOID:2089	constipation
13640	Clindamycin HCl 150 MG Oral Capsule	69999	Cellulitis	6	0.461538	197518	2582	Clindamycin	DOID:3488	cellulitis
13648	CloNIDine HCl 0.1 MG Oral Tablet	63467	Hypertension	55	0.255814	884173	2599	Clonidine	DOID:10763	hypertension
13648	CloNIDine HCl 0.1 MG Oral Tablet	63468	Essential Hypertension	24	0.32	884173	2599	Clonidine	DOID:10825	essential hypertension
13648	CloNIDine HCl 0.1 MG Oral Tablet	63470	Benign Essential Hypertension	27	0.364865	884173	2599	Clonidine	DOID:10913	benign essential hypertension
13648	CloNIDine HCl 0.1 MG Oral Tablet	63471	Accelerated Essential Hypertension	4	0.333333	884173	2599	Clonidine	DOID:10823	Accelerated essential hypertension
13648	CloNIDine HCl 0.1 MG Oral Tablet	76669	Impulse Control Disorder	2	0.4	884173	2599	Clonidine	DOID:10937	impulse control disorder
13648	CloNIDine HCl 0.1 MG Oral Tablet	275496	Autistic Disorder	4	0.16	884173	2599	Clonidine	DOID:12849	autistic disorder
13648	CloNIDine HCl 0.1 MG Oral Tablet	275592	Post-traumatic Stress Disorder	2	0.4	884173	2599	Clonidine	DOID:2055	post-traumatic stress disorder
13649	CloNIDine HCl 0.2 MG Oral Tablet	63467	Hypertension	23	0.242105	884185	2599	Clonidine	DOID:10763	hypertension
13649	CloNIDine HCl 0.2 MG Oral Tablet	63468	Essential Hypertension	5	0.16129	884185	2599	Clonidine	DOID:10825	essential hypertension
13649	CloNIDine HCl 0.2 MG Oral Tablet	63470	Benign Essential Hypertension	16	0.457143	884185	2599	Clonidine	DOID:10913	benign essential hypertension
13650	CloNIDine HCl 0.3 MG Oral Tablet	63467	Hypertension	19	0.327586	884189	2599	Clonidine	DOID:10763	hypertension
13650	CloNIDine HCl 0.3 MG Oral Tablet	63468	Essential Hypertension	12	0.413793	884189	2599	Clonidine	DOID:10825	essential hypertension
13650	CloNIDine HCl 0.3 MG Oral Tablet	63470	Benign Essential Hypertension	11	0.478261	884189	2599	Clonidine	DOID:10913	benign essential hypertension
13652	Clotrimazole 1 % External Cream	70115	Dermatophytosis	9	0.428571	309367	2623	Clotrimazole	DOID:8913	dermatophytosis
13652	Clotrimazole 1 % External Cream	70116	Tinea Capitis	5	0.185185	309367	2623	Clotrimazole	DOID:4337	tinea capitis
13652	Clotrimazole 1 % External Cream	70121	Tinea Cruris	6	0.857143	309367	2623	Clotrimazole	DOID:11917	tinea cruris
13652	Clotrimazole 1 % External Cream	70122	Tinea Pedis	16	0.8	309367	2623	Clotrimazole	DOID:12403	tinea pedis
13652	Clotrimazole 1 % External Cream	70124	Tinea Corporis	82	0.700855	309367	2623	Clotrimazole	DOID:12179	tinea corporis
13652	Clotrimazole 1 % External Cream	70130	Diaper Rash	4	0.25	309367	2623	Clotrimazole	DOID:2770	diaper rash
13652	Clotrimazole 1 % External Cream	77205	Candidiasis	6	0.3	309367	2623	Clotrimazole	DOID:1508	candidiasis
13652	Clotrimazole 1 % External Cream	93705	Dermatitis	3	0.136364	309367	2623	Clotrimazole	DOID:2723	dermatitis
13728	Colchicine 0.6 MG TABS	70384	Gout	43	0.518072	197541	2683	Colchicine	DOID:13189	gout
13810	CarBAMazepine 100 MG Oral Tablet Chewable	75125	Multiple Sclerosis	2	0.666667	308973	2002	Carbamazepine	DOID:2377	multiple sclerosis
13810	CarBAMazepine 100 MG Oral Tablet Chewable	75486	Trigeminal Neuralgia	4	0.666667	308973	2002	Carbamazepine	DOID:12098	trigeminal neuralgia
13812	CarBAMazepine 200 MG Oral Tablet	75125	Multiple Sclerosis	2	0.222222	308979	2002	Carbamazepine	DOID:2377	multiple sclerosis
13812	CarBAMazepine 200 MG Oral Tablet	75486	Trigeminal Neuralgia	3	0.6	308979	2002	Carbamazepine	DOID:12098	trigeminal neuralgia
13812	CarBAMazepine 200 MG Oral Tablet	75488	Glossopharyngeal Neuralgia	2	1	308979	2002	Carbamazepine	DOID:14423	glossopharyngeal neuralgia
13812	CarBAMazepine 200 MG Oral Tablet	76272	Schizoaffective Disorder	2	0.666667	308979	2002	Carbamazepine	DOID:5418	schizoaffective disorder
13812	CarBAMazepine 200 MG Oral Tablet	297231	Epilepsy	3	0.5	308979	2002	Carbamazepine	DOID:1826	epilepsy
13832	Cortef 5 MG Oral Tablet	69464	Congenital Adrenal Hyperplasia	4	0.666667	208680	5492	Hydrocortisone	DOID:0050811	congenital adrenal hyperplasia
13883	Carisoprodol 350 MG Oral Tablet	288977	Fibromyalgia	4	0.571429	197446	2101	Carisoprodol	DOID:631	fibromyalgia
13899	Catapres-TTS-3 0.3 MG/24HR Transdermal Patch Weekly	63470	Benign Essential Hypertension	2	0.285714	998681	2599	Clonidine	DOID:10913	benign essential hypertension
13905	Cyclobenzaprine HCl 10 MG Oral Tablet	70146	Osteoarthritis	10	0.192308	828348	21949	cyclobenzaprine	DOID:8398	osteoarthritis
13905	Cyclobenzaprine HCl 10 MG Oral Tablet	70455	Rheumatoid Arthritis	19	0.404255	828348	21949	cyclobenzaprine	DOID:7148	rheumatoid arthritis
13905	Cyclobenzaprine HCl 10 MG Oral Tablet	70706	Ankylosing Spondylitis	6	1	828348	21949	cyclobenzaprine	DOID:7147	ankylosing spondylitis
13905	Cyclobenzaprine HCl 10 MG Oral Tablet	75108	Spasmodic Torticollis	2	0.666667	828348	21949	cyclobenzaprine	DOID:0050840	spasmodic torticollis
13905	Cyclobenzaprine HCl 10 MG Oral Tablet	288977	Fibromyalgia	17	0.395349	828348	21949	cyclobenzaprine	DOID:631	fibromyalgia
13913	Cyproheptadine HCl 4 MG Oral Tablet	62598	Allergic Rhinitis	3	0.5	866144	3013	Cyproheptadine	DOID:4481	allergic rhinitis
13968	Dapsone 100 MG Oral Tablet	70472	Systemic Lupus Erythematosus	2	0.666667	197557	3108	Dapsone	DOID:9074	systemic lupus erythematosus
13968	Dapsone 100 MG Oral Tablet	76835	HIV Infection	8	0.571429	197557	3108	Dapsone	DOID:526	HIV infection
14099	Desonide 0.05 % External Cream	70112	Atopic Dermatitis	5	0.625	349351	3254	Desonide	DOID:3310	atopic dermatitis
14099	Desonide 0.05 % External Cream	278350	Eczema	3	0.6	349351	3254	Desonide	DOID:2723	eczema
14117	Dexamethasone 6 MG Oral Tablet	75125	Multiple Sclerosis	8	0.470588	197583	3264	Dexamethasone	DOID:2377	multiple sclerosis
14118	Dexamethasone Sodium Phosphate 10 MG/ML Injection Solution	62598	Allergic Rhinitis	2	0.666667	309696	3264	Dexamethasone	DOID:4481	allergic rhinitis
14120	Dexamethasone Sodium Phosphate 0.1 % Ophthalmic Solution	62586	Chronic Maxillary Sinusitis	5	0.25	226343	3264	Dexamethasone	DOID:10792	chronic maxillary sinusitis
14120	Dexamethasone Sodium Phosphate 0.1 % Ophthalmic Solution	62587	Chronic Frontal Sinusitis	11	0.44	226343	3264	Dexamethasone	DOID:10790	chronic frontal sinusitis
14120	Dexamethasone Sodium Phosphate 0.1 % Ophthalmic Solution	62588	Chronic Ethmoidal Sinusitis	14	0.5	226343	3264	Dexamethasone	DOID:9312	chronic ethmoidal sinusitis
14171	Dilantin 100 MG Oral Capsule	75125	Multiple Sclerosis	2	0.5	855859	8183	Phenytoin	DOID:2377	multiple sclerosis
14248	DiphenhydrAMINE HCl 25 MG Oral Capsule	62598	Allergic Rhinitis	5	0.625	1049909	3498	Diphenhydramine	DOID:4481	allergic rhinitis
14249	DiphenhydrAMINE HCl 25 MG Oral Tablet	69710	Contact Dermatitis	5	0.833333	1049630	3498	Diphenhydramine	DOID:2773	contact dermatitis
14249	DiphenhydrAMINE HCl 25 MG Oral Tablet	76232	Paranoid Schizophrenia	2	1	1049630	3498	Diphenhydramine	DOID:1229	paranoid schizophrenia
14249	DiphenhydrAMINE HCl 25 MG Oral Tablet	76272	Schizoaffective Disorder	4	1	1049630	3498	Diphenhydramine	DOID:5418	schizoaffective disorder
14259	Dipyridamole 75 MG Oral Tablet	62975	Coronary Artery Disease	2	0.333333	309955	3521	Dipyridamole	DOID:3393	coronary artery disease
14285	Chlorthalidone 25 MG Oral Tablet	63467	Hypertension	5	0.357143	197499	2409	Chlorthalidone	DOID:10763	hypertension
14285	Chlorthalidone 25 MG Oral Tablet	63468	Essential Hypertension	4	0.333333	197499	2409	Chlorthalidone	DOID:10825	essential hypertension
14285	Chlorthalidone 25 MG Oral Tablet	63470	Benign Essential Hypertension	6	0.75	197499	2409	Chlorthalidone	DOID:10913	benign essential hypertension
14327	Docusate Sodium 60 MG/15ML Oral Syrup	166777	Constipation	3	0.75	1245391	82003	Docusate	DOID:2089	constipation
