problem_definition_id	problem	indications	name_lower	doid	name	type
182913	Infection Of An Abdominal Incision	1	infection of an abdominal incision			
75443	Arnold-Chiari Malformation	1	arnold-chiari malformation			
68085	Hyponatremia	1	hyponatremia			
63634	Total Anomalous Pulmonary Venous Return	1	total anomalous pulmonary venous return	DOID:4297	total anomalous pulmonary venous return	exact-synonym
172631	Herniated Lumbar Disc	1	herniated lumbar disc			
172705	Lumbar Spondylosis (L3 L4)	1	lumbar spondylosis (l3 l4)			
75582	Spinal Adhesive Arachnoiditis	1	spinal adhesive arachnoiditis			
63629	Patent Ductus Arteriosus	1	patent ductus arteriosus	DOID:13832	patent ductus arteriosus	name
173425	Cervical Radiculopathy At C6 Nerve Root	1	cervical radiculopathy at c6 nerve root			
173426	Cervical Radiculopathy At C7 Nerve Root	1	cervical radiculopathy at c7 nerve root			
63628	Patent Foramen Ovale	1	patent foramen ovale	DOID:13620	patent foramen ovale	name
63628	Patent Foramen Ovale	1	patent foramen ovale	DOID:13620	Patent Foramen Ovale	exact-synonym
63628	Patent Foramen Ovale	1	patent foramen ovale	DOID:13620	Patent foramen ovale	exact-synonym
63628	Patent Foramen Ovale	1	patent foramen ovale	DOID:13620	Patent foramen ovale	exact-synonym
173447	Lumbar Radiculopathy At L5	1	lumbar radiculopathy at l5			
173457	Dementia Of Known (Axis III) Etiology With Behavioral Disturbance	1	dementia of known (axis iii) etiology with behavioral disturbance			
173460	Secondary Insomnia	1	secondary insomnia			
63530	Complete Atrioventricular Canal	1	complete atrioventricular canal			
75493	Vertigo Of Central Origin	1	vertigo of central origin	DOID:2479	Vertigo of central origin	exact-synonym
173719	Anemia Of End-stage Renal Disease	1	anemia of end-stage renal disease			
75488	Glossopharyngeal Neuralgia	1	glossopharyngeal neuralgia	DOID:14423	glossopharyngeal neuralgia	name
75488	Glossopharyngeal Neuralgia	1	glossopharyngeal neuralgia	DOID:14423	Glossopharyngeal neuralgia	exact-synonym
68106	Morbid Obesity	1	morbid obesity	DOID:11981	morbid obesity	name
68106	Morbid Obesity	1	morbid obesity	DOID:11981	Morbid obesity	exact-synonym
68106	Morbid Obesity	1	morbid obesity	DOID:11981	Morbid Obesity	exact-synonym
68106	Morbid Obesity	1	morbid obesity	DOID:11981	Morbid obesity	exact-synonym
68106	Morbid Obesity	1	morbid obesity	DOID:11981	Morbid obesity	exact-synonym
75353	Cerebral Artery Thrombosis	1	cerebral artery thrombosis			
201182	Ischemic Embolic Stroke	1	ischemic embolic stroke			
62983	Arteriosclerotic Cardiovascular Disease (ASCVD)	1	arteriosclerotic cardiovascular disease (ascvd)			
75052	Tardive Dyskinesia	1	tardive dyskinesia			
251190	Groin (Inguinal) Pain Right Side	1	groin (inguinal) pain right side			
251191	Groin (Inguinal) Pain Left Side	1	groin (inguinal) pain left side			
69202	Prolactinoma Macroadenoma	1	prolactinoma macroadenoma			
62913	Paroxysmal Tachycardia	1	paroxysmal tachycardia			
69215	Iatrogenic Hypopituitarism	1	iatrogenic hypopituitarism			
62904	Paroxysmal Supraventricular Tachycardia	1	paroxysmal supraventricular tachycardia			
75011	Infantile Spasms	1	infantile spasms			
69230	Thyroid Disorder	1	thyroid disorder			
252344	Sexually Active High-risk	1	sexually active high-risk			
252495	Dyspareunia	1	dyspareunia			
69236	Graves' Ophthalmopathy	1	graves' ophthalmopathy			
62817	Dentoalveolar Abscess	1	dentoalveolar abscess	DOID:2562	Dentoalveolar abscess	exact-synonym
62817	Dentoalveolar Abscess	1	dentoalveolar abscess	DOID:2562	Dentoalveolar abscess	exact-synonym
62807	Acute Periodontitis	1	acute periodontitis	DOID:10423	acute periodontitis	exact-synonym
62807	Acute Periodontitis	1	acute periodontitis	DOID:10423	acute Periodontitis	exact-synonym
62807	Acute Periodontitis	1	acute periodontitis	DOID:10423	acute periodontitis	exact-synonym
62807	Acute Periodontitis	1	acute periodontitis	DOID:10423	acute periodontitis	exact-synonym
62803	Acute Gingivitis	1	acute gingivitis	DOID:3087	acute gingivitis	exact-synonym
251015	Vaccines Prophylactic Need Against Td	1	vaccines prophylactic need against td			
250919	Chronic Venous Hypertension With Ulcer And Inflammation	1	chronic venous hypertension with ulcer and inflammation			
63222	Left Heart Failure Class III	1	left heart failure class iii			
63012	Chronic Diffuse Ischemic Heart Disease	1	chronic diffuse ischemic heart disease			
75187	Stroke Of The Left Posterior Cerebral Artery	1	stroke of the left posterior cerebral artery			
202873	Anticipatory Guidance: Osteoporosis	1	anticipatory guidance: osteoporosis			
75178	Stroke Of The Left Middle Cerebral Artery	1	stroke of the left middle cerebral artery			
202911	Aftercare Following Surgery	1	aftercare following surgery			
203242	Patient Education - Preparation For Childbirth	1	patient education - preparation for childbirth			
203255	Patient Education - HIV	1	patient education - hiv			
246990	Dyschromia	1	dyschromia			
63222	Left Heart Failure - Class III	1	left heart failure - class iii			
68109	Hypomagnesemia	1	hypomagnesemia			
75119	Blepharospasm	1	blepharospasm	DOID:529	blepharospasm	name
75116	'Stiff Man' Syndrome	1	'stiff man' syndrome			
75106	Drug-induced Essential Tremor	1	drug-induced essential tremor			
75090	Cerebral Palsy	1	cerebral palsy	DOID:1969	cerebral palsy	name
250874	Systolic Congestive Heart Failure	1	systolic congestive heart failure			
77009	Molluscum Contagiosum	1	molluscum contagiosum	DOID:8867	molluscum contagiosum	name
172085	Thoracic Strain	1	thoracic strain			
172083	Left Shoulder Strain	1	left shoulder strain			
68082	Hypoxia	1	hypoxia			
75907	Mental Retardation With Other Behavioral Symptoms	1	mental retardation with other behavioral symptoms			
116877	Female Genitalia Labial Adhesions	1	female genitalia labial adhesions			
116896	Vaginal Discharge (On Exam)	1	vaginal discharge (on exam)			
117347	Hyperhidrosis (On Exam)	1	hyperhidrosis (on exam)			
75900	Childhood Onset Pervasive Developmental Autistic Disorder	1	childhood onset pervasive developmental autistic disorder			
142384	Swelling Of Hands	1	swelling of hands			
153808	Knee Swelling	1	knee swelling			
154781	Knee Pain Elicited By Motion	1	knee pain elicited by motion			
75873	Tourette's Syndrome	1	tourette's syndrome			
155126	Leg Localized Swelling Left	1	leg localized swelling left			
63919	Lymphedema	1	lymphedema	DOID:4977	lymphedema	name
163451	Speech Phonation Dysphonia	1	speech phonation dysphonia			
163528	Speech Language Dysphasia / Aphasia	1	speech language dysphasia / aphasia			
66567	Abortion	1	abortion			
163669	Drowsy	1	drowsy			
63914	Varicose Veins With Ulcer And Inflammation	1	varicose veins with ulcer and inflammation			
116203	Abdomen Tenderness Direct Diffuse	1	abdomen tenderness direct diffuse			
64046	Thrombophlebitis Of Superficial Veins Of Upper Extremities	1	thrombophlebitis of superficial veins of upper extremities			
165406	Paraparesis (Lower Extremities)	1	paraparesis (lower extremities)			
115885	Abdominal Distention	1	abdominal distention			
66495	Pregnancy Complicated By Genitourinary Tract Infection	1	pregnancy complicated by genitourinary tract infection			
66540	Pregnancy Complicated By Herpes Simplex	1	pregnancy complicated by herpes simplex			
97576	Failure To Gain Weight	1	failure to gain weight			
98416	Birth Control Method	1	birth control method			
98801	Weight - Too Thin	1	weight - too thin			
98804	Weight Loss (On Exam)	1	weight loss (on exam)			
98853	Short Stature (On Exam)	1	short stature (on exam)			
106693	Nasal Discharge Rhinorrhea	1	nasal discharge rhinorrhea			
106838	Odor Of Breath Fetor Oris	1	odor of breath fetor oris			
109994	Larynx Edema	1	larynx edema			
110813	Lymph Nodes Enlarged	1	lymph nodes enlarged			
111520	Stridor	1	stridor			
111582	Auscultation Wheezing	1	auscultation wheezing			
113252	Edema (On Exam)	1	edema (on exam)			
64067	Thrombophlebitis Of Deep Vessels Of The Lower Extremity	1	thrombophlebitis of deep vessels of the lower extremity			
163837	Hallucination Visual	1	hallucination visual			
66698	Missed Abortion	1	missed abortion			
63645	Complete D-transposition Of The Great Vessels	1	complete d-transposition of the great vessels			
63726	Atherosclerosis Of The Extremities With Intermittent Claudication	1	atherosclerosis of the extremities with intermittent claudication			
167038	Transitional Cell Carcinoma Of The Bladder	1	transitional cell carcinoma of the bladder			
167165	Epididymitis Of The Left Testicle	1	epididymitis of the left testicle			
167197	Lump Or Mass In Breast	1	lump or mass in breast			
75701	Meralgia Paresthetica	1	meralgia paresthetica			
167207	Primary Female Infertility	1	primary female infertility			
75688	Motor Neuron Disease	1	motor neuron disease	DOID:231	motor neuron disease	name
63723	Atherosclerosis	1	atherosclerosis	DOID:1936	atherosclerosis	name
168577	Ingrowing Toenail	1	ingrowing toenail			
168613	Cellulitis Of The Left Leg	1	cellulitis of the left leg			
168623	Cellulitis Of The Left First Toe	1	cellulitis of the left first toe			
67945	Von Gierke's Disease (GSD Type I)	1	von gierke's disease (gsd type i)			
63722	Intermittent Claudication	1	intermittent claudication	DOID:3669	intermittent claudication	name
63722	Intermittent Claudication	1	intermittent claudication	DOID:3669	Intermittent claudication	exact-synonym
63722	Intermittent Claudication	1	intermittent claudication	DOID:3669	Intermittent claudication	exact-synonym
168633	Tinea Cruris Of The Perianal Area	1	tinea cruris of the perianal area			
168635	Primary Osteoarthritis Of The Lumbar Vertebrae	1	primary osteoarthritis of the lumbar vertebrae			
168814	Traumatic Arthritis Of The Foot	1	traumatic arthritis of the foot			
166997	Vesicoureteral Reflux With Nephropathy Of The Left Kidney	1	vesicoureteral reflux with nephropathy of the left kidney			
67927	Hyperammonemia	1	hyperammonemia			
165477	Spasticity	1	spasticity			
166829	Hydronephrosis Bilaterally	1	hydronephrosis bilaterally			
165483	Hemispasticity Of Right Side	1	hemispasticity of right side			
165486	Hemispasticity Of Left Side	1	hemispasticity of left side			
66702	Habitual Aborter (Non-gravid)	1	habitual aborter (non-gravid)			
165529	Hypotonicity (Flaccid)	1	hypotonicity (flaccid)			
63913	Varicose Veins With Ulcer	1	varicose veins with ulcer			
166407	Delayed Developmental Milestones	1	delayed developmental milestones			
67319	Puerperal Hemorrhoids	1	puerperal hemorrhoids			
166505	Sialosis	1	sialosis			
63909	Varicose Veins	1	varicose veins	DOID:799	varicose veins	name
166550	Vocal Cord Disorder	1	vocal cord disorder			
63783	Atrophie Blanche	1	atrophie blanche			
67343	Obstetrical Surgical Wound Complications - Postpartum Condition Or Complication	1	obstetrical surgical wound complications - postpartum condition or complication			
75770	Occipital Neuralgia	1	occipital neuralgia			
166778	Slow Transit Constipation	1	slow transit constipation			
67902	Metabolic Disorders	1	metabolic disorders			
88049	Excessive Bleeding During Period (Menorrhagia)	1	excessive bleeding during period (menorrhagia)			
