input_rxcui	input_tty	input_name	n_ingredients	ingredient_rxcui	ingredient_name	ingredient_umlscui
242462	SCD	cilostazol 50 MG Oral Tablet	1	21107	cilostazol	C0055729
646352	SBD	Omeprazole 40 MG / Sodium Bicarbonate 1100 MG Oral Capsule [Zegerid Reformulated Aug 2006]	2	7646	Omeprazole	C0028978
646352	SBD	Omeprazole 40 MG / Sodium Bicarbonate 1100 MG Oral Capsule [Zegerid Reformulated Aug 2006]	2	36676	Sodium Bicarbonate	C0074722
793740	SBDF	Sodium polystyrene sulfonate Oral Suspension [Kionex]	1	56512	Sodium polystyrene sulfonate	C0142915
1010774	SCD	Lidocaine Hydrochloride 20 MG/ML Topical Solution	1	6387	Lidocaine	C0023660
866907	SBD	Colesevelam hydrochloride 31.3 MG/ML Oral Suspension [Welchol]	1	141626	colesevelam	C0541155
858817	SCD	Enalapril Maleate 10 MG Oral Tablet	1	3827	Enalapril	C0014025
902624	SBD	dexlansoprazole 30 MG Delayed Release Oral Capsule [Dexilant]	1	816346	dexlansoprazole	C2348248
352174	SBD	Iron Carbonyl 15 MG Chewable Tablet [Icar]	1	262150	Iron Carbonyl	C0876769
308714	SCD	Betamethasone 0.5 MG/ML / Clotrimazole 10 MG/ML Topical Cream	2	2623	Clotrimazole	C0009074
308714	SCD	Betamethasone 0.5 MG/ML / Clotrimazole 10 MG/ML Topical Cream	2	1514	Betamethasone	C0005308
310891	SCD	Hydrocortisone 25 MG/ML Topical Cream	1	5492	Hydrocortisone	C0020268
707329	SCD	Sodium Chloride 0.111 MEQ/ML Nasal Solution	1	9863	Sodium Chloride	C0037494
312829	SCD	Risperidone 0.5 MG Oral Tablet	1	35636	Risperidone	C0073393
539811	SBD	Tinidazole 500 MG Oral Tablet [Tindamax]	1	10612	Tinidazole	C0040263
404574	SBD	omalizumab 125 MG/ML Injectable Solution [Xolair]	1	302379	omalizumab	C0966225
855296	SCD	Warfarin Sodium 10 MG Oral Tablet	1	11289	Warfarin	C0043031
205769	SBD	Ciprofloxacin 250 MG Oral Tablet [Cipro]	1	2551	Ciprofloxacin	C0008809
997420	SCD	Fexofenadine hydrochloride 180 MG Oral Tablet	1	87636	fexofenadine	C0296800
847060	SBD	Hydrochlorothiazide 12.5 MG / Olmesartan medoxomil 20 MG Oral Tablet [Benicar HCT]	2	5487	Hydrochlorothiazide	C0020261
847060	SBD	Hydrochlorothiazide 12.5 MG / Olmesartan medoxomil 20 MG Oral Tablet [Benicar HCT]	2	321064	olmesartan	C1098320
824186	SBD	Amoxicillin 250 MG / Clavulanate 125 MG Oral Tablet [Augmentin]	2	723	Amoxicillin	C0002645
824186	SBD	Amoxicillin 250 MG / Clavulanate 125 MG Oral Tablet [Augmentin]	2	48203	Clavulanate	C0110038
854916	SCD	Bisoprolol Fumarate 2.5 MG / Hydrochlorothiazide 6.25 MG Oral Tablet	2	5487	Hydrochlorothiazide	C0020261
854916	SCD	Bisoprolol Fumarate 2.5 MG / Hydrochlorothiazide 6.25 MG Oral Tablet	2	19484	Bisoprolol	C0053799
311949	SCD	Niacin 1000 MG Extended Release Oral Tablet	1	7393	Niacin	C0027996
197817	SCD	Indomethacin 25 MG Oral Capsule	1	5781	Indomethacin	C0021246
213321	SBD	rizatriptan 5 MG Oral Tablet [Maxalt]	1	88014	rizatriptan	C0297635
731541	SBD	2 ML penicillin G benzathine 300000 UNT/ML / penicillin G procaine 300000 UNT/ML Prefilled Syringe [Bicillin]	1	7980	Penicillin G	C0030827
900577	SBD	Ritonavir 100 MG Oral Tablet [Norvir]	1	85762	Ritonavir	C0292818
352200	SBD	Olmesartan medoxomil 20 MG Oral Tablet [Benicar]	1	321064	olmesartan	C1098320
1011705	SBD	Lidocaine Hydrochloride 0.05 MG/MG Transdermal Patch [Lidoderm]	1	6387	Lidocaine	C0023660
637548	SBD	desloratadine 5 MG Disintegrating Oral Tablet [Clarinex]	1	275635	desloratadine	C0908935
151228	SBD	topiramate 100 MG Oral Tablet [Topamax]	1	38404	topiramate	C0076829
803353	SCD	Phentermine Hydrochloride 37.5 MG Oral Tablet	1	8152	Phentermine	C0031447
898719	SCD	Benazepril hydrochloride 40 MG Oral Tablet	1	18867	benazepril	C0053091
685576	SBD	Clindamycin 18 MG/ML Injectable Solution [Cleocin]	1	2582	Clindamycin	C0008947
197892	SCD	Lithium Carbonate 450 MG Extended Release Oral Tablet	1	42351	Lithium Carbonate	C0085217
198427	SCD	lamotrigine 100 MG Oral Tablet	1	28439	lamotrigine	C0064636
197889	SCD	Lithium Carbonate 300 MG Oral Capsule	1	42351	Lithium Carbonate	C0085217
823984	SBDC	Hydrochlorothiazide 12.5 MG / Lisinopril 10 MG [Zestoretic]	2	29046	Lisinopril	C0065374
823984	SBDC	Hydrochlorothiazide 12.5 MG / Lisinopril 10 MG [Zestoretic]	2	5487	Hydrochlorothiazide	C0020261
307675	SCD	Acetaminophen 32 MG/ML Oral Solution	1	161	Acetaminophen	C0000970
153124	SBD	letrozole 2.5 MG Oral Tablet [Femara]	1	72965	letrozole	C0246421
1172632	SBDG	Forteo Injectable Product	1	32915	Teriparatide	C0070093
896212	SBD	60 ACTUAT Fluticasone propionate 0.25 MG/ACTUAT / salmeterol 0.05 MG/ACTUAT Dry Powder Inhaler [Advair]	2	36117	salmeterol	C0073992
896212	SBD	60 ACTUAT Fluticasone propionate 0.25 MG/ACTUAT / salmeterol 0.05 MG/ACTUAT Dry Powder Inhaler [Advair]	2	41126	fluticasone	C0082607
823942	SBD	Hydrochlorothiazide 25 MG / irbesartan 300 MG Oral Tablet [Avalide]	2	83818	irbesartan	C0288171
823942	SBD	Hydrochlorothiazide 25 MG / irbesartan 300 MG Oral Tablet [Avalide]	2	5487	Hydrochlorothiazide	C0020261
312750	SCD	quinapril 5 MG Oral Tablet	1	35208	quinapril	C0072857
1111337	SBD	240 ACTUAT Olopatadine hydrochloride 6.65 MG/ACTUAT Nasal Inhaler [PATANASE]	1	135391	olopatadine	C0527189
226754	BN	Rituxan	1	121191	rituximab	C0393022
999826	SBD	Ascorbic Acid 40 MG / Ferrous fumarate 191 MG / Folic Acid 1 MG / Niacinamide 3 MG / Polysaccharide iron complex 136 MG Oral Capsule [Integra F]	5	4511	Folic Acid	C0016410
999826	SBD	Ascorbic Acid 40 MG / Ferrous fumarate 191 MG / Folic Acid 1 MG / Niacinamide 3 MG / Polysaccharide iron complex 136 MG Oral Capsule [Integra F]	5	7405	Niacinamide	C0028027
999826	SBD	Ascorbic Acid 40 MG / Ferrous fumarate 191 MG / Folic Acid 1 MG / Niacinamide 3 MG / Polysaccharide iron complex 136 MG Oral Capsule [Integra F]	5	1151	Ascorbic Acid	C0003968
999826	SBD	Ascorbic Acid 40 MG / Ferrous fumarate 191 MG / Folic Acid 1 MG / Niacinamide 3 MG / Polysaccharide iron complex 136 MG Oral Capsule [Integra F]	5	24941	Ferrous fumarate	C0060276
999826	SBD	Ascorbic Acid 40 MG / Ferrous fumarate 191 MG / Folic Acid 1 MG / Niacinamide 3 MG / Polysaccharide iron complex 136 MG Oral Capsule [Integra F]	5	105669	Polysaccharide iron complex	C0357080
1233664	SCD	Ergocalciferol 2000 UNT Oral Tablet	1	4018	Ergocalciferol	C0014695
259121	SCD	coenzyme Q10 6 MG/ML Oral Solution	1	21406	coenzyme Q10	C0056077
199381	SCD	potassium citrate 10 MEQ Extended Release Oral Tablet	1	54993	potassium citrate	C0137996
854836	SBD	lisdexamfetamine dimesylate 30 MG Oral Capsule [Vyvanse]	1	700810	Lisdexamfetamine	C1873633
313852	SCD	adapalene 1 MG/ML Topical Cream	1	60223	adapalene	C0165631
153892	SBD	montelukast 10 MG Oral Tablet [Singulair]	1	88249	montelukast	C0298130
831323	SBD	24 HR Diltiazem Hydrochloride 300 MG Extended Release Oral Capsule [Tiazac]	1	3443	Diltiazem	C0012373
905026	SBD	risedronate sodium 35 MG Oral Tablet [Actonel]	1	73056	Risedronate	C0246719
750207	SBD	Amlodipine 10 MG / atorvastatin 40 MG Oral Tablet [Caduet]	2	17767	Amlodipine	C0051696
750207	SBD	Amlodipine 10 MG / atorvastatin 40 MG Oral Tablet [Caduet]	2	83367	atorvastatin	C0286651
104491	SBD	Simvastatin 20 MG Oral Tablet [Zocor]	1	36567	Simvastatin	C0074554
351438	SBD	24 HR Nifedipine 60 MG Extended Release Oral Tablet [Nifedical]	1	7417	Nifedipine	C0028066
207834	SBD	Somatropin 3.33 MG/ML Injectable Solution [Humatrope]	1	61148	Somatropin	C0169964
1495050	SBD	Sodium Chloride 0.513 MEQ/ML Inhalant Solution [Nebusal]	1	9863	Sodium Chloride	C0037494
261317	SBD	exemestane 25 MG Oral Tablet [Aromasin]	1	258494	exemestane	C0851344
848155	SBD	Amlodipine 10 MG / Hydrochlorothiazide 25 MG / valsartan 160 MG Oral Tablet [Exforge HCT]	3	5487	Hydrochlorothiazide	C0020261
848155	SBD	Amlodipine 10 MG / Hydrochlorothiazide 25 MG / valsartan 160 MG Oral Tablet [Exforge HCT]	3	69749	valsartan	C0216784
848155	SBD	Amlodipine 10 MG / Hydrochlorothiazide 25 MG / valsartan 160 MG Oral Tablet [Exforge HCT]	3	17767	Amlodipine	C0051696
197392	SCD	Baclofen 20 MG Oral Tablet	1	1292	Baclofen	C0004609
900890	GPCK	{7 (24 HR lamotrigine 100 MG Extended Release Oral Tablet) / 14 (24 HR lamotrigine 25 MG Extended Release Oral Tablet) / 14 (24 HR lamotrigine 50 MG Extended Release Oral Tablet) } Pack	1	28439	lamotrigine	C0064636
608844	SBD	Ketoconazole 10 MG/ML Medicated Shampoo [Nizoral]	1	6135	Ketoconazole	C0022625
966184	SBD	Levothyroxine Sodium 0.112 MG Oral Tablet [Levoxyl]	1	10582	levothyroxine	C0040165
1242068	SBD	Dextromethorphan Hydrobromide 2 MG/ML / Guaifenesin 20 MG/ML Oral Solution [Guiatuss DM]	2	5032	Guaifenesin	C0018305
1242068	SBD	Dextromethorphan Hydrobromide 2 MG/ML / Guaifenesin 20 MG/ML Oral Solution [Guiatuss DM]	2	3289	Dextromethorphan	C0011816
314106	SCD	Metronidazole 250 MG Oral Tablet	1	6922	Metronidazole	C0025872
439469	SCDF	Eucalyptus oil / Menthol Oral Lozenge	2	6750	Menthol	C0025368
439469	SCDF	Eucalyptus oil / Menthol Oral Lozenge	2	59087	Eucalyptus oil	C0163069
200162	SCD	sennosides, USP 15 MG Oral Tablet	1	36387	sennosides, USP	C0074332
314221	SCD	Simethicone 125 MG Chewable Tablet	1	9796	Simethicone	C0037138
562508	SCD	Amoxicillin 875 MG / Clavulanate 125 MG Oral Tablet	2	723	Amoxicillin	C0002645
562508	SCD	Amoxicillin 875 MG / Clavulanate 125 MG Oral Tablet	2	48203	Clavulanate	C0110038
309076	SCD	cefpodoxime 100 MG Oral Tablet	1	20489	cefpodoxime	C0055011
755618	SCD	Chloral Hydrate 100 MG/ML Oral Solution	1	38574	trichloroacetaldehyde	C0077034
830803	SBD	24 HR Diltiazem Hydrochloride 300 MG Extended Release Oral Capsule [Cardizem]	1	3443	Diltiazem	C0012373
995983	SCD	Codeine Phosphate 2 MG/ML / Guaifenesin 20 MG/ML / Pseudoephedrine Hydrochloride 6 MG/ML Oral Solution	3	5032	Guaifenesin	C0018305
995983	SCD	Codeine Phosphate 2 MG/ML / Guaifenesin 20 MG/ML / Pseudoephedrine Hydrochloride 6 MG/ML Oral Solution	3	2670	Codeine	C0009214
995983	SCD	Codeine Phosphate 2 MG/ML / Guaifenesin 20 MG/ML / Pseudoephedrine Hydrochloride 6 MG/ML Oral Solution	3	8896	Pseudoephedrine	C0033798
1047905	SCD	Hyoscyamine Sulfate 0.125 MG Oral Tablet	1	153970	Hyoscyamine	C0596004
312086	SCD	Ondansetron 8 MG Oral Tablet	1	26225	Ondansetron	C0061851
834127	SCD	chlorhexidine gluconate 1.2 MG/ML Mouthwash	1	2358	Chlorhexidine	C0008196
1437704	SBD	Albuterol 0.833 MG/ML / Ipratropium Bromide 0.167 MG/ML Inhalant Solution [DuoNeb]	2	7213	Ipratropium	C0027235
1437704	SBD	Albuterol 0.833 MG/ML / Ipratropium Bromide 0.167 MG/ML Inhalant Solution [DuoNeb]	2	435	Albuterol	C0001927
284520	SBD	Tacrolimus 0.001 MG/MG Topical Ointment [Protopic]	1	42316	Tacrolimus	C0085149
153655	SBD	tolcapone 100 MG Oral Tablet [Tasmar]	1	72937	tolcapone	C0246330
856834	SCD	Amitriptyline Hydrochloride 25 MG Oral Tablet	1	704	Amitriptyline	C0002600
261330	SBD	Carbidopa 25 MG Oral Tablet [Lodosyn]	1	2019	Carbidopa	C0006982
317136	SCD	Nortriptyline 25 MG Oral Capsule	1	7531	Nortriptyline	C0028420
261367	SBD	montelukast 4 MG Chewable Tablet [Singulair]	1	88249	montelukast	C0298130
966248	SCD	Levothyroxine Sodium 0.112 MG Oral Tablet	1	10582	levothyroxine	C0040165
310687	SCD	Hydrocortisone 10 MG/ML / Neomycin 3.5 MG/ML / Polymyxin B 10000 UNT/ML Otic Suspension	3	5492	Hydrocortisone	C0020268
310687	SCD	Hydrocortisone 10 MG/ML / Neomycin 3.5 MG/ML / Polymyxin B 10000 UNT/ML Otic Suspension	3	7299	Neomycin	C0027603
310687	SCD	Hydrocortisone 10 MG/ML / Neomycin 3.5 MG/ML / Polymyxin B 10000 UNT/ML Otic Suspension	3	8536	Polymyxin B	C0032535
762003	BPCK	{21 (Ethinyl Estradiol 0.035 MG / norgestimate 0.25 MG Oral Tablet) / 7 (Inert Ingredients 1 MG Oral Tablet) } Pack [MonoNessa 28 Day]	3	31994	norgestimate	C0068992
762003	BPCK	{21 (Ethinyl Estradiol 0.035 MG / norgestimate 0.25 MG Oral Tablet) / 7 (Inert Ingredients 1 MG Oral Tablet) } Pack [MonoNessa 28 Day]	3	4124	Ethinyl Estradiol	C0015011
762003	BPCK	{21 (Ethinyl Estradiol 0.035 MG / norgestimate 0.25 MG Oral Tablet) / 7 (Inert Ingredients 1 MG Oral Tablet) } Pack [MonoNessa 28 Day]	3	748794	Inert Ingredients	C1968272
237420	SCD	Calcium Carbonate 1500 MG Oral Tablet	1	1897	Calcium Carbonate	C0006681
242825	SCD	Tobramycin 1.2 MG/ML Injectable Solution	1	10627	Tobramycin	C0040341
834346	SBD	Amiodarone hydrochloride 200 MG Oral Tablet [Pacerone]	1	703	Amiodarone	C0002598
104112	SBD	mesalamine 400 MG Delayed Release Oral Tablet [Asacol]	1	52582	mesalamine	C0127615
1245168	SBD	magnesium citrate 58.2 MG/ML Oral Solution [Citroma]	1	52356	magnesium citrate	C0126774
810094	SBD	Carbidopa 18.75 MG / entacapone 200 MG / Levodopa 75 MG Oral Tablet [Stalevo]	3	60307	entacapone	C0165921
810094	SBD	Carbidopa 18.75 MG / entacapone 200 MG / Levodopa 75 MG Oral Tablet [Stalevo]	3	2019	Carbidopa	C0006982
810094	SBD	Carbidopa 18.75 MG / entacapone 200 MG / Levodopa 75 MG Oral Tablet [Stalevo]	3	6375	Levodopa	C0023570
310352	SCD	Fluconazole 10 MG/ML Oral Suspension	1	4450	Fluconazole	C0016277
313416	SCD	Tobramycin 10 MG/ML Injectable Solution	1	10627	Tobramycin	C0040341
898355	SBD	Amlodipine 5 MG / Benazepril hydrochloride 10 MG Oral Capsule [Lotrel]	2	17767	Amlodipine	C0051696
898355	SBD	Amlodipine 5 MG / Benazepril hydrochloride 10 MG Oral Capsule [Lotrel]	2	18867	benazepril	C0053091
1171528	SBDG	Calcionate Oral Liquid Product	1	25806	calcium glubionate	C0061347
993520	SBD	12 HR Bupropion Hydrochloride 150 MG Extended Release Oral Tablet [Budeprion]	1	42347	Bupropion	C0085208
198034	SCD	24 HR Nifedipine 30 MG Extended Release Oral Tablet	1	7417	Nifedipine	C0028066
198335	SCD	Sulfamethoxazole 800 MG / Trimethoprim 160 MG Oral Tablet	2	10829	Trimethoprim	C0041041
198335	SCD	Sulfamethoxazole 800 MG / Trimethoprim 160 MG Oral Tablet	2	10180	Sulfamethoxazole	C0038689
991086	SCD	Dicyclomine Hydrochloride 20 MG Oral Tablet	1	3361	Dicyclomine	C0012125
360394	SBD	24 HR Nifedipine 30 MG Extended Release Oral Tablet [Nifedical]	1	7417	Nifedipine	C0028066
798273	SBDF	L1 protein, Human papillomavirus type 11 Vaccine / L1 protein, Human papillomavirus type 16 Vaccine / L1 protein, Human papillomavirus type 18 Vaccine / L1 protein, Human papillomavirus type 6 Vaccine Injectable Suspension [Gardasil]	4	798266	L1 protein, Human papillomavirus type 18 Vaccine	C2344295
798273	SBDF	L1 protein, Human papillomavirus type 11 Vaccine / L1 protein, Human papillomavirus type 16 Vaccine / L1 protein, Human papillomavirus type 18 Vaccine / L1 protein, Human papillomavirus type 6 Vaccine Injectable Suspension [Gardasil]	4	798268	L1 protein, Human papillomavirus type 6 Vaccine	C2344297
798273	SBDF	L1 protein, Human papillomavirus type 11 Vaccine / L1 protein, Human papillomavirus type 16 Vaccine / L1 protein, Human papillomavirus type 18 Vaccine / L1 protein, Human papillomavirus type 6 Vaccine Injectable Suspension [Gardasil]	4	798264	L1 protein, Human papillomavirus type 16 Vaccine	C0083858
798273	SBDF	L1 protein, Human papillomavirus type 11 Vaccine / L1 protein, Human papillomavirus type 16 Vaccine / L1 protein, Human papillomavirus type 18 Vaccine / L1 protein, Human papillomavirus type 6 Vaccine Injectable Suspension [Gardasil]	4	798262	L1 protein, Human papillomavirus type 11 Vaccine	C2344291
1431136	SCD	Metoclopramide Hydrochloride 5 MG/ML Oral Solution	1	6915	Metoclopramide	C0025853
884308	SCD	Nystatin 100 UNT/MG Topical Ointment	1	7597	Nystatin	C0028741
705133	SBD	Nitroglycerin 0.4 MG/ACTUAT Mucosal Spray [NitroMist]	1	4917	Nitroglycerin	C0017887
758032	SBD	0.5 ML Interferon beta-1a 0.044 MG/ML Prefilled Syringe [Rebif]	1	75917	Interferon beta-1a	C0254119
619044	SCDF	Folic Acid Oral Tablet	1	4511	Folic Acid	C0016410
898356	SCD	Amlodipine 5 MG / Benazepril hydrochloride 20 MG Oral Capsule	2	17767	Amlodipine	C0051696
898356	SCD	Amlodipine 5 MG / Benazepril hydrochloride 20 MG Oral Capsule	2	18867	benazepril	C0053091
863603	SBD	Erythromycin Ethylsuccinate 40 MG/ML Oral Suspension [E.E.S.]	1	4053	Erythromycin	C0014806
1542920	SCD	hydrocortisone acetate 0.005 MG/MG Ophthalmic Ointment	1	5492	Hydrocortisone	C0020268
226343	SCD	Dexamethasone 1 MG/ML Ophthalmic Solution	1	3264	Dexamethasone	C0011777
205915	SBD	Griseofulvin 500 MG Oral Tablet [Grifulvin V]	1	5021	Griseofulvin	C0018242
992454	SCD	Promethazine Hydrochloride 25 MG Rectal Suppository	1	8745	Promethazine	C0033405
861842	SBD	Amylases 27000 UNT / Endopeptidases 17000 UNT / Lipase 5000 UNT Delayed Release Oral Capsule [Zenpep]	3	6406	Lipase	C0023764
861842	SBD	Amylases 27000 UNT / Endopeptidases 17000 UNT / Lipase 5000 UNT Delayed Release Oral Capsule [Zenpep]	3	8031	Endopeptidases	C0030946
861842	SBD	Amylases 27000 UNT / Endopeptidases 17000 UNT / Lipase 5000 UNT Delayed Release Oral Capsule [Zenpep]	3	743	Amylases	C0002712
539712	SBD	Nitrofurantoin 100 MG Oral Capsule [Macrobid]	1	7454	Nitrofurantoin	C0028156
617627	BN	Vusion	3	8091	Petrolatum	C0031262
617627	BN	Vusion	3	11423	Zinc Oxide	C0043491
617627	BN	Vusion	3	6932	Miconazole	C0025942
1011738	SBD	aliskiren 150 MG Oral Tablet [Tekturna]	1	325646	aliskiren	C1120110
966200	SBD	Levothyroxine Sodium 0.15 MG Oral Tablet [Levoxyl]	1	10582	levothyroxine	C0040165
198365	SCD	Prochlorperazine 10 MG Oral Tablet	1	8704	Prochlorperazine	C0033229
313997	SCD	Gentian Violet 20 MG/ML Topical Solution	1	4778	Gentian Violet	C0017440
705610	SCD	Ranitidine 15 MG/ML Oral Solution	1	9143	Ranitidine	C0034665
197739	SCD	Glycopyrrolate 2 MG Oral Tablet	1	4955	Glycopyrrolate	C0017970
1088461	SBDC	Alfuzosin hydrochloride 2.5 MG [UroXatral]	1	17300	alfuzosin	C0051150
836356	SCD	Ipratropium Bromide 0.042 MG/ACTUAT Nasal Spray	1	7213	Ipratropium	C0027235
312615	SCD	Prednisone 20 MG Oral Tablet	1	8640	Prednisone	C0032952
998673	SBD	168 HR Clonidine 0.00417 MG/HR Transdermal Patch [Catapres-TTS-1]	1	2599	Clonidine	C0009014
836366	SBD	200 ACTUAT Albuterol 0.09 MG/ACTUAT / Ipratropium Bromide 0.018 MG/ACTUAT Metered Dose Inhaler [Combivent]	2	435	Albuterol	C0001927
836366	SBD	200 ACTUAT Albuterol 0.09 MG/ACTUAT / Ipratropium Bromide 0.018 MG/ACTUAT Metered Dose Inhaler [Combivent]	2	7213	Ipratropium	C0027235
617945	SBD	atomoxetine 100 MG Oral Capsule [Strattera]	1	38400	atomoxetine	C0076823
706825	SBD	Risperidone 6.25 MG/ML Injectable Suspension [Risperdal]	1	35636	Risperidone	C0073393
845478	SBD	topiramate 15 MG Oral Capsule [Topamax]	1	38404	topiramate	C0076829
309332	SCD	Clindamycin 0.01 MG/MG Topical Gel	1	2582	Clindamycin	C0008947
751884	BPCK	{21 (Ethinyl Estradiol 0.02 MG / Levonorgestrel 0.1 MG Oral Tablet) / 7 (Inert Ingredients 1 MG Oral Tablet) } Pack [Lutera 28 Day]	3	6373	Levonorgestrel	C0023566
751884	BPCK	{21 (Ethinyl Estradiol 0.02 MG / Levonorgestrel 0.1 MG Oral Tablet) / 7 (Inert Ingredients 1 MG Oral Tablet) } Pack [Lutera 28 Day]	3	4124	Ethinyl Estradiol	C0015011
751884	BPCK	{21 (Ethinyl Estradiol 0.02 MG / Levonorgestrel 0.1 MG Oral Tablet) / 7 (Inert Ingredients 1 MG Oral Tablet) } Pack [Lutera 28 Day]	3	748794	Inert Ingredients	C1968272
567852	SBDC	interferon beta-1b 0.25 MG/ML [Betaseron]	1	72257	interferon beta-1b	C0244713
1375985	SCD	Cholecalciferol 400 UNT / Glucose 4000 MG Chewable Tablet	2	2418	Cholecalciferol	C0008318
1375985	SCD	Cholecalciferol 400 UNT / Glucose 4000 MG Chewable Tablet	2	4850	Glucose	C0017725
310489	SCD	24 HR Glipizide 2.5 MG Extended Release Oral Tablet	1	4821	Glipizide	C0017642
1085797	SBD	100 ACTUAT Triamcinolone Acetonide 0.055 MG/ACTUAT Nasal Inhaler [Nasacort]	1	10759	Triamcinolone	C0040864
1085754	SCD	Triamcinolone Acetonide 40 MG/ML Injectable Suspension	1	10759	Triamcinolone	C0040864
857297	SCD	Clomipramine Hydrochloride 25 MG Oral Capsule	1	2597	Clomipramine	C0009010
212086	SBD	Aspirin 325 MG Delayed Release Oral Tablet [Ecotrin]	1	1191	Aspirin	C0004057
352304	SBD	ezetimibe 10 MG Oral Tablet [Zetia]	1	341248	ezetimibe	C1142985
647171	SCD	Chlorpheniramine 1.6 MG/ML Extended Release Suspension	1	2400	Chlorpheniramine	C0008281
199246	SCD	glimepiride 2 MG Oral Tablet	1	25789	glimepiride	C0061323
314285	SCD	zonisamide 100 MG Oral Capsule	1	39998	zonisamide	C0078844
829500	SCD	Mefenamic Acid 250 MG Oral Capsule	1	257844	Mefenamate	C0806919
1040058	SBD	Dextromethorphan Hydrobromide 20 MG / Quinidine Sulfate 10 MG Oral Capsule [Nuedexta]	2	3289	Dextromethorphan	C0011816
1040058	SBD	Dextromethorphan Hydrobromide 20 MG / Quinidine Sulfate 10 MG Oral Capsule [Nuedexta]	2	9068	Quinidine	C0034414
310797	SCD	Hydrochlorothiazide 12.5 MG / quinapril 20 MG Oral Tablet	2	35208	quinapril	C0072857
310797	SCD	Hydrochlorothiazide 12.5 MG / quinapril 20 MG Oral Tablet	2	5487	Hydrochlorothiazide	C0020261
857002	SCD	Acetaminophen 325 MG / Hydrocodone Bitartrate 5 MG Oral Tablet	2	161	Acetaminophen	C0000970
857002	SCD	Acetaminophen 325 MG / Hydrocodone Bitartrate 5 MG Oral Tablet	2	5489	Hydrocodone	C0020264
854245	SCD	0.8 ML Enoxaparin sodium 150 MG/ML Prefilled Syringe	1	67108	Enoxaparin	C0206460
897714	SBD	Verapamil hydrochloride 240 MG Extended Release Oral Tablet [Isoptin]	1	11170	Verapamil	C0042523
898353	SCD	Amlodipine 5 MG / Benazepril hydrochloride 10 MG Oral Capsule	2	17767	Amlodipine	C0051696
898353	SCD	Amlodipine 5 MG / Benazepril hydrochloride 10 MG Oral Capsule	2	18867	benazepril	C0053091
859088	SBD	200 ACTUAT Albuterol 0.09 MG/ACTUAT Metered Dose Inhaler [Ventolin]	1	435	Albuterol	C0001927
979473	SBD	Hydrochlorothiazide 25 MG / Losartan Potassium 100 MG Oral Tablet [Hyzaar]	2	5487	Hydrochlorothiazide	C0020261
979473	SBD	Hydrochlorothiazide 25 MG / Losartan Potassium 100 MG Oral Tablet [Hyzaar]	2	52175	Losartan	C0126174
578797	SBD	Fenofibrate 130 MG Oral Capsule [Antara]	1	8703	Fenofibrate	C0033228
861808	SBD	Metformin hydrochloride 500 MG / rosiglitazone 2 MG Oral Tablet [Avandamet]	2	84108	rosiglitazone	C0289313
861808	SBD	Metformin hydrochloride 500 MG / rosiglitazone 2 MG Oral Tablet [Avandamet]	2	6809	Metformin	C0025598
544454	SBDF	Lactulose Oral Solution [Generlac]	1	6218	Lactulose	C0022957
1091145	SCD	8 HR Methylphenidate Hydrochloride 10 MG Extended Release Oral Tablet	1	6901	Methylphenidate	C0025810
