drug	disease	CSH	AJG	PK	CSH_notes	AJG_notes	PK_notes	drug_url	disease_url	tie
Hydrocortisone	allergic rhinitis	DM	SYM					http://www.drugbank.ca/drugs/DB00741	http://www.disease-ontology.org/term/DOID%3A4481	True
Hydrocortisone	kidney cancer	SYM	NOT					http://www.drugbank.ca/drugs/DB00741	http://www.disease-ontology.org/term/DOID%3A263	True
Hydrocortisone	prostate cancer	SYM	NOT					http://www.drugbank.ca/drugs/DB00741	http://www.disease-ontology.org/term/DOID%3A10283	True
Hydrocortisone	psoriasis	DM	SYM					http://www.drugbank.ca/drugs/DB00741	http://www.disease-ontology.org/term/DOID%3A8893	True
Hydroxyurea	kidney cancer	NOT	DM					http://www.drugbank.ca/drugs/DB01005	http://www.disease-ontology.org/term/DOID%3A263	True
Hydroxyurea	lung cancer	NOT	DM					http://www.drugbank.ca/drugs/DB01005	http://www.disease-ontology.org/term/DOID%3A1324	True
Hydroxyurea	melanoma	NOT	DM					http://www.drugbank.ca/drugs/DB01005	http://www.disease-ontology.org/term/DOID%3A1909	True
Hydroxyurea	ovarian cancer	NOT	DM					http://www.drugbank.ca/drugs/DB01005	http://www.disease-ontology.org/term/DOID%3A2394	True
Hydroxyurea	prostate cancer	NOT	DM					http://www.drugbank.ca/drugs/DB01005	http://www.disease-ontology.org/term/DOID%3A10283	True
Hydroxyurea	psoriasis	NOT	DM					http://www.drugbank.ca/drugs/DB01005	http://www.disease-ontology.org/term/DOID%3A8893	True
Hydroxyurea	skin cancer	NOT	DM					http://www.drugbank.ca/drugs/DB01005	http://www.disease-ontology.org/term/DOID%3A4159	True
Hydroxyurea	uterine cancer	NOT	DM					http://www.drugbank.ca/drugs/DB01005	http://www.disease-ontology.org/term/DOID%3A363	True
Indacaterol	asthma	NOT	DM		not sure if works in asthma			http://www.drugbank.ca/drugs/DB05039	http://www.disease-ontology.org/term/DOID%3A2841	True
Indapamide	hypertension	DM	SYM					http://www.drugbank.ca/drugs/DB00808	http://www.disease-ontology.org/term/DOID%3A10763	True
Indomethacin	osteoarthritis	SYM	DM					http://www.drugbank.ca/drugs/DB00328	http://www.disease-ontology.org/term/DOID%3A8398	True
Irbesartan	type 2 diabetes mellitus	NOT	SYM					http://www.drugbank.ca/drugs/DB01029	http://www.disease-ontology.org/term/DOID%3A9352	True
Irinotecan	hematologic cancer	DM	NOT					http://www.drugbank.ca/drugs/DB00762	http://www.disease-ontology.org/term/DOID%3A2531	True
Isosorbide Dinitrate	hypertension	NOT	SYM					http://www.drugbank.ca/drugs/DB00883	http://www.disease-ontology.org/term/DOID%3A10763	True
Isotretinoin	peripheral nervous system neoplasm	DM	NOT					http://www.drugbank.ca/drugs/DB00982	http://www.disease-ontology.org/term/DOID%3A1192	True
Isradipine	hypertension	DM	SYM					http://www.drugbank.ca/drugs/DB00270	http://www.disease-ontology.org/term/DOID%3A10763	True
Ketoprofen	osteoarthritis	SYM	DM					http://www.drugbank.ca/drugs/DB01009	http://www.disease-ontology.org/term/DOID%3A8398	True
Ketotifen	asthma	SYM	DM					http://www.drugbank.ca/drugs/DB00920	http://www.disease-ontology.org/term/DOID%3A2841	True
L-Carnitine	autistic disorder	SYM	NOT					http://www.drugbank.ca/drugs/DB00583	http://www.disease-ontology.org/term/DOID%3A12849	True
Latanoprost	hypertension	NOT	SYM					http://www.drugbank.ca/drugs/DB00654	http://www.disease-ontology.org/term/DOID%3A10763	True
Leucovorin	bone cancer	SYM	DM		an adjuvant med for chemo			http://www.drugbank.ca/drugs/DB00650	http://www.disease-ontology.org/term/DOID%3A184	True
Leucovorin	colon cancer	SYM	DM					http://www.drugbank.ca/drugs/DB00650	http://www.disease-ontology.org/term/DOID%3A219	True
Levobunolol	glaucoma	DM	SYM					http://www.drugbank.ca/drugs/DB01210	http://www.disease-ontology.org/term/DOID%3A1686	True
Levobunolol	hypertension	NOT	SYM					http://www.drugbank.ca/drugs/DB01210	http://www.disease-ontology.org/term/DOID%3A10763	True
Levonorgestrel	polycystic ovary syndrome	SYM	DM					http://www.drugbank.ca/drugs/DB00367	http://www.disease-ontology.org/term/DOID%3A11612	True
Levothyroxine	Graves' disease	NOT	SYM		possibly for hypothyroid grave's	Used to treat effect of thyroid dysfunction but doesn't treat underlying disease		http://www.drugbank.ca/drugs/DB00451	http://www.disease-ontology.org/term/DOID%3A12361	True
Levothyroxine	thyroid cancer	SYM	NOT			Treats after thyroid removal		http://www.drugbank.ca/drugs/DB00451	http://www.disease-ontology.org/term/DOID%3A1781	True
Linagliptin	type 2 diabetes mellitus	DM	SYM		Pilot classification: disease-modifying; Pilot notes:			http://www.drugbank.ca/drugs/DB08882	http://www.disease-ontology.org/term/DOID%3A9352	True
Liothyronine	thyroid cancer	SYM	NOT			Treats side effect of treatment		http://www.drugbank.ca/drugs/DB00279	http://www.disease-ontology.org/term/DOID%3A1781	True
Liotrix	thyroid cancer	SYM	NOT			Treats side effect of treatment		http://www.drugbank.ca/drugs/DB01583	http://www.disease-ontology.org/term/DOID%3A1781	True
Lisinopril	systemic scleroderma	NOT	DM					http://www.drugbank.ca/drugs/DB00722	http://www.disease-ontology.org/term/DOID%3A418	True
Lithium	schizophrenia	SYM	NOT					http://www.drugbank.ca/drugs/DB01356	http://www.disease-ontology.org/term/DOID%3A5419	True
Lomustine	kidney cancer	NOT	DM					http://www.drugbank.ca/drugs/DB01206	http://www.disease-ontology.org/term/DOID%3A263	True
Lomustine	skin cancer	NOT	DM					http://www.drugbank.ca/drugs/DB01206	http://www.disease-ontology.org/term/DOID%3A4159	True
Loratadine	atopic dermatitis	SYM	DM					http://www.drugbank.ca/drugs/DB00455	http://www.disease-ontology.org/term/DOID%3A3310	True
Loxapine	schizophrenia	SYM	DM			Loaxpine has unique effects on neuronal connections		http://www.drugbank.ca/drugs/DB00408	http://www.disease-ontology.org/term/DOID%3A5419	True
Mannitol	glaucoma	SYM	NOT		acutely 			http://www.drugbank.ca/drugs/DB00742	http://www.disease-ontology.org/term/DOID%3A1686	True
Mecamylamine	hypertension	NOT	SYM		not used anymore			http://www.drugbank.ca/drugs/DB00657	http://www.disease-ontology.org/term/DOID%3A10763	True
Medroxyprogesterone Acetate	uterine cancer	NOT	DM			Adavnaced enodemtrial cancer		http://www.drugbank.ca/drugs/DB00603	http://www.disease-ontology.org/term/DOID%3A363	True
Melphalan	breast cancer	NOT	DM					http://www.drugbank.ca/drugs/DB01042	http://www.disease-ontology.org/term/DOID%3A1612	True
Melphalan	melanoma	NOT	DM					http://www.drugbank.ca/drugs/DB01042	http://www.disease-ontology.org/term/DOID%3A1909	True
Melphalan	muscle cancer	NOT	DM					http://www.drugbank.ca/drugs/DB01042	http://www.disease-ontology.org/term/DOID%3A4045	True
Melphalan	ovarian cancer	NOT	DM					http://www.drugbank.ca/drugs/DB01042	http://www.disease-ontology.org/term/DOID%3A2394	True
Melphalan	peripheral nervous system neoplasm	NOT	DM					http://www.drugbank.ca/drugs/DB01042	http://www.disease-ontology.org/term/DOID%3A1192	True
Melphalan	sarcoma	NOT	DM					http://www.drugbank.ca/drugs/DB01042	http://www.disease-ontology.org/term/DOID%3A1115	True
Melphalan	skin cancer	NOT	DM					http://www.drugbank.ca/drugs/DB01042	http://www.disease-ontology.org/term/DOID%3A4159	True
Metformin	kidney cancer	NOT	DM		Pilot classification: symptomatic; Pilot notes: some studies suggest it may be beneficial but not one from 2013			http://www.drugbank.ca/drugs/DB00331	http://www.disease-ontology.org/term/DOID%3A263	True
Metformin	liver cancer	NOT	DM					http://www.drugbank.ca/drugs/DB00331	http://www.disease-ontology.org/term/DOID%3A3571	True
Methamphetamine	obesity	SYM	NOT		tough decision			http://www.drugbank.ca/drugs/DB01577	http://www.disease-ontology.org/term/DOID%3A9970	True
Methazolamide	glaucoma	DM	SYM					http://www.drugbank.ca/drugs/DB00703	http://www.disease-ontology.org/term/DOID%3A1686	True
Methotrexate	multiple sclerosis	DM	NOT					http://www.drugbank.ca/drugs/DB00563	http://www.disease-ontology.org/term/DOID%3A2377	True
Methotrexate	testicular cancer	DM	NOT					http://www.drugbank.ca/drugs/DB00563	http://www.disease-ontology.org/term/DOID%3A2998	True
Methyldopa	hypertension	DM	SYM					http://www.drugbank.ca/drugs/DB00968	http://www.disease-ontology.org/term/DOID%3A10763	True
Methylprednisolone	allergic rhinitis	SYM	DM		acute			http://www.drugbank.ca/drugs/DB00959	http://www.disease-ontology.org/term/DOID%3A4481	True
Methylprednisolone	asthma	SYM	DM					http://www.drugbank.ca/drugs/DB00959	http://www.disease-ontology.org/term/DOID%3A2841	True
Methylprednisolone	atopic dermatitis	SYM	DM					http://www.drugbank.ca/drugs/DB00959	http://www.disease-ontology.org/term/DOID%3A3310	True
Methylprednisolone	rheumatoid arthritis	SYM	DM					http://www.drugbank.ca/drugs/DB00959	http://www.disease-ontology.org/term/DOID%3A7148	True
Methylprednisolone	systemic lupus erythematosus	SYM	DM					http://www.drugbank.ca/drugs/DB00959	http://www.disease-ontology.org/term/DOID%3A9074	True
Methylprednisolone	ulcerative colitis	SYM	DM					http://www.drugbank.ca/drugs/DB00959	http://www.disease-ontology.org/term/DOID%3A8577	True
Methyltestosterone	breast cancer	DM	NOT			Risk		http://www.drugbank.ca/drugs/DB06710	http://www.disease-ontology.org/term/DOID%3A1612	True
Metipranolol	glaucoma	DM	SYM					http://www.drugbank.ca/drugs/DB01214	http://www.disease-ontology.org/term/DOID%3A1686	True
Metolazone	hypertension	NOT	DM		diuretic			http://www.drugbank.ca/drugs/DB00524	http://www.disease-ontology.org/term/DOID%3A10763	True
Metoprolol	hypertension	DM	SYM		Pilot classification: disease-modifying; Pilot notes:			http://www.drugbank.ca/drugs/DB00264	http://www.disease-ontology.org/term/DOID%3A10763	True
Metronidazole	Crohn's disease	NOT	DM					http://www.drugbank.ca/drugs/DB00916	http://www.disease-ontology.org/term/DOID%3A8778	True
Metronidazole	systemic scleroderma	NOT	SYM					http://www.drugbank.ca/drugs/DB00916	http://www.disease-ontology.org/term/DOID%3A418	True
Miglitol	type 2 diabetes mellitus	DM	SYM					http://www.drugbank.ca/drugs/DB00491	http://www.disease-ontology.org/term/DOID%3A9352	True
Minoxidil	hypertension	NOT	SYM		not used anymore			http://www.drugbank.ca/drugs/DB00350	http://www.disease-ontology.org/term/DOID%3A10763	True
Misoprostol	osteoarthritis	NOT	SYM					http://www.drugbank.ca/drugs/DB00929	http://www.disease-ontology.org/term/DOID%3A8398	True
Mitomycin	glaucoma	NOT	DM		used in glaucoma surg	Post sirgically		http://www.drugbank.ca/drugs/DB00305	http://www.disease-ontology.org/term/DOID%3A1686	True
Mitoxantrone	breast cancer	DM	NOT					http://www.drugbank.ca/drugs/DB01204	http://www.disease-ontology.org/term/DOID%3A1612	True
Mitoxantrone	hematologic cancer	DM	NOT					http://www.drugbank.ca/drugs/DB01204	http://www.disease-ontology.org/term/DOID%3A2531	True
Mitoxantrone	lymphatic system cancer	DM	NOT					http://www.drugbank.ca/drugs/DB01204	http://www.disease-ontology.org/term/DOID%3A0060073	True
Mitoxantrone	multiple sclerosis	DM	NOT					http://www.drugbank.ca/drugs/DB01204	http://www.disease-ontology.org/term/DOID%3A2377	True
Mitoxantrone	sarcoma	DM	NOT					http://www.drugbank.ca/drugs/DB01204	http://www.disease-ontology.org/term/DOID%3A1115	True
Modafinil	attention deficit hyperactivity disorder	SYM	NOT					http://www.drugbank.ca/drugs/DB00745	http://www.disease-ontology.org/term/DOID%3A1094	True
Mometasone	asthma	DM	SYM					http://www.drugbank.ca/drugs/DB00764	http://www.disease-ontology.org/term/DOID%3A2841	True
Mometasone	atopic dermatitis	DM	SYM					http://www.drugbank.ca/drugs/DB00764	http://www.disease-ontology.org/term/DOID%3A3310	True
Mometasone	systemic scleroderma	DM	SYM					http://www.drugbank.ca/drugs/DB00764	http://www.disease-ontology.org/term/DOID%3A418	True
Monobenzone	vitiligo	SYM	DM					http://www.drugbank.ca/drugs/DB00600	http://www.disease-ontology.org/term/DOID%3A12306	True
Moxifloxacin	asthma	NOT	SYM					http://www.drugbank.ca/drugs/DB00218	http://www.disease-ontology.org/term/DOID%3A2841	True
Moxifloxacin	chronic obstructive pulmonary disease	NOT	SYM					http://www.drugbank.ca/drugs/DB00218	http://www.disease-ontology.org/term/DOID%3A3083	True
Moxifloxacin	hypertension	NOT	SYM					http://www.drugbank.ca/drugs/DB00218	http://www.disease-ontology.org/term/DOID%3A10763	True
Mupirocin	atopic dermatitis	NOT	DM					http://www.drugbank.ca/drugs/DB00410	http://www.disease-ontology.org/term/DOID%3A3310	True
Nadolol	hypertension	DM	SYM					http://www.drugbank.ca/drugs/DB01203	http://www.disease-ontology.org/term/DOID%3A10763	True
Naltrexone	alcohol dependence	SYM	DM					http://www.drugbank.ca/drugs/DB00704	http://www.disease-ontology.org/term/DOID%3A0050741	True
Nateglinide	type 2 diabetes mellitus	DM	SYM					http://www.drugbank.ca/drugs/DB00731	http://www.disease-ontology.org/term/DOID%3A9352	True
Nedocromil	asthma	DM	SYM					http://www.drugbank.ca/drugs/DB00716	http://www.disease-ontology.org/term/DOID%3A2841	True
Niacin	atherosclerosis	DM	SYM					http://www.drugbank.ca/drugs/DB00627	http://www.disease-ontology.org/term/DOID%3A1936	True
Niacin	coronary artery disease	DM	SYM					http://www.drugbank.ca/drugs/DB00627	http://www.disease-ontology.org/term/DOID%3A3393	True
Niacin	pancreatitis	DM	NOT					http://www.drugbank.ca/drugs/DB00627	http://www.disease-ontology.org/term/DOID%3A4989	True
Nicotine	nicotine dependence	SYM	NOT					http://www.drugbank.ca/drugs/DB00184	http://www.disease-ontology.org/term/DOID%3A0050742	True
Nicotine	ulcerative colitis	NOT	DM		in research			http://www.drugbank.ca/drugs/DB00184	http://www.disease-ontology.org/term/DOID%3A8577	True
Nifedipine	coronary artery disease	DM	SYM		prinzmetals			http://www.drugbank.ca/drugs/DB01115	http://www.disease-ontology.org/term/DOID%3A3393	True
Nifedipine	hypertension	DM	SYM					http://www.drugbank.ca/drugs/DB01115	http://www.disease-ontology.org/term/DOID%3A10763	True
Nifedipine	systemic scleroderma	NOT	SYM					http://www.drugbank.ca/drugs/DB01115	http://www.disease-ontology.org/term/DOID%3A418	True
Nisoldipine	hypertension	DM	SYM		Pilot classification: disease-modifying; Pilot notes:			http://www.drugbank.ca/drugs/DB00401	http://www.disease-ontology.org/term/DOID%3A10763	True
Norethindrone	osteoporosis	NOT	DM					http://www.drugbank.ca/drugs/DB00717	http://www.disease-ontology.org/term/DOID%3A11476	True
Norethindrone	polycystic ovary syndrome	SYM	DM					http://www.drugbank.ca/drugs/DB00717	http://www.disease-ontology.org/term/DOID%3A11612	True
Octreotide	pancreatic cancer	NOT	SYM		diarrhea from VIPomas			http://www.drugbank.ca/drugs/DB00104	http://www.disease-ontology.org/term/DOID%3A1793	True
Octreotide	pancreatitis	NOT	SYM					http://www.drugbank.ca/drugs/DB00104	http://www.disease-ontology.org/term/DOID%3A4989	True
Octreotide	thymus cancer	NOT	DM					http://www.drugbank.ca/drugs/DB00104	http://www.disease-ontology.org/term/DOID%3A3277	True
Octreotide	type 1 diabetes mellitus	NOT	SYM					http://www.drugbank.ca/drugs/DB00104	http://www.disease-ontology.org/term/DOID%3A9744	True
Olmesartan	coronary artery disease	NOT	DM					http://www.drugbank.ca/drugs/DB00275	http://www.disease-ontology.org/term/DOID%3A3393	True
Olopatadine	allergic rhinitis	DM	SYM					http://www.drugbank.ca/drugs/DB00768	http://www.disease-ontology.org/term/DOID%3A4481	True
Omeprazole	ankylosing spondylitis	NOT	SYM					http://www.drugbank.ca/drugs/DB00338	http://www.disease-ontology.org/term/DOID%3A7147	True
Ondansetron	alcohol dependence	SYM	NOT					http://www.drugbank.ca/drugs/DB00904	http://www.disease-ontology.org/term/DOID%3A0050741	True
Orciprenaline	asthma	DM	SYM					http://www.drugbank.ca/drugs/DB00816	http://www.disease-ontology.org/term/DOID%3A2841	True
Orlistat	hypertension	NOT	DM					http://www.drugbank.ca/drugs/DB01083	http://www.disease-ontology.org/term/DOID%3A10763	True
Orlistat	type 2 diabetes mellitus	NOT	DM					http://www.drugbank.ca/drugs/DB01083	http://www.disease-ontology.org/term/DOID%3A9352	True
Oxandrolone	osteoporosis	SYM	DM		Pilot classification: symptomatic; Pilot notes: relieves bone pain			http://www.drugbank.ca/drugs/DB00621	http://www.disease-ontology.org/term/DOID%3A11476	True
Oxaprozin	osteoarthritis	SYM	DM					http://www.drugbank.ca/drugs/DB00991	http://www.disease-ontology.org/term/DOID%3A8398	True
Oxymetazoline	allergic rhinitis	SYM	DM					http://www.drugbank.ca/drugs/DB00935	http://www.disease-ontology.org/term/DOID%3A4481	True
Pamidronate	breast cancer	NOT	SYM					http://www.drugbank.ca/drugs/DB00282	http://www.disease-ontology.org/term/DOID%3A1612	True
Pamidronate	hematologic cancer	NOT	SYM					http://www.drugbank.ca/drugs/DB00282	http://www.disease-ontology.org/term/DOID%3A2531	True
Paricalcitol	chronic kidney failure	NOT	SYM		parathy ass't with CKD			http://www.drugbank.ca/drugs/DB00910	http://www.disease-ontology.org/term/DOID%3A784	True
Penbutolol	hypertension	DM	SYM					http://www.drugbank.ca/drugs/DB01359	http://www.disease-ontology.org/term/DOID%3A10763	True
Penicillamine	primary biliary cirrhosis	DM	NOT					http://www.drugbank.ca/drugs/DB00859	http://www.disease-ontology.org/term/DOID%3A12236	True
Penicillin V	periodontitis	NOT	DM					http://www.drugbank.ca/drugs/DB00417	http://www.disease-ontology.org/term/DOID%3A824	True
Pentoxifylline	malaria	NOT	DM			Cerebral malaria		http://www.drugbank.ca/drugs/DB00806	http://www.disease-ontology.org/term/DOID%3A12365	True
Pergolide	Gilles de la Tourette syndrome	NOT	SYM		w/d from market			http://www.drugbank.ca/drugs/DB01186	http://www.disease-ontology.org/term/DOID%3A11119	True
Pergolide	Parkinson's disease	NOT	SYM					http://www.drugbank.ca/drugs/DB01186	http://www.disease-ontology.org/term/DOID%3A14330	True
Perindopril	coronary artery disease	NOT	DM					http://www.drugbank.ca/drugs/DB00790	http://www.disease-ontology.org/term/DOID%3A3393	True
Phenylpropanolamine	obesity	NOT	DM		inc risk stroke in women			http://www.drugbank.ca/drugs/DB00397	http://www.disease-ontology.org/term/DOID%3A9970	True
Physostigmine	glaucoma	DM	SYM					http://www.drugbank.ca/drugs/DB00981	http://www.disease-ontology.org/term/DOID%3A1686	True
Pilocarpine	glaucoma	DM	SYM					http://www.drugbank.ca/drugs/DB01085	http://www.disease-ontology.org/term/DOID%3A1686	True
Pilocarpine	rheumatoid arthritis	NOT	SYM					http://www.drugbank.ca/drugs/DB01085	http://www.disease-ontology.org/term/DOID%3A7148	True
Pindolol	hypertension	DM	SYM					http://www.drugbank.ca/drugs/DB00960	http://www.disease-ontology.org/term/DOID%3A10763	True
Pioglitazone	type 2 diabetes mellitus	NOT	DM					http://www.drugbank.ca/drugs/DB01132	http://www.disease-ontology.org/term/DOID%3A9352	True
Pirbuterol	asthma	DM	SYM					http://www.drugbank.ca/drugs/DB01291	http://www.disease-ontology.org/term/DOID%3A2841	True
Piroxicam	ankylosing spondylitis	SYM	DM					http://www.drugbank.ca/drugs/DB00554	http://www.disease-ontology.org/term/DOID%3A7147	True
