RXCUI_IN,DRUG_DESC,ICD9,INDICATION_DESCRIPTION,POSSIBLE_LABEL_USE
1191,Aspirin,715.00,Osteoarthrosis; generalized; involving unspecified site,1
1191,Aspirin,715.9,Osteoarthrosis; unspecified whether generalized or localized,1
1191,Aspirin,715.90,Osteoarthrosis; unspecified whether generalized or localized; involving unspecified site,1
1191,Aspirin,716.90,Arthropathy; unspecified; site unspecified,1
1191,Aspirin,729.1,Myalgia and myositis unspecified,1
1191,Aspirin,780.60,Fever; unspecified,1
1191,Aspirin,780.96,Generalized pain,1
1191,Aspirin,780.99,Other general symptoms,0
1191,Aspirin,784.0,Headache,1
1191,Aspirin,786.2,Cough,0
1191,Aspirin,786.50,Unspecified chest pain,1
1191,Aspirin,799.89,Other ill-defined conditions,0
1191,Aspirin,799.9,Other unknown and unspecified cause of morbidity or mortality,1
1191,Aspirin,999.9,Other and unspecified complications of medical care; not elsewhere classified,0
1202,Atenolol,401-405.99,,1
1202,Atenolol,401.9,Hypertension NOS,1
1202,Atenolol,410.90,Acute myocardial infarction; unspecified site; episode of care unspecified,1
1202,Atenolol,413,Angina pectoris,1
1202,Atenolol,413.9,Other and unspecified angina pectoris,1
1202,Atenolol,427.1,Paroxysmal ventricular tachycardia,0
1202,Atenolol,427.31,Atrial fibrillation,0
1202,Atenolol,427.32,Atrial flutter,0
1202,Atenolol,427.41,Ventricular fibrillation,0
1202,Atenolol,427.89,Other specified cardiac dysrhythmias,0
1202,Atenolol,428.0,Congestive heart failure (CHF) NOS,0
1202,Atenolol,429.9,Heart disease NOS,1
1202,Atenolol,786.50,Unspecified chest pain,1
1202,Atenolol,997.91,Hypertension,1
1223,Atropine,332.0,Paralysis agitans,1
1223,Atropine,338-338.99,,0
1223,Atropine,364.3,Iridocyclitis NOS,0
1223,Atropine,367.51,Paresis of accommodation,1
1223,Atropine,379.42,Miosis (persistent); not due to miotics,1
1223,Atropine,379.43,Mydriasis (persistent); not due to mydriatics,1
1223,Atropine,426.6,Other heart block,0
1223,Atropine,426.9,Conduction disorder NOS,1
1223,Atropine,427.5,Cardiac arrest,0
1223,Atropine,427.89,Other specified cardiac dysrhythmias,1
1223,Atropine,493,Asthma,0
1223,Atropine,493.9,Asthma; unspecified,0
1223,Atropine,493.90,Asthma; unspecified type; without mention of status asthmaticus,0
1223,Atropine,527.7,Disturbance of salivary secretion,1
1223,Atropine,531,Gastric ulcer,0
1223,Atropine,531.90,Gastric ulcer; unspecified as acute or chronic; without mention of hemorrhage or perforation; without mention of obstruction,0
1223,Atropine,533,Peptic ulcer; site unspecified,1
1223,Atropine,533.90,Peptic ulcer of unspecified site; unspecified as acute or chronic; without mention of hemorrhage or perforation; without mention of obstruction,1
1223,Atropine,564.1,Irritable bowel syndrome,0
1223,Atropine,707.9,Chronic ulcer of unspecified site,1
1223,Atropine,728.85,Spasm of muscle,1
1223,Atropine,780.8,Generalized hyperhidrosis,1
1223,Atropine,780.96,Generalized pain,1
1223,Atropine,781.0,Abnormal involuntary movements,1
1223,Atropine,787.03,Vomiting alone,1
1223,Atropine,787.7,Abnormal feces,1
1223,Atropine,787.91,Diarrhea,1
1223,Atropine,789.00,Abdominal pain; unspecified site,1
1223,Atropine,789.7,Colic (ADDED),1
1223,Atropine,95.09,EYE EXAMINATION NOS,0
1223,Atropine,977.9,Poisoning by unspecified drug or medicinal substance,0
1225,Hyoscyamine Sulfate,332,Parkinson's disease,0
1225,Hyoscyamine Sulfate,332.0,Paralysis agitans,0
1225,Hyoscyamine Sulfate,472.0,Chronic rhinitis,0
1225,Hyoscyamine Sulfate,527.7,Disturbance of salivary secretion,0
1225,Hyoscyamine Sulfate,533,Peptic ulcer; site unspecified,0
1225,Hyoscyamine Sulfate,533.90,Peptic ulcer of unspecified site; unspecified as acute or chronic; without mention of hemorrhage or perforation; without mention of obstruction,0
1225,Hyoscyamine Sulfate,564.1,Irritable bowel syndrome,0
1225,Hyoscyamine Sulfate,569.9,Unspecified disorder of intestine,0
1225,Hyoscyamine Sulfate,577.0,Acute pancreatitis,0
1225,Hyoscyamine Sulfate,595,Cystitis,0
1225,Hyoscyamine Sulfate,595.9,Cystitis NOS,0
1225,Hyoscyamine Sulfate,596.54,Neurogenic bladder NOS,0
1225,Hyoscyamine Sulfate,596.59,Other functional disorder of bladder,0
1225,Hyoscyamine Sulfate,705.21,Primary focal hyperhidrosis,0
1225,Hyoscyamine Sulfate,728.85,Spasm of muscle,0
1225,Hyoscyamine Sulfate,780-789.99,,0
1225,Hyoscyamine Sulfate,780.96,Generalized pain,0
1225,Hyoscyamine Sulfate,781.0,Abnormal involuntary movements,0
1225,Hyoscyamine Sulfate,789.00,Abdominal pain; unspecified site,0
1225,Hyoscyamine Sulfate,789.7,Colic (ADDED),0
1227,Auranofin,338-338.99,,0
1227,Auranofin,694.4,Pemphigus,0
1227,Auranofin,696.0,Psoriatic arthropathy,1
1227,Auranofin,714.0,Rheumatoid arthritis,1
1227,Auranofin,719.00,Effusion of joint; site unspecified,0
1227,Auranofin,719.40,Pain in joint site unspecified,0
1227,Auranofin,719.50,Stiffness of joint; not elsewhere classified; involving unspecified site,0
1227,Auranofin,780.96,Generalized pain,0
1251,Azacitidine,238.75,Myelodysplastic syndrome; unspecified,1
1256,Azathioprine,279.5,Graft-versus-host disease,0
1256,Azathioprine,279.50,Graft-versus-host disease; unspecified,0
1256,Azathioprine,287.31,Immune thrombocytopenic purpura,0
1256,Azathioprine,340,Multiple sclerosis,0
1256,Azathioprine,55.6,Transplant of kidney,0
1256,Azathioprine,555.9,Regional enteritis of unspecified site,0
1256,Azathioprine,556,Ulcerative colitis,0
1256,Azathioprine,556.8,Other ulcerative colitis,0
1256,Azathioprine,556.9,Ulcerative colitis; unspecified,0
1256,Azathioprine,710.0,Systemic lupus erythematosus,0
1256,Azathioprine,714.0,Rheumatoid arthritis,1
1256,Azathioprine,996.52,Mechanical complication due to other tissue graft; not elsewhere classified,0
1272,Aztreonam,038,Septicemia,1
1272,Aztreonam,038.9,Septicemia NOS,1
1272,Aztreonam,041.7,Pseudomonas infection in conditions classified elsewhere and of unspecified site,0
1272,Aztreonam,136.9,Unspecified infectious and parasitic diseases,1
1272,Aztreonam,277.0,Cystic fibrosis,1
1272,Aztreonam,277.00,Cystic fibrosis without mention of meconium ileus,1
1272,Aztreonam,486,Pneumonia; organism unspecified,1
1272,Aztreonam,519.8,Other diseases of respiratory system; not elsewhere classified,1
1272,Aztreonam,599.0,Urinary tract infection; site not specified,1
1272,Aztreonam,629.9,Unspecified disorder of female genital organs,0
1272,Aztreonam,686.9,Unspecified local infection of skin and subcutaneous tissue,0
1291,Bacitracin,008.45,Intestinal infection due to clostridium difficile,0
1291,Bacitracin,041.00,Unspecified Streptococcus infection in conditions classified elsewhere and of unspecified site,0
1291,Bacitracin,041.10,Unspecified Staphylococcus infection in conditions classified elsewhere and of unspecified site,0
1291,Bacitracin,379.99,Other ill-defined disorders of eye,1
1291,Bacitracin,379.99|041.9,,0
1291,Bacitracin,510,Empyema,1
1291,Bacitracin,510.9,Empyema without mention of fistula,1
1291,Bacitracin,686.8|041.9,,0
1292,Baclofen,239.7,Neoplasm of unspecified nature of endocrine glands and other parts of nervous system,0
1292,Baclofen,323.9,Unspecified cause of encephalitis; myelitis; and encephalomyelitis,0
1292,Baclofen,333.4,Huntington's chorea,0
1292,Baclofen,336.1,Vascular myelopathies,0
1292,Baclofen,336.9,Spinal cord disease NOS,1
1292,Baclofen,338-338.99,,1
1292,Baclofen,340,Multiple sclerosis,1
1292,Baclofen,343.9,Infantile cerebral palsy NOS,1
1292,Baclofen,350.1,Trigeminal neuralgia,0
1292,Baclofen,434.91,Cerebral artery occlusion; unspecified; with cerebral infarction,1
1292,Baclofen,596.54,Neurogenic bladder NOS,0
1292,Baclofen,596.59,Other functional disorder of bladder,0
1292,Baclofen,728.85,Spasm of muscle,1
1292,Baclofen,756.11,Spondylolysis; congenital; lumbosacral region,0
1292,Baclofen,780.96,Generalized pain,1
1292,Baclofen,781.0,Abnormal involuntary movements,1
1292,Baclofen,786.8,Hiccough,0
1292,Baclofen,952.9,Spinal cord injury NOS,0
1347,Beclomethasone,471,Nasal polyps,1
1347,Beclomethasone,471.0,Polyp of nasal cavity,1
1347,Beclomethasone,471.9,Nasal polyp NOS,1
1347,Beclomethasone,477.9,Allergic rhinitis NOS,0
1347,Beclomethasone,493,Asthma,0
1347,Beclomethasone,493.9,Asthma; unspecified,0
1347,Beclomethasone,493.90,Asthma; unspecified type; without mention of status asthmaticus,0
1348,Beclomethasone Dipropionate,471,Nasal polyps,0
1348,Beclomethasone Dipropionate,471.0,Polyp of nasal cavity,0
1348,Beclomethasone Dipropionate,471.9,Nasal polyp NOS,0
1348,Beclomethasone Dipropionate,477.9,Allergic rhinitis NOS,0
1348,Beclomethasone Dipropionate,493,Asthma,1
1348,Beclomethasone Dipropionate,493.9,Asthma; unspecified,1
1348,Beclomethasone Dipropionate,493.90,Asthma; unspecified type; without mention of status asthmaticus,1
1348,Beclomethasone Dipropionate,692.9,Contact dermatitis and other eczema; unspecified cause,1
1348,Beclomethasone Dipropionate,696.1,Other psoriasis and similar disorders excluding psoriatic arthropathy,1
1348,Beclomethasone Dipropionate,698.9,Unspecified pruritic disorder,1
1359,Belladonna Alkaloids,564.1,Irritable bowel syndrome,0
1359,Belladonna Alkaloids,569.9,Unspecified disorder of intestine,0
1359,Belladonna Alkaloids,728.85,Spasm of muscle,0
1359,Belladonna Alkaloids,780.96,Generalized pain,0
1359,Belladonna Alkaloids,781.0,Abnormal involuntary movements,0
1359,Belladonna Alkaloids,784.0,Headache,0
1362,Diphenhydramine Hydrochloride,300.00,Anxiety state unspecified,0
1362,Diphenhydramine Hydrochloride,307.42,Persistent disorder of initiating or maintaining sleep,0
1362,Diphenhydramine Hydrochloride,460,Acute nasopharyngitis (common cold),0
1362,Diphenhydramine Hydrochloride,477.9,Allergic rhinitis NOS,0
1362,Diphenhydramine Hydrochloride,698.9,Unspecified pruritic disorder,0
1362,Diphenhydramine Hydrochloride,708,Urticaria,0
1362,Diphenhydramine Hydrochloride,708.9,Unspecified urticaria,0
1362,Diphenhydramine Hydrochloride,780.52,Insomnia; unspecified,0
1362,Diphenhydramine Hydrochloride,781.0,Abnormal involuntary movements,0
1362,Diphenhydramine Hydrochloride,787.02,Nausea alone,0
1362,Diphenhydramine Hydrochloride,994.6,Motion sickness,0
1362,Diphenhydramine Hydrochloride,995.3,Allergy unspecified not elsewhere classified,0
1369,Bendroflumethiazide,401-405.99,,0
1369,Bendroflumethiazide,401.9,Hypertension NOS,0
1369,Bendroflumethiazide,428.0,Congestive heart failure (CHF) NOS,0
1369,Bendroflumethiazide,581,Nephrotic syndrome,0
1369,Bendroflumethiazide,581.9,Nephrotic syndrome with unspecified pathological lesion in kidney,0
1369,Bendroflumethiazide,782.3,Edema,0
1369,Bendroflumethiazide,997.91,Hypertension,0
1378,Benzalkonium,054.9,Herpes simplex without mention of complication,1
1378,Benzalkonium,136.9,Unspecified infectious and parasitic diseases,1
1388,Lindane,132.9,Pediculosis NOS,1
1388,Lindane,133.0,Scabies,1
1399,Benzocaine,054,Herpes simplex,0
1399,Benzocaine,054.9,Herpes simplex without mention of complication,0
1399,Benzocaine,338-338.99,,1
1399,Benzocaine,380.10,Infective otitis externa; unspecified,1
1399,Benzocaine,382.9,Unspecified otitis media,1
1399,Benzocaine,388.7,Otalgia,1
1399,Benzocaine,388.70,Otalgia NOS,1
1399,Benzocaine,455,Hemorrhoids,1
1399,Benzocaine,455.6,Hemorrhoids NOS,1
1399,Benzocaine,525.9,Dental disorder NOS,1
1399,Benzocaine,528.2,Oral aphthae,1
1399,Benzocaine,565.0,Anal fissure,0
1399,Benzocaine,569.41,Ulcer of anus and rectum,0
1399,Benzocaine,695.89,Other specified erythematous conditions,1
1399,Benzocaine,698.9,Unspecified pruritic disorder,1
1399,Benzocaine,780.96,Generalized pain,1
1399,Benzocaine,781.99,Other symptoms involving nervous and musculoskeletal systems,1
1399,Benzocaine,940-949.99,,0
1399,Benzocaine,949.0,Burn of unspecified site; unspecified degree,0
1399,Benzocaine,V60.3,Person living alone,0
1418,Benzoyl Peroxide,692.9,Contact dermatitis and other eczema; unspecified cause,0
1418,Benzoyl Peroxide,695.3,Rosacea,0
1418,Benzoyl Peroxide,698.9,Unspecified pruritic disorder,0
1418,Benzoyl Peroxide,701.1,Keratoderma; acquired,0
1418,Benzoyl Peroxide,706.1,Other acne,1
1418,Benzoyl Peroxide,709.9,Unspecified disorder of skin and subcutaneous tissue,0
1418,Benzoyl Peroxide,782.1,Rash and other nonspecific skin eruption,0
1422,Benzphetamine,278.00,Obesity NOS,1
1422,Benzphetamine,783.9,Other symptoms concerning nutrition; metabolism; and development,1
1424,Benztropine,332,Parkinson's disease,0
1424,Benztropine,332.0,Paralysis agitans,1
1426,Benzyl Alcohol,132.0,Pediculus capitis [head louse],1
1426,Benzyl Alcohol,132.9,Pediculosis NOS,1
1436,Bepridil,401-405.99,,0
1436,Bepridil,401.9,Hypertension NOS,0
1436,Bepridil,413,Angina pectoris,0
1436,Bepridil,413.9,Other and unspecified angina pectoris,0
1436,Bepridil,786.50,Unspecified chest pain,0
1436,Bepridil,997.91,Hypertension,0
1512,Betaine,270.4,Disturbances of sulphur-bearing amino-acid metabolism,1
1512,Betaine,780.39,Other convulsions,1
1512,Betaine,780.79,Other malaise and fatigue,1
1514,Betamethasone,686.9,Unspecified local infection of skin and subcutaneous tissue,0
1514,Betamethasone,690.1,Seborrheic dermatitis,0
1514,Betamethasone,690.10,Seborheic dermatitis; unspecified,0
1514,Betamethasone,691.8,Other atopic dermatitis,1
1514,Betamethasone,692.9,Contact dermatitis and other eczema; unspecified cause,1
1514,Betamethasone,696.1,Other psoriasis and similar disorders excluding psoriatic arthropathy,0
1514,Betamethasone,698.0,Pruritus ani,0
1514,Betamethasone,698.9,Unspecified pruritic disorder,0
1514,Betamethasone,706.3,Seborrhea,0
1514,Betamethasone,709.9,Unspecified disorder of skin and subcutaneous tissue,1
1514,Betamethasone,799.89,Other ill-defined conditions,1
1516,Betamethasone acetate,690.1,Seborrheic dermatitis,0
1516,Betamethasone acetate,690.10,Seborheic dermatitis; unspecified,0
1516,Betamethasone acetate,691.8,Other atopic dermatitis,0
1516,Betamethasone acetate,696.1,Other psoriasis and similar disorders excluding psoriatic arthropathy,0
1516,Betamethasone acetate,698.0,Pruritus ani,0
1516,Betamethasone acetate,706.3,Seborrhea,0
1516,Betamethasone acetate,709.9,Unspecified disorder of skin and subcutaneous tissue,0
1520,Betaxolol,365,Glaucoma,1
1520,Betaxolol,365.00,Preglaucoma; unspecified,1
1520,Betaxolol,365.1,Open-angle glaucoma,0
1520,Betaxolol,365.10,Open-angle glaucoma NOS,0
1520,Betaxolol,365.13,Pigmentary glaucoma,0
1520,Betaxolol,365.9,Glaucoma NOS,1
1520,Betaxolol,401-405.99,,1
1520,Betaxolol,401.9,Hypertension NOS,1
1520,Betaxolol,997.91,Hypertension,1
1520,Betaxolol,V62.81,Interpersonal problems; not elsewhere classified,0
1525,Bezafibrate,272.4,Other and unspecified hyperlipidemia,1
1588,Biotin,266,Deficiency of B-complex components,0
1588,Biotin,266.9,Vitamin B deficiency NOS,0
1588,Biotin,277.9,Unspecified disorder of metabolism,0
1589,Biperiden,332,Parkinson's disease,0
1589,Biperiden,332.0,Paralysis agitans,1
1589,Biperiden,977.9,Poisoning by unspecified drug or medicinal substance,0
1596,Bisacodyl,564.0,Constipation,1
1596,Bisacodyl,564.00,Constipation NOS,1
1598,Dicumarol,415.19,Other pulmonary embolism and infarction,0
1598,Dicumarol,453.9,Embolism and thrombosis of unspecified site,0
1598,Dicumarol,459.9,Unspecified circulatory system disorder,0
1622,Bleomycin,140-239.99,,1
1622,Bleomycin,171.9,Malignant neoplasm of connective and other soft tissue; site unspecified,1
1622,Bleomycin,172.9,Melanoma of skin; site unspecified,1
1622,Bleomycin,186,Malignant neoplasm of testis,1
1622,Bleomycin,186.9,Malignant neoplasm of other and unspecified testis,1
1622,Bleomycin,195.0,Malignant neoplasm of head; face; and neck,1
1622,Bleomycin,201,Hodgkin's disease,0
1622,Bleomycin,201.0,Hodgkin's paragranuloma,0
1622,Bleomycin,201.1,Hodgkin's granuloma,0
1622,Bleomycin,201.10,Hodgkin's granuloma; unspecified site; extranodal and solid organ sites,0
1622,Bleomycin,201.2,Hodgkin's sarcoma,0
1622,Bleomycin,201.20,Hodgkin's sarcoma; unspecified site; extranodal and solid organ sites,0
1622,Bleomycin,201.9,Hodgkin's disease; unspecified type,0
1622,Bleomycin,201.90,Hodgkin's disease; unspecified type; unspecified site; extranodal and solid organ sites,0
1622,Bleomycin,202.80,Other malignant lymphomas; unspecified site; extranodal and solid organ sites,1
1622,Bleomycin,232.9,Carcinoma in situ of skin; site unspecified,1
1622,Bleomycin,239,Neoplasms of unspecified nature,1
1622,Bleomycin,239-239.99,,1
1622,Bleomycin,239.5,Neoplasm of unspecified nature of other genitourinary organs,0
1622,Bleomycin,511.9,Pleural effusion NOS,1
1700,boric acid,380.10,Infective otitis externa; unspecified,0
1700,boric acid,691.0,Diaper or napkin rash,0
1700,boric acid,692.71,Sunburn,0
1700,boric acid,692.9,Contact dermatitis and other eczema; unspecified cause,0
1760,Bromocriptine,140-239.99,,1
1760,Bromocriptine,239,Neoplasms of unspecified nature,1
1760,Bromocriptine,239-239.99,,1
1760,Bromocriptine,250,Diabetes mellitus,1
1760,Bromocriptine,250.00,type II diabetes mellitus [non-insulin dependent type] [NIDDM type] [adult-onset type] or unspecified type; not stated as uncontrolled; without mention of complication,1
1760,Bromocriptine,250.1,Diabetes with ketoacidosis,1
1760,Bromocriptine,250.10,type II diabetes mellitus [non-insulin dependent type] [NIDDM type] [adult-onset type] or unspecified type; not stated as uncontrolled; with ketoacidosis,1
