disease	drug	AJG	CSH	PK	AJG_notes	CSH_notes	PK_notes	doid_id	drugbank_id	majority
psoriatic arthritis	Prednisolone	SYM	SYM	DM				DOID:9008	DB00860	SYM
psoriatic arthritis	Prednisone	SYM	SYM	DM				DOID:9008	DB00635	SYM
psoriatic arthritis	Triamcinolone	SYM	DM	DM		Pilot classification: ? disease-modifying; Pilot notes:		DOID:9008	DB00620	DM
refractive error	Echothiophate	NOT	SYM	NOT			not aware of it's use in pure refractive error	DOID:9835	DB01057	NOT
restless legs syndrome	Carbamazepine	SYM	SYM	SYM				DOID:0050425	DB00564	SYM
restless legs syndrome	Carbidopa	SYM	SYM	SYM				DOID:0050425	DB00190	SYM
restless legs syndrome	Clonazepam	SYM	SYM	SYM				DOID:0050425	DB01068	SYM
restless legs syndrome	Clonidine	SYM	SYM	SYM				DOID:0050425	DB00575	SYM
restless legs syndrome	Gabapentin	SYM	SYM	SYM				DOID:0050425	DB00996	SYM
restless legs syndrome	L-DOPA	SYM	SYM	SYM		Pilot classification: symptomatic ; Pilot notes:		DOID:0050425	DB01235	SYM
restless legs syndrome	Pramipexole	SYM	SYM	SYM				DOID:0050425	DB00413	SYM
restless legs syndrome	Pregabalin	SYM	SYM	SYM				DOID:0050425	DB00230	SYM
restless legs syndrome	Ropinirole	SYM	SYM	SYM				DOID:0050425	DB00268	SYM
restless legs syndrome	Tramadol	SYM	SYM	SYM				DOID:0050425	DB00193	SYM
rheumatoid arthritis	Acetylsalicylic acid	SYM	SYM	SYM			see notes for rheumatoid arthritis steroids	DOID:7148	DB00945	SYM
rheumatoid arthritis	Amitriptyline	NOT	SYM	SYM		SYM or NOT	close call, but agreed with CSH	DOID:7148	DB00321	SYM
rheumatoid arthritis	Auranofin	SYM	DM	DM				DOID:7148	DB00995	DM
rheumatoid arthritis	Azathioprine	DM	DM	DM				DOID:7148	DB00993	DM
rheumatoid arthritis	Betamethasone	SYM	SYM	DM			see notes for rheumatoid arthritis steroids	DOID:7148	DB00443	SYM
rheumatoid arthritis	Captopril	NOT	NOT	NOT		Pilot classification: ?; Pilot notes: some research in rats says this may be helpful in RA		DOID:7148	DB01197	NOT
rheumatoid arthritis	Celecoxib	SYM	SYM	SYM			see notes for rheumatoid arthritis steroids	DOID:7148	DB00482	SYM
rheumatoid arthritis	Choline	NOT	SYM	NOT			this is pure choline, not a salicylate	DOID:7148	DB00122	NOT
rheumatoid arthritis	Cyclobenzaprine	NOT	SYM	NOT			http://www.ncbi.nlm.nih.gov/pubmedhealth/PMH0033636/	DOID:7148	DB00924	NOT
rheumatoid arthritis	Cyclosporine	DM	DM	DM				DOID:7148	DB00091	DM
rheumatoid arthritis	Dexamethasone	SYM	SYM	DM			see notes for rheumatoid arthritis steroids	DOID:7148	DB01234	SYM
rheumatoid arthritis	Diclofenac	SYM	SYM	SYM			see notes for rheumatoid arthritis steroids	DOID:7148	DB00586	SYM
rheumatoid arthritis	Diflunisal	SYM	SYM	SYM			see notes for rheumatoid arthritis steroids	DOID:7148	DB00861	SYM
rheumatoid arthritis	Enalapril	NOT	NOT	NOT	Potential side effect			DOID:7148	DB00584	NOT
rheumatoid arthritis	Ergocalciferol	DM	SYM	DM			"decreases disease activity. I would also agree with putting ""NOT"", since it probably only works in RA if you also have vitamin D deficiency"	DOID:7148	DB00153	DM
rheumatoid arthritis	Esomeprazole	SYM	NOT	NOT			"should match other ""-prazoles"""	DOID:7148	DB00736	NOT
rheumatoid arthritis	Folic Acid	NOT	NOT	NOT	Used to overcome side effect of medicine			DOID:7148	DB00158	NOT
rheumatoid arthritis	Gabapentin	SYM	NOT	SYM				DOID:7148	DB00996	SYM
rheumatoid arthritis	Hydrocortisone	SYM	SYM	DM			see notes for rheumatoid arthritis steroids	DOID:7148	DB00741	SYM
rheumatoid arthritis	Indomethacin	SYM	SYM	SYM			see notes for rheumatoid arthritis steroids	DOID:7148	DB00328	SYM
rheumatoid arthritis	Leflunomide	DM	DM	DM				DOID:7148	DB01097	DM
rheumatoid arthritis	Lidocaine	SYM	SYM	SYM				DOID:7148	DB00281	SYM
rheumatoid arthritis	Meloxicam	SYM	SYM	SYM		Pilot classification: symptomatic; Pilot notes:	see notes for rheumatoid arthritis steroids	DOID:7148	DB00814	SYM
rheumatoid arthritis	Methotrexate	DM	DM	DM				DOID:7148	DB00563	DM
rheumatoid arthritis	Methylprednisolone	DM	SYM	DM			see notes for rheumatoid arthritis steroids	DOID:7148	DB00959	DM
rheumatoid arthritis	Nabumetone	SYM	SYM	SYM			see notes for rheumatoid arthritis steroids	DOID:7148	DB00461	SYM
rheumatoid arthritis	Naftifine	NOT	NOT	NOT				DOID:7148	DB00735	NOT
rheumatoid arthritis	Naproxen	SYM	SYM	SYM			see notes for rheumatoid arthritis steroids	DOID:7148	DB00788	SYM
rheumatoid arthritis	Omeprazole	NOT	NOT	NOT				DOID:7148	DB00338	NOT
rheumatoid arthritis	Oxaprozin	SYM	SYM	SYM			see notes for rheumatoid arthritis steroids	DOID:7148	DB00991	SYM
rheumatoid arthritis	Oxtriphylline	NOT	NOT	NOT				DOID:7148	DB01303	NOT
rheumatoid arthritis	Penicillamine	DM	DM	DM				DOID:7148	DB00859	DM
rheumatoid arthritis	Pilocarpine	SYM	NOT	NOT			consider RA as separate from sjogren's	DOID:7148	DB01085	NOT
rheumatoid arthritis	Piroxicam	DM	SYM	SYM			see notes for rheumatoid arthritis steroids	DOID:7148	DB00554	SYM
rheumatoid arthritis	Prednisolone	DM	SYM	DM			see notes for rheumatoid arthritis steroids	DOID:7148	DB00860	DM
rheumatoid arthritis	Prednisone	DM	SYM	DM			see notes for rheumatoid arthritis steroids	DOID:7148	DB00635	DM
rheumatoid arthritis	Salsalate	SYM	SYM	SYM			see notes for rheumatoid arthritis steroids	DOID:7148	DB01399	SYM
rheumatoid arthritis	Sulfasalazine	DM	DM	DM				DOID:7148	DB00795	DM
rheumatoid arthritis	Tizanidine	NOT	SYM	NOT			http://www.ncbi.nlm.nih.gov/pubmedhealth/PMH0033636/	DOID:7148	DB00697	NOT
rheumatoid arthritis	Tolmetin	DM	SYM	SYM			see notes for rheumatoid arthritis steroids	DOID:7148	DB00500	SYM
rheumatoid arthritis	Treprostinil	NOT	NOT	NOT				DOID:7148	DB00374	NOT
rheumatoid arthritis	Triamcinolone	SYM	DM	DM			see notes for rheumatoid arthritis steroids	DOID:7148	DB00620	DM
rheumatoid arthritis	Trisalicylate-choline	SYM	SYM	SYM			see notes for rheumatoid arthritis steroids	DOID:7148	DB01401	SYM
rheumatoid arthritis	Zolpidem	NOT	NOT	NOT				DOID:7148	DB00425	NOT
sarcoma	Dacarbazine	DM	DM	DM				DOID:1115	DB00851	DM
sarcoma	Dactinomycin	DM	DM	DM				DOID:1115	DB00970	DM
sarcoma	Doxorubicin	DM	DM	DM				DOID:1115	DB00997	DM
sarcoma	Epirubicin	DM	DM	DM				DOID:1115	DB00445	DM
sarcoma	Etoposide	DM	DM	DM				DOID:1115	DB00773	DM
sarcoma	Melphalan	DM	NOT	NOT				DOID:1115	DB01042	NOT
sarcoma	Mitoxantrone	NOT	DM	DM				DOID:1115	DB01204	DM
sarcoma	Thiotepa	DM	DM	DM		Pilot classification: disease-modifying; Pilot notes:		DOID:1115	DB04572	DM
sarcoma	Vincristine	DM	DM	DM				DOID:1115	DB00541	DM
schizophrenia	Acetophenazine	SYM	SYM	SYM				DOID:5419	DB01063	SYM
schizophrenia	Aripiprazole	SYM	SYM	SYM				DOID:5419	DB01238	SYM
schizophrenia	Benzatropine	SYM	SYM	SYM				DOID:5419	DB00245	SYM
schizophrenia	Carbamazepine	SYM	SYM	SYM				DOID:5419	DB00564	SYM
schizophrenia	Chlorpromazine	SYM	SYM	SYM				DOID:5419	DB00477	SYM
schizophrenia	Clonazepam	SYM	SYM	SYM				DOID:5419	DB01068	SYM
schizophrenia	Clozapine	SYM	SYM	SYM				DOID:5419	DB00363	SYM
schizophrenia	Cyproheptadine	NOT	SYM	SYM			http://www.ncbi.nlm.nih.gov/pubmed/10319907	DOID:5419	DB00434	SYM
schizophrenia	Dimenhydrinate	SYM	NOT	SYM			I think you must put it with cyproheptadine (H1-antagonists)	DOID:5419	DB00985	SYM
schizophrenia	Diphenhydramine	NOT	SYM	SYM			I think you must put it with cyproheptadine (H1-antagonists)	DOID:5419	DB01075	SYM
schizophrenia	Eszopiclone	NOT	SYM	SYM				DOID:5419	DB00402	SYM
schizophrenia	Fluoxetine	SYM	SYM	SYM				DOID:5419	DB00472	SYM
schizophrenia	Fluphenazine	SYM	SYM	SYM				DOID:5419	DB00623	SYM
schizophrenia	Haloperidol	SYM	SYM	SYM				DOID:5419	DB00502	SYM
schizophrenia	Lamotrigine	SYM	SYM	SYM				DOID:5419	DB00555	SYM
schizophrenia	Lithium	NOT	SYM	SYM			it is used but little evidence… http://www.ncbi.nlm.nih.gov/pubmed/12917990	DOID:5419	DB01356	SYM
schizophrenia	Loxapine	DM	SYM	SYM	Loaxpine has unique effects on neuronal connections		"I saw AJG's suggestion but I don't think it actually modifies disease,  per cochrane ""Loxapine is an antipsychotic which is not clearly distinct from typical or atypical drugs in terms of its effects on global or mental state."""	DOID:5419	DB00408	SYM
schizophrenia	Mesoridazine	SYM	SYM	SYM				DOID:5419	DB00933	SYM
schizophrenia	Olanzapine	SYM	SYM	SYM				DOID:5419	DB00334	SYM
schizophrenia	Paliperidone	SYM	SYM	SYM				DOID:5419	DB01267	SYM
schizophrenia	Quetiapine	SYM	SYM	SYM				DOID:5419	DB01224	SYM
schizophrenia	Risperidone	SYM	SYM	SYM				DOID:5419	DB00734	SYM
schizophrenia	Sertraline	SYM	SYM	SYM				DOID:5419	DB01104	SYM
schizophrenia	Thioridazine	SYM	NOT	SYM		withdrawn due to card arrhy	ammendment 1	DOID:5419	DB00679	SYM
schizophrenia	Thiothixene	SYM	SYM	SYM				DOID:5419	DB01623	SYM
schizophrenia	Trazodone	NOT	SYM	SYM				DOID:5419	DB00656	SYM
schizophrenia	Trifluoperazine	SYM	SYM	SYM				DOID:5419	DB00831	SYM
schizophrenia	Valproic Acid	NOT	SYM	SYM				DOID:5419	DB00313	SYM
schizophrenia	Ziprasidone	SYM	SYM	SYM				DOID:5419	DB00246	SYM
schizophrenia	Zopiclone	NOT	SYM	SYM				DOID:5419	DB01198	SYM
sclerosing cholangitis	Gemfibrozil	NOT	NOT	NOT	SIDE EFFECT OF MED			DOID:14268	DB01241	NOT
skin cancer	Bleomycin	DM	DM	DM				DOID:4159	DB00290	DM
skin cancer	Carmustine	NOT	DM	NOT	Only for metastatic disease		"I don't consider cutaneous lymphoma to be a ""skin cancer"""	DOID:4159	DB00262	NOT
skin cancer	Dacarbazine	DM	DM	DM				DOID:4159	DB00851	DM
skin cancer	Dactinomycin	DM	DM	DM			melanoma	DOID:4159	DB00970	DM
skin cancer	Docetaxel	DM	DM	DM				DOID:4159	DB01248	DM
skin cancer	Fluorouracil	DM	DM	DM				DOID:4159	DB00544	DM
skin cancer	Hydroxyurea	DM	NOT	NOT			see notes for hydroxyurea/chemo and cancer	DOID:4159	DB01005	NOT
skin cancer	Imiquimod	DM	DM	DM				DOID:4159	DB00724	DM
skin cancer	Lomustine	DM	NOT	NOT			the only source I found to agree with AJG was (www.cancerresearchuk.org) so I didn't take is as credible	DOID:4159	DB01206	NOT
skin cancer	Melphalan	DM	NOT	NOT				DOID:4159	DB01042	NOT
skin cancer	Procarbazine	NOT	NOT	NOT				DOID:4159	DB01168	NOT
skin cancer	Temozolomide	NOT	NOT	DM		in research	melanoma	DOID:4159	DB00853	NOT
skin cancer	Vemurafenib	DM	DM	DM				DOID:4159	DB08881	DM
skin cancer	Vismodegib	DM	DM	DM				DOID:4159	DB08828	DM
stomach cancer	Capecitabine	DM	DM	DM				DOID:10534	DB01101	DM
stomach cancer	Docetaxel	DM	DM	DM				DOID:10534	DB01248	DM
stomach cancer	Doxorubicin	DM	DM	DM				DOID:10534	DB00997	DM
stomach cancer	Epirubicin	DM	DM	DM				DOID:10534	DB00445	DM
stomach cancer	Floxuridine	DM	DM	DM				DOID:10534	DB00322	DM
stomach cancer	Fluorouracil	DM	DM	DM				DOID:10534	DB00544	DM
stomach cancer	Irinotecan	DM	DM	DM				DOID:10534	DB00762	DM
stomach cancer	Methotrexate	DM	DM	DM				DOID:10534	DB00563	DM
stomach cancer	Mitomycin	DM	DM	DM				DOID:10534	DB00305	DM
systemic lupus erythematosus	Acetylsalicylic acid	DM	DM	SYM		not really confident about this one.	I think this should agree with other NSAIDs	DOID:9074	DB00945	DM
systemic lupus erythematosus	Amitriptyline	NOT	SYM	SYM		SYM or NOT	close call, but agreed with CSH	DOID:9074	DB00321	SYM
systemic lupus erythematosus	Azathioprine	DM	DM	DM				DOID:9074	DB00993	DM
systemic lupus erythematosus	Betamethasone	SYM	SYM	DM			see notes for lupus	DOID:9074	DB00443	SYM
systemic lupus erythematosus	Celecoxib	NOT	SYM	SYM			see notes for lupus	DOID:9074	DB00482	SYM
systemic lupus erythematosus	Cyclobenzaprine	NOT	SYM	NOT			same rationale as rheumatoid arthritis	DOID:9074	DB00924	NOT
systemic lupus erythematosus	Cyclosporine	DM	DM	DM				DOID:9074	DB00091	DM
systemic lupus erythematosus	Dapsone	NOT	DM	DM			for cutaneous lupus (found in 90% of systemic patients at some point)	DOID:9074	DB00250	DM
systemic lupus erythematosus	Dexamethasone	SYM	SYM	DM			see notes for lupus	DOID:9074	DB01234	SYM
systemic lupus erythematosus	Esomeprazole	SYM	NOT	NOT		weird, maybe b/c a lot of these diseases rx steroids/ppi combo	treats side effect of steroids, should match omeprazole	DOID:9074	DB00736	NOT
systemic lupus erythematosus	Folic Acid	NOT	NOT	NOT	Used to overcome side effect of medicine			DOID:9074	DB00158	NOT
systemic lupus erythematosus	Gabapentin	SYM	NOT	SYM			same rationale as rheumatoid arthritis	DOID:9074	DB00996	SYM
systemic lupus erythematosus	Hydrocortisone	SYM	SYM	DM			see notes for lupus	DOID:9074	DB00741	SYM
systemic lupus erythematosus	Leflunomide	DM	DM	DM				DOID:9074	DB01097	DM
systemic lupus erythematosus	Lisinopril	NOT	NOT	NOT	May cause disease			DOID:9074	DB00722	NOT
systemic lupus erythematosus	Meloxicam	SYM	SYM	SYM			see notes for lupus	DOID:9074	DB00814	SYM
systemic lupus erythematosus	Methotrexate	DM	DM	DM				DOID:9074	DB00563	DM
systemic lupus erythematosus	Methylprednisolone	DM	SYM	DM			see notes for lupus	DOID:9074	DB00959	DM
systemic lupus erythematosus	Mycophenolate mofetil	DM	DM	DM				DOID:9074	DB00688	DM
systemic lupus erythematosus	Naproxen	SYM	SYM	SYM				DOID:9074	DB00788	SYM
systemic lupus erythematosus	Omeprazole	NOT	NOT	NOT				DOID:9074	DB00338	NOT
systemic lupus erythematosus	Prednisolone	DM	SYM	DM			see notes for lupus	DOID:9074	DB00860	DM
systemic lupus erythematosus	Prednisone	DM	SYM	DM			see notes for lupus	DOID:9074	DB00635	DM
systemic lupus erythematosus	Pregabalin	SYM	NOT	SYM				DOID:9074	DB00230	SYM
systemic lupus erythematosus	Triamcinolone	SYM	DM	DM			see notes for lupus	DOID:9074	DB00620	DM
systemic scleroderma	Alprazolam	SYM	SYM	SYM		Pilot classification: symptomatic; Pilot notes:		DOID:418	DB00404	SYM
systemic scleroderma	Azathioprine	DM	DM	DM				DOID:418	DB00993	DM
systemic scleroderma	Captopril	SYM	DM	DM	Helps renal disease in Scleroderma	prevents vascualr damage		DOID:418	DB01197	DM
systemic scleroderma	Celecoxib	NOT	SYM	SYM				DOID:418	DB00482	SYM
systemic scleroderma	Cilostazol	SYM	SYM	SYM				DOID:418	DB01166	SYM
systemic scleroderma	Colchicine	DM	NOT	SYM			for arthralgia, not aware of disease modification	DOID:418	DB01394	
systemic scleroderma	Cyclobenzaprine	NOT	SYM	NOT			not aware of this indication	DOID:418	DB00924	NOT
systemic scleroderma	Diclofenac	SYM	SYM	SYM				DOID:418	DB00586	SYM
systemic scleroderma	Epoprostenol	DM	NOT	SYM		?raynauds	not aware of disease modification, agree with CSH comment re: symptom	DOID:418	DB01240	
systemic scleroderma	Esomeprazole	SYM	NOT	SYM			to match omeprazole	DOID:418	DB00736	SYM
systemic scleroderma	Folic Acid	NOT	NOT	NOT	Used to overcome side effect of medicine			DOID:418	DB00158	NOT
systemic scleroderma	Furosemide	NOT	SYM	NOT				DOID:418	DB00695	NOT
systemic scleroderma	Leflunomide	DM	DM	DM				DOID:418	DB01097	DM
systemic scleroderma	Lidocaine	SYM	SYM	SYM				DOID:418	DB00281	SYM
systemic scleroderma	Lisinopril	DM	NOT	DM			same as captopril	DOID:418	DB00722	DM
systemic scleroderma	Meloxicam	SYM	SYM	SYM				DOID:418	DB00814	SYM
systemic scleroderma	Methotrexate	DM	DM	DM				DOID:418	DB00563	DM
systemic scleroderma	Metoclopramide	SYM	SYM	SYM				DOID:418	DB01233	SYM
systemic scleroderma	Metronidazole	SYM	NOT	NOT				DOID:418	DB00916	NOT
systemic scleroderma	Minocycline	NOT	NOT	NOT				DOID:418	DB01017	NOT
systemic scleroderma	Mometasone	SYM	DM	DM				DOID:418	DB00764	DM
systemic scleroderma	Mycophenolate mofetil	DM	DM	DM				DOID:418	DB00688	DM
systemic scleroderma	Mycophenolic acid	DM	DM	DM				DOID:418	DB01024	DM
systemic scleroderma	Nifedipine	SYM	NOT	SYM				DOID:418	DB01115	SYM
systemic scleroderma	Omeprazole	SYM	SYM	SYM		Pilot classification: ? Symptomatic; Pilot notes: although could be considered disease mod if it protects against esophogeal complications of scleroderma	should match esomeprazole	DOID:418	DB00338	SYM
systemic scleroderma	Pentoxifylline	SYM	SYM	DM			affects the biology of the disease, thereby easing symptoms	DOID:418	DB00806	SYM
systemic scleroderma	Prednisone	SYM	SYM	DM				DOID:418	DB00635	SYM
systemic scleroderma	Sildenafil	SYM	SYM	SYM				DOID:418	DB00203	SYM
systemic scleroderma	Tadalafil	SYM	NOT	SYM				DOID:418	DB00820	SYM
systemic scleroderma	Tolazoline	NOT	SYM	SYM				DOID:418	DB00797	SYM
systemic scleroderma	WF10	DM	NOT	NOT		in research		DOID:418	DB05389	NOT
systemic scleroderma	Zolpidem	NOT	NOT	NOT				DOID:418	DB00425	NOT
testicular cancer	Bleomycin	DM	DM	DM				DOID:2998	DB00290	DM
testicular cancer	Carboplatin	DM	DM	DM				DOID:2998	DB00958	DM
testicular cancer	Chlorambucil	DM	DM	DM				DOID:2998	DB00291	DM
testicular cancer	Cisplatin	DM	DM	DM				DOID:2998	DB00515	DM
testicular cancer	Dactinomycin	DM	DM	DM				DOID:2998	DB00970	DM
testicular cancer	Doxorubicin	DM	DM	DM				DOID:2998	DB00997	DM
testicular cancer	Epirubicin	DM	DM	DM				DOID:2998	DB00445	DM
testicular cancer	Etoposide	DM	DM	DM				DOID:2998	DB00773	DM
testicular cancer	Ifosfamide	DM	DM	DM				DOID:2998	DB01181	DM
testicular cancer	Methotrexate	NOT	DM	DM			http://www.ncbi.nlm.nih.gov/pubmed/14523058	DOID:2998	DB00563	DM
testicular cancer	Vinblastine	DM	DM	DM				DOID:2998	DB00570	DM
thymus cancer	Octreotide	DM	NOT	DM			at least SYM, though I suspect DM per uptodate	DOID:3277	DB00104	DM
thyroid cancer	Dextrothyroxine	NOT	NOT	NOT				DOID:1781	DB00509	NOT
thyroid cancer	Doxorubicin	DM	DM	DM				DOID:1781	DB00997	DM
thyroid cancer	Epirubicin	DM	DM	DM				DOID:1781	DB00445	DM
thyroid cancer	Levothyroxine	NOT	SYM	NOT	Treats after thyroid removal			DOID:1781	DB00451	NOT
thyroid cancer	Liothyronine	NOT	SYM	NOT	Treats side effect of treatment			DOID:1781	DB00279	NOT
thyroid cancer	Liotrix	NOT	SYM	NOT	Treats side effect of treatment			DOID:1781	DB01583	NOT
thyroid cancer	Sorafenib	DM	DM	DM				DOID:1781	DB00398	DM
thyroid cancer	Vandetanib	DM	DM	DM				DOID:1781	DB05294	DM
type 1 diabetes mellitus	Octreotide	SYM	NOT	SYM			non-prandial use for gastroparesis	DOID:9744	DB00104	SYM
type 1 diabetes mellitus	Ramipril	NOT	NOT	DM				DOID:9744	DB00178	NOT
type 1 diabetes mellitus	Sildenafil	DM	NOT	SYM			may be DM for DM2 but not for DM1 (http://care.diabetesjournals.org/content/26/2/279.full)	DOID:9744	DB00203	
type 2 diabetes mellitus	Acarbose	SYM	DM	DM		(glucosidase inhibitor)		DOID:9352	DB00284	DM
type 2 diabetes mellitus	Atorvastatin	NOT	NOT	NOT				DOID:9352	DB01076	NOT
type 2 diabetes mellitus	Bromocriptine	DM	NOT	DM			by ammendment 1	DOID:9352	DB01200	DM
type 2 diabetes mellitus	Chlorpropamide	SYM	NOT	DM		no longer recommended due to side effects	by amendment 1	DOID:9352	DB00672	
type 2 diabetes mellitus	Gliclazide	DM	DM	DM				DOID:9352	DB01120	DM
type 2 diabetes mellitus	Glimepiride	DM	DM	DM				DOID:9352	DB00222	DM
type 2 diabetes mellitus	Glipizide	DM	DM	DM				DOID:9352	DB01067	DM
type 2 diabetes mellitus	Glyburide	DM	DM	DM				DOID:9352	DB01016	DM
type 2 diabetes mellitus	Irbesartan	SYM	NOT	DM			ARB, see notes	DOID:9352	DB01029	
type 2 diabetes mellitus	Linagliptin	SYM	DM	DM		Pilot classification: disease-modifying; Pilot notes:	(same as sitagliptin)	DOID:9352	DB08882	DM
type 2 diabetes mellitus	Losartan	NOT	NOT	DM			ARB, see notes	DOID:9352	DB00678	NOT
type 2 diabetes mellitus	Metformin	DM	DM	DM				DOID:9352	DB00331	DM
type 2 diabetes mellitus	Miglitol	SYM	DM	DM				DOID:9352	DB00491	DM
type 2 diabetes mellitus	Nateglinide	SYM	DM	DM				DOID:9352	DB00731	DM
type 2 diabetes mellitus	Orlistat	DM	NOT	DM			"obesity is a biomarker of DM2 progression and controlling obesity will decrease ""downstream biology"" of DM2"	DOID:9352	DB01083	DM
type 2 diabetes mellitus	Pioglitazone	DM	NOT	DM				DOID:9352	DB01132	DM
type 2 diabetes mellitus	Ramipril	NOT	NOT	DM			ACEi, see notes	DOID:9352	DB00178	NOT
type 2 diabetes mellitus	Repaglinide	SYM	DM	DM				DOID:9352	DB00912	DM
type 2 diabetes mellitus	Rosiglitazone	DM	NOT	DM			by ammendment 1	DOID:9352	DB00412	DM
type 2 diabetes mellitus	Simvastatin	NOT	NOT	NOT	HOWEVER WORSENS DISEASE OR CREATES RISK OF DISEASE			DOID:9352	DB00641	NOT
type 2 diabetes mellitus	Sitagliptin	DM	DM	DM				DOID:9352	DB01261	DM
type 2 diabetes mellitus	Tolazamide	SYM	DM	DM				DOID:9352	DB00839	DM
type 2 diabetes mellitus	Tolbutamide	SYM	DM	DM				DOID:9352	DB01124	DM
type 2 diabetes mellitus	Valsartan	NOT	NOT	DM	Used to prevent complication of DM		ARB, see notes	DOID:9352	DB00177	NOT
type 2 diabetes mellitus	Varenicline	NOT	NOT	NOT	Worsens disease			DOID:9352	DB01273	NOT
ulcerative colitis	Azathioprine	DM	DM	DM				DOID:8577	DB00993	DM
ulcerative colitis	Balsalazide	DM	DM	DM				DOID:8577	DB01014	DM
ulcerative colitis	Betamethasone	SYM	SYM	DM				DOID:8577	DB00443	SYM
ulcerative colitis	Budesonide	SYM	DM	DM				DOID:8577	DB01222	DM
ulcerative colitis	Cholecalciferol	DM	SYM	DM			similar reasoning to rheumatoid arthritis	DOID:8577	DB00169	DM
ulcerative colitis	Ciprofloxacin	DM	NOT	NOT				DOID:8577	DB00537	NOT
ulcerative colitis	Dexamethasone	SYM	SYM	DM				DOID:8577	DB01234	SYM
ulcerative colitis	Folic Acid	NOT	NOT	NOT	Used to overcome side effect of medicine			DOID:8577	DB00158	NOT
ulcerative colitis	Hydrocortisone	SYM	SYM	DM				DOID:8577	DB00741	SYM
ulcerative colitis	Mercaptopurine	DM	DM	DM				DOID:8577	DB01033	DM
ulcerative colitis	Mesalazine	DM	DM	DM				DOID:8577	DB00244	DM
ulcerative colitis	Methylprednisolone	DM	SYM	DM				DOID:8577	DB00959	DM
ulcerative colitis	Nicotine	DM	NOT	DM		in research	I think there is enough evidence to say this is DM	DOID:8577	DB00184	DM
ulcerative colitis	Olsalazine	DM	DM	DM				DOID:8577	DB01250	DM
ulcerative colitis	Prednisolone	SYM	SYM	DM				DOID:8577	DB00860	SYM
ulcerative colitis	Prednisone	DM	SYM	DM				DOID:8577	DB00635	DM
ulcerative colitis	Sulfasalazine	DM	DM	DM				DOID:8577	DB00795	DM
ulcerative colitis	Triamcinolone	NOT	DM	DM				DOID:8577	DB00620	DM
urinary bladder cancer	Carboplatin	DM	DM	DM				DOID:11054	DB00958	DM
urinary bladder cancer	Cisplatin	DM	DM	DM				DOID:11054	DB00515	DM
urinary bladder cancer	Doxorubicin	DM	DM	DM				DOID:11054	DB00997	DM
urinary bladder cancer	Epirubicin	DM	DM	DM				DOID:11054	DB00445	DM
urinary bladder cancer	Etoposide	DM	DM	DM				DOID:11054	DB00773	DM
urinary bladder cancer	Fluorouracil	DM	DM	DM				DOID:11054	DB00544	DM
urinary bladder cancer	Gemcitabine	DM	DM	DM				DOID:11054	DB00441	DM
urinary bladder cancer	Methotrexate	DM	DM	DM				DOID:11054	DB00563	DM
urinary bladder cancer	Mitomycin	DM	DM	DM				DOID:11054	DB00305	DM
urinary bladder cancer	Thiotepa	DM	DM	DM				DOID:11054	DB04572	DM
urinary bladder cancer	Valrubicin	DM	DM	DM				DOID:11054	DB00385	DM
uterine cancer	Carboplatin	DM	DM	DM				DOID:363	DB00958	DM
uterine cancer	Dactinomycin	DM	DM	DM				DOID:363	DB00970	DM
uterine cancer	Dinoprostone	NOT	NOT	NOT				DOID:363	DB00917	NOT
uterine cancer	Doxorubicin	DM	DM	DM				DOID:363	DB00997	DM
uterine cancer	Epirubicin	DM	DM	DM				DOID:363	DB00445	DM
uterine cancer	Estradiol	NOT	DM	NOT	worsens disease		is there something that CSH is aware of that we are not? I know about progestins and tamoxifen but didn't find anything about estrogens	DOID:363	DB00783	NOT
uterine cancer	Etoposide	DM	DM	DM				DOID:363	DB00773	DM
uterine cancer	Hydroxyurea	DM	NOT	NOT			see notes for hydroxyurea/chemo and cancer	DOID:363	DB01005	NOT
uterine cancer	Medroxyprogesterone Acetate	DM	NOT	DM	Adavnaced enodemtrial cancer		uptodate	DOID:363	DB00603	DM
uterine cancer	Progesterone	DM	NOT	DM			see uptodate: Treatment of recurrent or metastatic endometrial cancer	DOID:363	DB00396	DM
vitiligo	Methoxsalen	DM	DM	DM				DOID:12306	DB00553	DM
vitiligo	Monobenzone	DM	SYM	SYM				DOID:12306	DB00600	SYM
